sensor,Depth,Unix.Timestamp,UTC_Date_._Time,Mountain.Standard.Time,Battery,Temperature,Dissolved.Oxygen,Dissolved.Oxygen.Saturation,Q
248353,11.5,1530679020,           2018-07-04 04:37:00,           2018-07-03 22:37:00,3.46,6.065,7.5705,94.946418,1
248353,11.5,1530680820,           2018-07-04 05:07:00,           2018-07-03 23:07:00,3.46,6.114,7.621497,95.706331,0.999
248353,11.5,1530682620,           2018-07-04 05:37:00,           2018-07-03 23:37:00,3.46,6.202,7.753489,97.583777,0.999
248353,11.5,1530684420,           2018-07-04 06:07:00,           2018-07-04 00:07:00,3.45,6.348,7.826485,98.871234,0.999
248353,11.5,1530686220,           2018-07-04 06:37:00,           2018-07-04 00:37:00,3.45,6.134,7.673494,96.408739,1
248353,11.5,1530688020,           2018-07-04 07:07:00,           2018-07-04 01:07:00,3.45,6.114,7.658495,96.170925,0.999
248353,11.5,1530689820,           2018-07-04 07:37:00,           2018-07-04 01:37:00,3.45,6.134,7.648496,96.094663,0.999
248353,11.5,1530691620,           2018-07-04 08:07:00,           2018-07-04 02:07:00,3.45,6.173,7.674494,96.517794,0.999
248353,11.5,1530693420,           2018-07-04 08:37:00,           2018-07-04 02:37:00,3.45,6.202,7.691493,96.803509,1
248353,11.5,1530695220,           2018-07-04 09:07:00,           2018-07-04 03:07:00,3.45,6.231,7.690493,96.862863,0.999
248353,11.5,1530697020,           2018-07-04 09:37:00,           2018-07-04 03:37:00,3.45,6.212,7.73149,97.331844,0.999
248353,11.5,1530698820,           2018-07-04 10:07:00,           2018-07-04 04:07:00,3.45,6.241,7.656495,96.459357,1
248353,11.5,1530700620,           2018-07-04 10:37:00,           2018-07-04 04:37:00,3.45,6.202,7.605499,95.721203,1
248353,11.5,1530702420,           2018-07-04 11:07:00,           2018-07-04 05:07:00,3.44,6.26,7.643496,96.342446,1
248353,11.5,1530704220,           2018-07-04 11:37:00,           2018-07-04 05:37:00,3.44,6.27,7.650496,96.455359,1
248353,11.5,1530706020,           2018-07-04 12:07:00,           2018-07-04 06:07:00,3.44,6.173,7.566501,95.159628,1
248353,11.5,1530707820,           2018-07-04 12:37:00,           2018-07-04 06:37:00,3.44,6.173,7.546502,94.908116,0.999
248353,11.5,1530709620,           2018-07-04 13:07:00,           2018-07-04 07:07:00,3.44,6.173,7.627497,95.92674,1
248353,11.5,1530711420,           2018-07-04 13:37:00,           2018-07-04 07:37:00,3.44,6.182,7.653495,96.275917,1
248353,11.5,1530713220,           2018-07-04 14:07:00,           2018-07-04 08:07:00,3.44,6.173,7.662495,96.366887,0.999
248353,11.5,1530715020,           2018-07-04 14:37:00,           2018-07-04 08:37:00,3.44,6.25,7.674494,96.708397,1
248353,11.5,1530716820,           2018-07-04 15:07:00,           2018-07-04 09:07:00,3.44,6.182,7.5805,95.357686,0.999
248353,11.5,1530718620,           2018-07-04 15:37:00,           2018-07-04 09:37:00,3.44,6.221,7.628497,96.057407,0.999
248353,11.5,1530720420,           2018-07-04 16:07:00,           2018-07-04 10:07:00,3.43,6.192,7.554502,95.055006,0.999
248353,11.5,1530722220,           2018-07-04 16:37:00,           2018-07-04 10:37:00,3.43,6.173,7.536503,94.78236,1
248353,11.5,1530724020,           2018-07-04 17:07:00,           2018-07-04 11:07:00,3.43,6.221,7.623498,95.994452,1
248353,11.5,1530725820,           2018-07-04 17:37:00,           2018-07-04 11:37:00,3.43,6.173,7.540503,94.832663,1
248353,11.5,1530727620,           2018-07-04 18:07:00,           2018-07-04 12:07:00,3.43,6.289,7.667495,96.716692,0.999
248353,11.5,1530729420,           2018-07-04 18:37:00,           2018-07-04 12:37:00,3.43,6.357,7.735491,97.744198,1
248353,11.5,1530731220,           2018-07-04 19:07:00,           2018-07-04 13:07:00,3.43,6.338,7.714492,97.431532,0.998
248353,11.5,1530733020,           2018-07-04 19:37:00,           2018-07-04 13:37:00,3.43,6.241,7.612498,95.905065,0.999
248353,11.5,1530734820,           2018-07-04 20:07:00,           2018-07-04 14:07:00,3.43,6.182,7.565501,95.169008,1
248353,11.5,1530736620,           2018-07-04 20:37:00,           2018-07-04 14:37:00,3.43,6.192,7.539503,94.86628,0.999
248353,11.5,1530738420,           2018-07-04 21:07:00,           2018-07-04 15:07:00,3.43,6.173,7.544503,94.882965,0.999
248353,11.5,1530740220,           2018-07-04 21:37:00,           2018-07-04 15:37:00,3.43,6.173,7.527504,94.66918,0.999
248353,11.5,1530742020,           2018-07-04 22:07:00,           2018-07-04 16:07:00,3.42,6.26,7.603499,95.838299,0.999
248353,11.5,1530743820,           2018-07-04 22:37:00,           2018-07-04 16:37:00,3.42,6.241,7.645496,96.320784,1
248353,11.5,1530745620,           2018-07-04 23:07:00,           2018-07-04 17:07:00,3.42,6.212,7.643496,96.224084,1
248353,11.5,1530747420,           2018-07-04 23:37:00,           2018-07-04 17:37:00,3.42,6.241,7.645496,96.320784,1
248353,11.5,1530749220,           2018-07-05 00:07:00,           2018-07-04 18:07:00,3.42,6.328,7.684494,97.027856,0.999
248353,11.5,1530751020,           2018-07-05 00:37:00,           2018-07-04 18:37:00,3.42,6.377,7.719492,97.5919,1
248353,11.5,1530752820,           2018-07-05 01:07:00,           2018-07-04 19:07:00,3.42,6.26,7.5955,95.73747,0.999
248353,11.5,1530754620,           2018-07-05 01:37:00,           2018-07-04 19:37:00,3.42,6.26,7.5915,95.687055,0.999
248353,11.5,1530756420,           2018-07-05 02:07:00,           2018-07-04 20:07:00,3.42,6.212,7.551502,95.065971,0.999
248353,11.5,1530758220,           2018-07-05 02:37:00,           2018-07-04 20:37:00,3.42,6.182,7.515505,94.540083,0.999
248353,11.5,1530760020,           2018-07-05 03:07:00,           2018-07-04 21:07:00,3.42,6.212,7.518504,94.650561,0.999
248353,11.5,1530761820,           2018-07-05 03:37:00,           2018-07-04 21:37:00,3.42,6.221,7.614498,95.881132,1
248353,11.5,1530763620,           2018-07-05 04:07:00,           2018-07-04 22:07:00,3.42,6.153,7.511505,94.419534,0.999
248353,11.5,1530765420,           2018-07-05 04:37:00,           2018-07-04 22:37:00,3.42,6.221,7.542503,94.974573,1
248353,11.5,1530767220,           2018-07-05 05:07:00,           2018-07-04 23:07:00,3.42,6.299,7.618498,96.123243,1
248353,11.5,1530769020,           2018-07-05 05:37:00,           2018-07-04 23:37:00,3.42,6.241,7.568501,95.350773,0.999
248353,11.5,1530770820,           2018-07-05 06:07:00,           2018-07-05 00:07:00,3.42,6.182,7.512505,94.502347,1
248353,11.5,1530772620,           2018-07-05 06:37:00,           2018-07-05 00:37:00,3.42,6.182,7.510505,94.47719,1
248353,11.5,1530774420,           2018-07-05 07:07:00,           2018-07-05 01:07:00,3.42,6.25,7.568501,95.37275,1
248353,11.5,1530776220,           2018-07-05 07:37:00,           2018-07-05 01:37:00,3.42,6.221,7.500506,94.445748,0.999
248353,11.5,1530778020,           2018-07-05 08:07:00,           2018-07-05 02:07:00,3.42,6.163,7.473507,93.966,0.998
248353,11.5,1530779820,           2018-07-05 08:37:00,           2018-07-05 02:37:00,3.42,6.231,7.515505,94.658858,1
248353,11.5,1530781620,           2018-07-05 09:07:00,           2018-07-05 03:07:00,3.42,6.289,7.583501,95.657197,0.999
248353,11.5,1530783420,           2018-07-05 09:37:00,           2018-07-05 03:37:00,3.42,6.319,7.624498,96.248165,0.999
248353,11.5,1530785220,           2018-07-05 10:07:00,           2018-07-05 04:07:00,3.42,6.241,7.607499,95.842077,0.999
248353,11.5,1530787020,           2018-07-05 10:37:00,           2018-07-05 04:37:00,3.42,6.25,7.528504,94.868732,0.999
248353,11.5,1530788820,           2018-07-05 11:07:00,           2018-07-05 05:07:00,3.42,6.25,7.520504,94.767929,1
248353,11.5,1530790620,           2018-07-05 11:37:00,           2018-07-05 05:37:00,3.42,6.212,7.469508,94.03374,0.999
248353,11.5,1530792420,           2018-07-05 12:07:00,           2018-07-05 06:07:00,3.42,6.221,7.488506,94.294655,1
248353,11.5,1530794220,           2018-07-05 12:37:00,           2018-07-05 06:37:00,3.42,6.143,7.457508,93.716758,0.999
248353,11.5,1530796020,           2018-07-05 13:07:00,           2018-07-05 07:07:00,3.42,6.182,7.42851,93.445752,1
248353,11.5,1530797820,           2018-07-05 13:37:00,           2018-07-05 07:37:00,3.42,6.26,7.5925,95.699659,0.999
248353,11.5,1530799620,           2018-07-05 14:07:00,           2018-07-05 08:07:00,3.42,6.231,7.579501,95.464894,0.999
248353,11.5,1530801420,           2018-07-05 14:37:00,           2018-07-05 08:37:00,3.41,6.173,7.42651,93.399043,1
248353,11.5,1530803220,           2018-07-05 15:07:00,           2018-07-05 09:07:00,3.42,6.241,7.480507,94.24219,0.999
248353,11.5,1530805020,           2018-07-05 15:37:00,           2018-07-05 09:37:00,3.42,6.28,7.508505,94.689411,0.999
248353,11.5,1530806820,           2018-07-05 16:07:00,           2018-07-05 10:07:00,3.42,6.348,7.548503,95.359518,0.999
248353,11.5,1530808620,           2018-07-05 16:37:00,           2018-07-05 10:37:00,3.42,6.299,7.501506,94.647141,0.999
248353,11.5,1530810420,           2018-07-05 17:07:00,           2018-07-05 11:07:00,3.42,6.25,7.414511,93.432282,0.999
248353,11.5,1530812220,           2018-07-05 17:37:00,           2018-07-05 11:37:00,3.42,6.231,7.424511,93.512775,1
248353,11.5,1530814020,           2018-07-05 18:07:00,           2018-07-05 12:07:00,3.42,6.221,7.42751,93.526598,0.999
248353,11.5,1530815820,           2018-07-05 18:37:00,           2018-07-05 12:37:00,3.42,6.192,7.467508,93.960395,1
248353,11.5,1530817620,           2018-07-05 19:07:00,           2018-07-05 13:07:00,3.42,6.26,7.43951,93.771297,0.999
248353,11.5,1530819420,           2018-07-05 19:37:00,           2018-07-05 13:37:00,3.42,6.221,7.456509,93.89174,0.999
248353,11.5,1530821220,           2018-07-05 20:07:00,           2018-07-05 14:07:00,3.42,6.328,7.496506,94.65424,1
248353,11.5,1530823020,           2018-07-05 20:37:00,           2018-07-05 14:37:00,3.42,6.241,7.471508,94.128812,0.999
248353,11.5,1530824820,           2018-07-05 21:07:00,           2018-07-05 15:07:00,3.42,6.231,7.413511,93.374238,0.999
248353,11.5,1530826620,           2018-07-05 21:37:00,           2018-07-05 15:37:00,3.42,6.231,7.396513,93.160135,1
248353,11.5,1530828420,           2018-07-05 22:07:00,           2018-07-05 16:07:00,3.42,6.28,7.477507,94.298497,0.999
248353,11.5,1530830220,           2018-07-05 22:37:00,           2018-07-05 16:37:00,3.42,6.338,7.570502,95.612979,0.999
248353,11.5,1530832020,           2018-07-05 23:07:00,           2018-07-05 17:07:00,3.42,6.328,7.548503,95.310772,1
248353,11.5,1530833820,           2018-07-05 23:37:00,           2018-07-05 17:37:00,3.42,6.328,7.548503,95.310772,0.999
248353,11.5,1530835620,           2018-07-06 00:07:00,           2018-07-05 18:07:00,3.42,6.221,7.402512,93.211821,0.999
248353,11.5,1530837420,           2018-07-06 00:37:00,           2018-07-05 18:37:00,3.42,6.231,7.315518,92.139995,0.999
248353,11.5,1530839220,           2018-07-06 01:07:00,           2018-07-05 19:07:00,3.42,6.27,7.451509,93.946586,1
248353,11.5,1530841020,           2018-07-06 01:37:00,           2018-07-05 19:37:00,3.42,6.406,7.589501,96.01961,0.999
248353,11.5,1530842820,           2018-07-06 02:07:00,           2018-07-05 20:07:00,3.42,6.202,7.390513,93.015437,1
248353,11.5,1530844620,           2018-07-06 02:37:00,           2018-07-05 20:37:00,3.42,6.231,7.452509,93.865416,1
248353,11.5,1530846420,           2018-07-06 03:07:00,           2018-07-05 21:07:00,3.42,6.221,7.409512,93.299959,1
248353,11.5,1530848220,           2018-07-06 03:37:00,           2018-07-05 21:37:00,3.42,6.26,7.43851,93.758694,0.999
248353,11.5,1530850020,           2018-07-06 04:07:00,           2018-07-05 22:07:00,3.42,6.328,7.511505,94.843625,0.999
248353,11.5,1530851820,           2018-07-06 04:37:00,           2018-07-05 22:37:00,3.42,6.348,7.484507,94.551066,0.999
248353,11.5,1530853620,           2018-07-06 05:07:00,           2018-07-05 23:07:00,3.42,6.289,7.421511,93.613887,1
248353,11.5,1530855420,           2018-07-06 05:37:00,           2018-07-05 23:37:00,3.42,6.26,7.415511,93.468809,1
248353,11.5,1530857220,           2018-07-06 06:07:00,           2018-07-06 00:07:00,3.42,6.212,7.371514,92.800098,1
248353,11.5,1530859020,           2018-07-06 06:37:00,           2018-07-06 00:37:00,3.42,6.28,7.409512,93.441008,1
248353,11.5,1530860820,           2018-07-06 07:07:00,           2018-07-06 01:07:00,3.42,6.289,7.427511,93.689565,0.999
248353,11.5,1530862620,           2018-07-06 07:37:00,           2018-07-06 01:37:00,3.42,6.27,7.425511,93.618807,0.999
248353,11.5,1530864420,           2018-07-06 08:07:00,           2018-07-06 02:07:00,3.42,6.212,7.369514,92.774922,0.999
248353,11.5,1530866220,           2018-07-06 08:37:00,           2018-07-06 02:37:00,3.42,6.212,7.373514,92.825274,1
248353,11.5,1530868020,           2018-07-06 09:07:00,           2018-07-06 03:07:00,3.42,6.153,7.338516,92.245069,0.999
248353,11.5,1530869820,           2018-07-06 09:37:00,           2018-07-06 03:37:00,3.42,6.231,7.343516,92.492636,1
248353,11.5,1530871620,           2018-07-06 10:07:00,           2018-07-06 04:07:00,3.42,6.221,7.371514,92.821498,0.999
248353,11.5,1530873420,           2018-07-06 10:37:00,           2018-07-06 04:37:00,3.42,6.241,7.382514,93.007631,0.999
248353,11.5,1530875220,           2018-07-06 11:07:00,           2018-07-06 05:07:00,3.42,6.319,7.465508,94.241154,1
248353,11.5,1530877020,           2018-07-06 11:37:00,           2018-07-06 05:37:00,3.42,6.328,7.465508,94.262846,0.999
248353,11.5,1530878820,           2018-07-06 12:07:00,           2018-07-06 06:07:00,3.42,6.28,7.44551,93.894973,0.999
248353,11.5,1530880620,           2018-07-06 12:37:00,           2018-07-06 06:37:00,3.42,6.182,7.181527,90.33886,1
248353,11.5,1530882420,           2018-07-06 13:07:00,           2018-07-06 07:07:00,3.42,6.299,7.391513,93.259353,0.999
248353,11.5,1530884220,           2018-07-06 13:37:00,           2018-07-06 07:37:00,3.42,6.25,7.255522,91.428811,1
248353,11.5,1530886020,           2018-07-06 14:07:00,           2018-07-06 08:07:00,3.42,6.163,7.27952,91.526958,0.999
248353,11.5,1530887820,           2018-07-06 14:37:00,           2018-07-06 08:37:00,3.42,6.28,7.303519,92.104335,0.999
248353,11.5,1530889620,           2018-07-06 15:07:00,           2018-07-06 09:07:00,3.42,6.25,7.307519,92.084034,1
248353,11.5,1530891420,           2018-07-06 15:37:00,           2018-07-06 09:37:00,3.42,6.26,7.383514,93.065492,0.999
248353,11.5,1530893220,           2018-07-06 16:07:00,           2018-07-06 10:07:00,3.42,6.241,7.349516,92.591912,1
248353,11.5,1530895020,           2018-07-06 16:37:00,           2018-07-06 10:37:00,3.42,6.241,7.378514,92.957241,1
248353,11.5,1530896820,           2018-07-06 17:07:00,           2018-07-06 11:07:00,3.42,6.319,7.452509,94.077059,1
248353,11.5,1530898620,           2018-07-06 17:37:00,           2018-07-06 11:37:00,3.42,6.348,7.457509,94.21,1
248353,11.5,1530900420,           2018-07-06 18:07:00,           2018-07-06 12:07:00,3.42,6.348,7.466508,94.323688,1
248353,11.5,1530902220,           2018-07-06 18:37:00,           2018-07-06 12:37:00,3.42,6.26,7.356515,92.725193,1
248353,11.5,1530904020,           2018-07-06 19:07:00,           2018-07-06 13:07:00,3.42,6.28,7.368515,92.923993,1
248353,11.5,1530905820,           2018-07-06 19:37:00,           2018-07-06 13:37:00,3.42,6.212,7.296519,91.855984,0.999
248353,11.5,1530907620,           2018-07-06 20:07:00,           2018-07-06 14:07:00,3.42,6.212,7.259522,91.390221,1
248353,11.5,1530909420,           2018-07-06 20:37:00,           2018-07-06 14:37:00,3.42,6.387,7.427511,93.924591,1
248353,11.5,1530911220,           2018-07-06 21:07:00,           2018-07-06 15:07:00,3.42,6.416,7.473508,94.576262,1
248353,11.5,1530913020,           2018-07-06 21:37:00,           2018-07-06 15:37:00,3.42,6.377,7.474508,94.494748,1
248353,11.5,1530914820,           2018-07-06 22:07:00,           2018-07-06 16:07:00,3.42,6.367,7.433511,93.95244,0.999
248353,11.5,1530916620,           2018-07-06 22:37:00,           2018-07-06 16:37:00,3.42,6.338,7.482507,94.501641,0.999
248353,11.5,1530918420,           2018-07-06 23:07:00,           2018-07-06 17:07:00,3.42,6.357,7.423511,93.802084,1
248353,11.5,1530920220,           2018-07-06 23:37:00,           2018-07-06 17:37:00,3.41,6.299,7.401513,93.385516,1
248353,11.5,1530922020,           2018-07-07 00:07:00,           2018-07-06 18:07:00,3.42,6.348,7.44951,94.108943,1
248353,11.5,1530923820,           2018-07-07 00:37:00,           2018-07-06 18:37:00,3.42,6.396,7.473508,94.527973,0.999
248353,11.5,1530925620,           2018-07-07 01:07:00,           2018-07-06 19:07:00,3.42,6.416,7.488507,94.766072,0.999
248353,11.5,1530927420,           2018-07-07 01:37:00,           2018-07-06 19:37:00,3.42,6.396,7.434511,94.034718,1
248353,11.5,1530929220,           2018-07-07 02:07:00,           2018-07-06 20:07:00,3.42,6.309,7.367515,92.980345,1
248353,11.5,1530931020,           2018-07-07 02:37:00,           2018-07-06 20:37:00,3.42,6.338,7.379514,93.20087,1
248353,11.5,1530932820,           2018-07-07 03:07:00,           2018-07-06 21:07:00,3.42,6.299,7.372514,93.019645,1
248353,11.5,1530934620,           2018-07-07 03:37:00,           2018-07-06 21:37:00,3.42,6.328,7.340517,92.684644,1
248353,11.5,1530936420,           2018-07-07 04:07:00,           2018-07-06 22:07:00,3.42,6.348,7.424511,93.793141,0.999
248353,11.5,1530938220,           2018-07-07 04:37:00,           2018-07-06 22:37:00,3.42,6.406,7.457509,94.349704,0.999
248353,11.5,1530940020,           2018-07-07 05:07:00,           2018-07-06 23:07:00,3.42,6.309,7.335517,92.576522,1
248353,11.5,1530941820,           2018-07-07 05:37:00,           2018-07-06 23:37:00,3.42,6.309,7.337517,92.601761,1
248353,11.5,1530943620,           2018-07-07 06:07:00,           2018-07-07 00:07:00,3.42,6.289,7.343516,92.630071,0.999
248353,11.5,1530945420,           2018-07-07 06:37:00,           2018-07-07 00:37:00,3.42,6.27,7.326517,92.370725,1
248353,11.5,1530947220,           2018-07-07 07:07:00,           2018-07-07 01:07:00,3.42,6.26,7.326517,92.347083,1
248353,11.5,1530949020,           2018-07-07 07:37:00,           2018-07-07 01:37:00,3.42,6.27,7.311518,92.181621,1
248353,11.5,1530950820,           2018-07-07 08:07:00,           2018-07-07 02:07:00,3.42,6.309,7.359515,92.879389,1
248353,11.5,1530952620,           2018-07-07 08:37:00,           2018-07-07 02:37:00,3.42,6.309,7.351516,92.778433,1
248353,11.5,1530954420,           2018-07-07 09:07:00,           2018-07-07 03:07:00,3.42,6.289,7.341516,92.604845,1
248353,11.5,1530956220,           2018-07-07 09:37:00,           2018-07-07 03:37:00,3.42,6.319,7.324518,92.461352,0.998
248353,11.5,1530958020,           2018-07-07 10:07:00,           2018-07-07 04:07:00,3.42,6.28,7.29052,91.940404,0.999
248353,11.5,1530959820,           2018-07-07 10:37:00,           2018-07-07 04:37:00,3.42,6.28,7.274521,91.738642,1
248353,11.5,1530961620,           2018-07-07 11:07:00,           2018-07-07 05:07:00,3.42,6.26,7.243523,91.300978,1
248353,11.5,1530963420,           2018-07-07 11:37:00,           2018-07-07 05:37:00,3.42,6.26,7.244523,91.313582,1
248353,11.5,1530965220,           2018-07-07 12:07:00,           2018-07-07 06:07:00,3.42,6.27,7.260522,91.538669,1
248353,11.5,1530967020,           2018-07-07 12:37:00,           2018-07-07 06:37:00,3.42,6.26,7.242523,91.288375,0.999
248353,11.5,1530968820,           2018-07-07 13:07:00,           2018-07-07 07:07:00,3.42,6.26,7.269521,91.628674,1.001
248353,11.5,1530970620,           2018-07-07 13:37:00,           2018-07-07 07:37:00,3.42,6.28,7.261522,91.57471,1
248353,11.5,1530972420,           2018-07-07 14:07:00,           2018-07-07 08:07:00,3.42,6.289,7.265521,91.646255,1
248353,11.5,1530974220,           2018-07-07 14:37:00,           2018-07-07 08:37:00,3.42,6.289,7.314518,92.264293,1
248353,11.5,1530976020,           2018-07-07 15:07:00,           2018-07-07 09:07:00,3.42,6.299,7.330517,92.489762,1
248353,11.5,1530977820,           2018-07-07 15:37:00,           2018-07-07 09:37:00,3.42,6.357,7.380514,93.25878,1
248353,11.5,1530979620,           2018-07-07 16:07:00,           2018-07-07 10:07:00,3.42,6.221,7.108532,89.510041,0.999
248353,11.5,1530981420,           2018-07-07 16:37:00,           2018-07-07 10:37:00,3.42,6.241,7.188526,90.563708,1
248353,11.5,1530983220,           2018-07-07 17:07:00,           2018-07-07 11:07:00,3.42,6.25,7.170528,90.357774,1
248353,11.5,1530985020,           2018-07-07 17:37:00,           2018-07-07 11:37:00,3.42,6.299,7.179527,90.584707,1
248353,11.5,1530986820,           2018-07-07 18:07:00,           2018-07-07 12:07:00,3.42,6.26,7.151529,90.141441,1
248353,11.5,1530988620,           2018-07-07 18:37:00,           2018-07-07 12:37:00,3.42,6.26,7.233523,91.174942,1
248353,11.5,1530990420,           2018-07-07 19:07:00,           2018-07-07 13:07:00,3.42,6.319,7.268521,91.754481,0.999
248353,11.5,1530992220,           2018-07-07 19:37:00,           2018-07-07 13:37:00,3.42,6.309,7.352516,92.791053,1
248353,11.5,1530994020,           2018-07-07 20:07:00,           2018-07-07 14:07:00,3.42,6.328,7.312519,92.331127,1
248353,11.5,1530995820,           2018-07-07 20:37:00,           2018-07-07 14:37:00,3.42,6.357,7.340517,92.753381,1
248353,11.5,1530997620,           2018-07-07 21:07:00,           2018-07-07 15:07:00,3.42,6.338,7.364515,93.011437,1
248353,11.5,1530999420,           2018-07-07 21:37:00,           2018-07-07 15:37:00,3.42,6.309,7.244523,91.428149,1.001
248353,11.5,1531001220,           2018-07-07 22:07:00,           2018-07-07 16:07:00,3.42,6.377,7.372515,93.205321,1.001
248353,11.5,1531003020,           2018-07-07 22:37:00,           2018-07-07 16:37:00,3.42,6.319,7.281521,91.918576,1
248353,11.5,1531004820,           2018-07-07 23:07:00,           2018-07-07 17:07:00,3.42,6.319,7.304519,92.208898,1
248353,11.5,1531006620,           2018-07-07 23:37:00,           2018-07-07 17:37:00,3.42,6.289,7.208525,90.927312,0.999
248353,11.5,1531008420,           2018-07-08 00:07:00,           2018-07-07 18:07:00,3.42,6.319,7.29352,92.070048,1
248353,11.5,1531010220,           2018-07-08 00:37:00,           2018-07-07 18:37:00,3.42,6.455,7.437511,94.214449,1
248353,11.5,1531012020,           2018-07-08 01:07:00,           2018-07-07 19:07:00,3.42,6.309,7.345516,92.702716,0.999
248353,11.5,1531013820,           2018-07-08 01:37:00,           2018-07-07 19:37:00,3.42,6.289,7.217525,91.040829,1
248353,11.5,1531015620,           2018-07-08 02:07:00,           2018-07-07 20:07:00,3.42,6.289,7.214525,91.00299,1
248353,11.5,1531017420,           2018-07-08 02:37:00,           2018-07-07 20:37:00,3.42,6.299,7.226524,91.177671,1
248353,11.5,1531019220,           2018-07-08 03:07:00,           2018-07-07 21:07:00,3.42,6.348,7.190527,90.837236,0.999
248353,11.5,1531021020,           2018-07-08 03:37:00,           2018-07-07 21:37:00,3.42,6.328,7.274521,91.851354,1
248353,11.5,1531022820,           2018-07-08 04:07:00,           2018-07-07 22:07:00,3.42,6.328,7.278521,91.901856,1
248353,11.5,1531024620,           2018-07-08 04:37:00,           2018-07-07 22:37:00,3.42,6.338,7.280521,91.950614,1
248353,11.5,1531026420,           2018-07-08 05:07:00,           2018-07-07 23:07:00,3.42,6.289,7.270521,91.70932,0.999
248353,11.5,1531028220,           2018-07-08 05:37:00,           2018-07-07 23:37:00,3.42,6.328,7.260522,91.674595,1
248353,11.5,1531030020,           2018-07-08 06:07:00,           2018-07-08 00:07:00,3.42,6.348,7.277521,91.936226,1
248353,11.5,1531031820,           2018-07-08 06:37:00,           2018-07-08 00:37:00,3.42,6.348,7.275521,91.910962,1
248353,11.5,1531033620,           2018-07-08 07:07:00,           2018-07-08 01:07:00,3.42,6.319,7.254522,91.577763,1
248353,11.5,1531035420,           2018-07-08 07:37:00,           2018-07-08 01:37:00,3.42,6.328,7.234524,91.346329,1
248353,11.5,1531037220,           2018-07-08 08:07:00,           2018-07-08 02:07:00,3.42,6.357,7.261522,91.755217,1
248353,11.5,1531039020,           2018-07-08 08:37:00,           2018-07-08 02:37:00,3.42,6.338,7.265522,91.761181,1
248353,11.5,1531040820,           2018-07-08 09:07:00,           2018-07-08 03:07:00,3.42,6.406,7.304519,92.41413,0.999
248353,11.5,1531042620,           2018-07-08 09:37:00,           2018-07-08 03:37:00,3.42,6.387,7.320518,92.571612,0.999
