"","Sensor","deployment","year","timestamp","depth","Temperature","PAR","Acceleration.X","Acceleration.Y","Acceleration.Z","Battery"
"2170",695220,"Summer2018",2018,2018-08-17 18:07:00,9,10.837,5.71046,1.134,-0.074,0.192,3.47
"2171",695220,"Summer2018",2018,2018-08-17 18:37:00,9,10.63,3.83383,1.134,-0.077,0.196,3.47
"2172",695220,"Summer2018",2018,2018-08-17 19:07:00,9,10.747,3.33475,1.127,-0.073,0.192,3.47
"2173",695220,"Summer2018",2018,2018-08-17 19:37:00,9,10.819,0.03677,1.127,-0.072,0.184,3.47
"2174",695220,"Summer2018",2018,2018-08-17 20:07:00,9,10.882,0.00467,1.132,-0.072,0.19,3.47
"2175",695220,"Summer2018",2018,2018-08-17 20:37:00,9,10.729,1.30927,1.134,-0.08,0.179,3.47
"2179",695220,"Summer2018",2018,2018-08-17 22:37:00,9,10.954,0.12433,1.139,-0.076,0.195,3.47
"2182",695220,"Summer2018",2018,2018-08-18 00:07:00,9,10.783,1.032,1.136,-0.08,0.192,3.47
"2183",695220,"Summer2018",2018,2018-08-18 00:37:00,9,10.675,1.37056,1.136,-0.077,0.184,3.47
"2188",695220,"Summer2018",2018,2018-08-18 03:07:00,9,10.801,0.12141,1.134,-0.077,0.184,3.47
"2189",695220,"Summer2018",2018,2018-08-18 03:37:00,9,10.855,0.51542,1.132,-0.079,0.192,3.47
"2191",695220,"Summer2018",2018,2018-08-18 04:37:00,9,10.693,0.83646,1.127,-0.089,0.236,3.47
"2192",695220,"Summer2018",2018,2018-08-18 05:07:00,9,10.702,0.65551,1.139,-0.079,0.185,3.47
"2193",695220,"Summer2018",2018,2018-08-18 05:37:00,9,10.801,0.75474,1.136,-0.072,0.204,3.47
"2194",695220,"Summer2018",2018,2018-08-18 06:07:00,9,10.909,1.05827,1.144,-0.077,0.19,3.47
"2195",695220,"Summer2018",2018,2018-08-18 06:37:00,9,10.819,4.0819,1.135,-0.077,0.185,3.47
"2196",695220,"Summer2018",2018,2018-08-18 07:07:00,9,10.72,7.31275,1.131,-0.068,0.195,3.47
"2198",695220,"Summer2018",2018,2018-08-18 08:07:00,9,10.828,26.97804,1.136,-0.072,0.207,3.47
"2199",695220,"Summer2018",2018,2018-08-18 08:37:00,9,10.819,13.71025,1.132,-0.073,0.188,3.47
"2200",695220,"Summer2018",2018,2018-08-18 09:07:00,9,10.765,12.79965,1.144,-0.072,0.2,3.47
"2201",695220,"Summer2018",2018,2018-08-18 09:37:00,9,10.864,16.94985,1.128,-0.084,0.255,3.47
"2203",695220,"Summer2018",2018,2018-08-18 10:37:00,9,10.801,13.01855,1.134,-0.072,0.211,3.47
"2204",695220,"Summer2018",2018,2018-08-18 11:07:00,9,10.72,7.53165,1.132,-0.08,0.204,3.47
"2208",695220,"Summer2018",2018,2018-08-18 13:07:00,9,10.963,31.44928,1.143,-0.073,0.211,3.47
"2209",695220,"Summer2018",2018,2018-08-18 13:37:00,9,10.765,35.8067,1.137,-0.103,0.231,3.47
"2212",695220,"Summer2018",2018,2018-08-18 15:07:00,9,11.026,17.87212,1.135,-0.097,0.259,3.47
"2213",695220,"Summer2018",2018,2018-08-18 15:37:00,9,11.134,30.56495,1.136,-0.096,0.236,3.47
"2214",695220,"Summer2018",2018,2018-08-18 16:07:00,9,11.152,35.02452,1.136,-0.079,0.207,3.47
"2215",695220,"Summer2018",2018,2018-08-18 16:37:00,9,11.152,46.76007,1.137,-0.077,0.195,3.47
"2216",695220,"Summer2018",2018,2018-08-18 17:07:00,9,11.143,12.46402,1.136,-0.077,0.195,3.47
"2217",695220,"Summer2018",2018,2018-08-18 17:37:00,9,11.161,13.40963,1.134,-0.08,0.2,3.47
"2218",695220,"Summer2018",2018,2018-08-18 18:07:00,9,11.215,16.78349,1.132,-0.08,0.227,3.47
"2220",695220,"Summer2018",2018,2018-08-18 19:07:00,9,11.08,2.28407,1.136,-0.08,0.201,3.47
"2221",695220,"Summer2018",2018,2018-08-18 19:37:00,9,11.224,2.80357,1.139,-0.079,0.199,3.47
"2223",695220,"Summer2018",2018,2018-08-18 20:37:00,9,11.188,0.88608,1.12,-0.077,0.198,3.47
"2227",695220,"Summer2018",2018,2018-08-18 22:37:00,9,11.035,0.99406,1.137,-0.087,0.259,3.47
"2228",695220,"Summer2018",2018,2018-08-18 23:07:00,9,11.026,0.12725,1.134,-0.089,0.243,3.47
"2229",695220,"Summer2018",2018,2018-08-18 23:37:00,9,10.945,0.86856,1.136,-0.074,0.2,3.47
"2232",695220,"Summer2018",2018,2018-08-19 01:07:00,9,10.864,0.43662,1.121,-0.077,0.211,3.47
"2233",695220,"Summer2018",2018,2018-08-19 01:37:00,9,10.909,0.22064,1.132,-0.074,0.209,3.47
"2236",695220,"Summer2018",2018,2018-08-19 03:07:00,9,10.729,0.28193,1.145,-0.09,0.222,3.47
"2238",695220,"Summer2018",2018,2018-08-19 04:07:00,9,10.702,0.29653,1.134,-0.074,0.216,3.47
"2242",695220,"Summer2018",2018,2018-08-19 06:07:00,9,10.612,1.29176,1.144,-0.073,0.195,3.47
"2243",695220,"Summer2018",2018,2018-08-19 06:37:00,9,10.557,2.47961,1.139,-0.08,0.199,3.47
"2244",695220,"Summer2018",2018,2018-08-19 07:07:00,9,10.503,0.97655,1.144,-0.079,0.239,3.47
"2247",695220,"Summer2018",2018,2018-08-19 08:37:00,9,10.394,13.07984,1.139,-0.077,0.207,3.47
"2248",695220,"Summer2018",2018,2018-08-19 09:07:00,9,10.358,57.40699,1.143,-0.113,0.248,3.47
"2249",695220,"Summer2018",2018,2018-08-19 09:37:00,9,10.449,61.11065,1.136,-0.111,0.248,3.47
"2250",695220,"Summer2018",2018,2018-08-19 10:07:00,9,10.512,92.73621,1.134,-0.081,0.233,3.47
"2251",695220,"Summer2018",2018,2018-08-19 10:37:00,9,10.485,110.20673,1.136,-0.104,0.241,3.47
"2252",695220,"Summer2018",2018,2018-08-19 11:07:00,9,10.422,64.82306,1.148,-0.077,0.231,3.47
"2253",695220,"Summer2018",2018,2018-08-19 11:37:00,9,10.44,51.78,1.137,-0.079,0.215,3.47
"2254",695220,"Summer2018",2018,2018-08-19 12:07:00,9,10.467,61.58345,1.12,-0.08,0.206,3.47
"2255",695220,"Summer2018",2018,2018-08-19 12:37:00,9,10.449,143.4375,1.137,-0.084,0.243,3.47
"2256",695220,"Summer2018",2018,2018-08-19 13:07:00,9,10.512,78.57533,1.123,-0.09,0.209,3.47
"2257",695220,"Summer2018",2018,2018-08-19 13:37:00,9,10.485,62.70126,1.127,-0.074,0.207,3.47
"2258",695220,"Summer2018",2018,2018-08-19 14:07:00,9,10.485,110.14544,1.145,-0.092,0.215,3.47
"2259",695220,"Summer2018",2018,2018-08-19 14:37:00,9,10.566,97.38548,1.135,-0.097,0.236,3.47
"2260",695220,"Summer2018",2018,2018-08-19 15:07:00,9,10.612,72.19535,1.127,-0.089,0.201,3.47
"2262",695220,"Summer2018",2018,2018-08-19 16:07:00,9,10.585,55.21515,1.131,-0.089,0.255,3.47
"2263",695220,"Summer2018",2018,2018-08-19 16:37:00,9,10.621,18.99285,1.129,-0.087,0.2,3.47
"2264",695220,"Summer2018",2018,2018-08-19 17:07:00,9,10.612,19.49776,1.132,-0.081,0.207,3.47
"2265",695220,"Summer2018",2018,2018-08-19 17:37:00,9,10.612,23.84934,1.134,-0.077,0.199,3.47
"2266",695220,"Summer2018",2018,2018-08-19 18:07:00,9,10.603,8.13287,1.132,-0.074,0.207,3.47
"2267",695220,"Summer2018",2018,2018-08-19 18:37:00,9,10.603,6.54225,1.14,-0.087,0.246,3.47
"2268",695220,"Summer2018",2018,2018-08-19 19:07:00,9,10.594,3.44566,1.142,-0.079,0.192,3.47
"2272",695220,"Summer2018",2018,2018-08-19 21:07:00,9,10.548,0.65843,1.137,-0.093,0.248,3.47
"2278",695220,"Summer2018",2018,2018-08-20 00:07:00,9,10.467,1.32094,1.139,-0.084,0.248,3.47
"2279",695220,"Summer2018",2018,2018-08-20 00:37:00,9,10.385,0.43954,1.135,-0.073,0.193,3.47
"2280",695220,"Summer2018",2018,2018-08-20 01:07:00,9,10.394,0.1039,1.135,-0.073,0.188,3.47
"2282",695220,"Summer2018",2018,2018-08-20 02:07:00,9,10.385,1.06995,1.136,-0.072,0.19,3.47
"2283",695220,"Summer2018",2018,2018-08-20 02:37:00,9,10.276,1.51065,1.145,-0.09,0.248,3.47
"2289",695220,"Summer2018",2018,2018-08-20 05:37:00,9,10.185,0.05429,1.127,-0.081,0.199,3.47
"2291",695220,"Summer2018",2018,2018-08-20 06:37:00,9,10.058,3.43982,1.142,-0.088,0.24,3.47
"2292",695220,"Summer2018",2018,2018-08-20 07:07:00,9,10.03,4.74442,1.123,-0.074,0.198,3.47
"2294",695220,"Summer2018",2018,2018-08-20 08:07:00,9,10.003,19.73708,1.139,-0.079,0.176,3.47
"2295",695220,"Summer2018",2018,2018-08-20 08:37:00,9,9.957,22.26748,1.128,-0.076,0.204,3.47
"2296",695220,"Summer2018",2018,2018-08-20 09:07:00,9,9.921,39.44323,1.129,-0.077,0.207,3.47
"2297",695220,"Summer2018",2018,2018-08-20 09:37:00,9,9.948,54.12652,1.135,-0.077,0.195,3.47
"2298",695220,"Summer2018",2018,2018-08-20 10:07:00,9,9.994,62.96393,1.136,-0.077,0.195,3.47
"2299",695220,"Summer2018",2018,2018-08-20 10:37:00,9,9.966,82.05426,1.136,-0.079,0.192,3.47
"2300",695220,"Summer2018",2018,2018-08-20 11:07:00,9,9.966,93.8365,1.136,-0.076,0.195,3.47
"2301",695220,"Summer2018",2018,2018-08-20 11:37:00,9,9.985,100.46456,1.139,-0.082,0.199,3.47
"2302",695220,"Summer2018",2018,2018-08-20 12:07:00,9,10.003,108.25421,1.137,-0.088,0.176,3.47
"2303",695220,"Summer2018",2018,2018-08-20 12:37:00,9,10.021,112.63789,1.131,-0.077,0.184,3.47
"2304",695220,"Summer2018",2018,2018-08-20 13:07:00,9,9.994,112.97937,1.136,-0.079,0.184,3.47
"2305",695220,"Summer2018",2018,2018-08-20 13:37:00,9,9.976,110.37017,1.127,-0.089,0.222,3.47
"2306",695220,"Summer2018",2018,2018-08-20 14:07:00,9,10.012,102.41708,1.134,-0.08,0.209,3.47
"2307",695220,"Summer2018",2018,2018-08-20 14:37:00,9,9.957,89.6221,1.142,-0.08,0.206,3.47
"2308",695220,"Summer2018",2018,2018-08-20 15:07:00,9,9.966,75.62175,1.127,-0.08,0.195,3.47
"2309",695220,"Summer2018",2018,2018-08-20 15:37:00,9,9.966,51.82086,1.134,-0.08,0.184,3.47
"2310",695220,"Summer2018",2018,2018-08-20 16:07:00,9,9.976,44.72583,1.139,-0.073,0.176,3.47
"2311",695220,"Summer2018",2018,2018-08-20 16:37:00,9,9.957,37.83218,1.144,-0.096,0.24,3.47
"2312",695220,"Summer2018",2018,2018-08-20 17:07:00,9,9.985,30.74591,1.128,-0.084,0.184,3.47
"2313",695220,"Summer2018",2018,2018-08-20 17:37:00,9,9.966,8.11244,1.134,-0.089,0.249,3.47
"2314",695220,"Summer2018",2018,2018-08-20 18:07:00,9,9.921,5.9527,1.136,-0.09,0.188,3.47
"2315",695220,"Summer2018",2018,2018-08-20 18:37:00,9,10.003,6.52182,1.132,-0.09,0.24,3.47
"2316",695220,"Summer2018",2018,2018-08-20 19:07:00,9,9.985,3.09835,1.135,-0.072,0.192,3.47
"2317",695220,"Summer2018",2018,2018-08-20 19:37:00,9,9.994,0.40159,1.134,-0.077,0.193,3.47
"2318",695220,"Summer2018",2018,2018-08-20 20:07:00,9,10.003,0.20605,1.132,-0.073,0.199,3.47
"2319",695220,"Summer2018",2018,2018-08-20 20:37:00,9,9.994,1.3618,1.134,-0.089,0.188,3.47
