            Unix Timestamp,               UTC_Date_&_Time,        Mountain Standard Time,       Battery,   Temperature,  Dissolved Oxygen,  Dissolved Oxygen Saturation,             Q
                1530963420,           2018-07-07 11:37:00,           2018-07-07 05:37:00,      3.420000,      6.260000,          7.244523,                    91.313582,      1.000000
                1530965220,           2018-07-07 12:07:00,           2018-07-07 06:07:00,      3.420000,      6.270000,          7.260522,                    91.538669,      1.000000
                1530967020,           2018-07-07 12:37:00,           2018-07-07 06:37:00,      3.420000,      6.260000,          7.242523,                    91.288375,      0.999000
                1530968820,           2018-07-07 13:07:00,           2018-07-07 07:07:00,      3.420000,      6.260000,          7.269521,                    91.628674,      1.001000
                1530970620,           2018-07-07 13:37:00,           2018-07-07 07:37:00,      3.420000,      6.280000,          7.261522,                    91.574710,      1.000000
                1530972420,           2018-07-07 14:07:00,           2018-07-07 08:07:00,      3.420000,      6.289000,          7.265521,                    91.646255,      1.000000
                1530974220,           2018-07-07 14:37:00,           2018-07-07 08:37:00,      3.420000,      6.289000,          7.314518,                    92.264293,      1.000000
                1530976020,           2018-07-07 15:07:00,           2018-07-07 09:07:00,      3.420000,      6.299000,          7.330517,                    92.489762,      1.000000
                1530977820,           2018-07-07 15:37:00,           2018-07-07 09:37:00,      3.420000,      6.357000,          7.380514,                    93.258780,      1.000000
                1530979620,           2018-07-07 16:07:00,           2018-07-07 10:07:00,      3.420000,      6.221000,          7.108532,                    89.510041,      0.999000
                1530981420,           2018-07-07 16:37:00,           2018-07-07 10:37:00,      3.420000,      6.241000,          7.188526,                    90.563708,      1.000000
                1530983220,           2018-07-07 17:07:00,           2018-07-07 11:07:00,      3.420000,      6.250000,          7.170528,                    90.357774,      1.000000
                1530985020,           2018-07-07 17:37:00,           2018-07-07 11:37:00,      3.420000,      6.299000,          7.179527,                    90.584707,      1.000000
                1530986820,           2018-07-07 18:07:00,           2018-07-07 12:07:00,      3.420000,      6.260000,          7.151529,                    90.141441,      1.000000
                1530988620,           2018-07-07 18:37:00,           2018-07-07 12:37:00,      3.420000,      6.260000,          7.233523,                    91.174942,      1.000000
