Time,Temperature
2018-07-03 03:00:00,20.66579974
2018-07-03 03:30:00,21.03062085
2018-07-03 04:00:00,40.01841344
2018-07-03 04:30:00,19.87520362
2018-07-03 05:00:00,19.17933185
2018-07-03 05:30:00,17.58232333
2018-07-03 06:00:00,8.068291664
2018-07-03 06:30:00,7.570140088
2018-07-03 07:00:00,7.603587994
2018-07-03 07:30:00,7.578635544
2018-07-03 08:00:00,7.64750624
2018-07-03 08:30:00,7.456670925
2018-07-03 09:00:00,7.424317924
2018-07-03 09:30:00,7.519576555
2018-07-03 10:00:00,7.542901172
2018-07-03 10:30:00,7.510126118
2018-07-03 11:00:00,7.585148994
2018-07-03 11:30:00,7.602609289
2018-07-03 12:00:00,7.547829302
2018-07-03 12:30:00,7.459685897
2018-07-03 13:00:00,7.469978798
2018-07-03 13:30:00,7.519889773
2018-07-03 14:00:00,7.500425962
2018-07-03 14:30:00,7.424024244
2018-07-03 15:00:00,7.532584789
2018-07-03 15:30:00,7.672652419
2018-07-03 16:00:00,7.721572699
2018-07-03 16:30:00,7.510282729
2018-07-03 17:00:00,7.549845569
2018-07-03 17:30:00,7.602937156
2018-07-03 18:00:00,7.581165568
2018-07-03 18:30:00,7.604434574
2018-07-03 19:00:00,7.633741352
2018-07-03 19:30:00,7.646287814
2018-07-03 20:00:00,7.477653108
2018-07-03 20:30:00,7.432873746
2018-07-03 21:00:00,7.484333804
2018-07-03 21:30:00,7.566792775
2018-07-03 22:00:00,7.5949362
2018-07-03 22:30:00,7.570702865
2018-07-03 23:00:00,7.544339974
2018-07-03 23:30:00,7.525772377
2018-07-04 00:00:00,7.506367444
2018-07-04 00:30:00,7.498208905
2018-07-04 01:00:00,7.481230836
2018-07-04 01:30:00,7.483095555
2018-07-04 02:00:00,7.398209297
2018-07-04 02:30:00,7.389476834
2018-07-04 03:00:00,7.374434613
2018-07-04 03:30:00,7.54747205
2018-07-04 04:00:00,7.474887821
2018-07-04 04:30:00,7.603974583
2018-07-04 05:00:00,7.705015051
2018-07-04 05:30:00,7.755895641
2018-07-04 06:00:00,7.63832641
2018-07-04 06:30:00,7.57945768
2018-07-04 07:00:00,7.595293431
2018-07-04 07:30:00,7.645265117
2018-07-04 08:00:00,7.717991104
2018-07-04 08:30:00,7.668943414
2018-07-04 09:00:00,7.615807035
2018-07-04 09:30:00,7.75488285
2018-07-04 10:00:00,7.823970526
2018-07-04 10:30:00,7.806225686
2018-07-04 11:00:00,7.656084107
2018-07-04 11:30:00,7.724268671
2018-07-04 12:00:00,7.809586807
2018-07-04 12:30:00,7.703737986
2018-07-04 13:00:00,7.729303417
2018-07-04 13:30:00,7.743673582
2018-07-04 14:00:00,7.672021204
2018-07-04 14:30:00,7.67058262
2018-07-04 15:00:00,7.707016271
2018-07-04 15:30:00,7.714336103
2018-07-04 16:00:00,7.688657727
2018-07-04 16:30:00,7.779306977
2018-07-04 17:00:00,7.708166115
2018-07-04 17:30:00,7.696339784
2018-07-04 18:00:00,7.654263825
2018-07-04 18:30:00,7.570242856
2018-07-04 19:00:00,7.715559331
2018-07-04 19:30:00,7.748845225
2018-07-04 20:00:00,7.641815344
2018-07-04 20:30:00,7.647100098
2018-07-04 21:00:00,7.732483758
2018-07-04 21:30:00,7.723696206
2018-07-04 22:00:00,7.714443747
2018-07-04 22:30:00,7.74372251
2018-07-04 23:00:00,7.749427461
2018-07-04 23:30:00,7.669990549
2018-07-05 00:00:00,7.639481234
2018-07-05 00:30:00,7.714355674
2018-07-05 01:00:00,7.758870403
2018-07-05 01:30:00,7.611985239
2018-07-05 02:00:00,7.637357531
2018-07-05 02:30:00,7.699539808
2018-07-05 03:00:00,7.725917566
2018-07-05 03:30:00,7.740454136
2018-07-05 04:00:00,7.716307946
2018-07-05 04:30:00,7.752969798
2018-07-05 05:00:00,7.74654074
2018-07-05 05:30:00,7.722541488
2018-07-05 06:00:00,7.714340996
2018-07-05 06:30:00,7.692787452
2018-07-05 07:00:00,7.738756338
2018-07-05 07:30:00,7.722355559
2018-07-05 08:00:00,7.92652997
2018-07-05 08:30:00,7.817683788
2018-07-05 09:00:00,7.783925576
2018-07-05 09:30:00,7.728099778
2018-07-05 10:00:00,7.74326259
2018-07-05 10:30:00,7.745596438
2018-07-05 11:00:00,7.763728836
2018-07-05 11:30:00,7.771336909
2018-07-05 12:00:00,7.625608565
2018-07-05 12:30:00,7.727272886
2018-07-05 13:00:00,7.723975099
2018-07-05 13:30:00,7.677834235
2018-07-05 14:00:00,7.720789838
2018-07-05 14:30:00,7.671145332
2018-07-05 15:00:00,7.806416493
2018-07-05 15:30:00,7.79132312
2018-07-05 16:00:00,7.847121066
2018-07-05 16:30:00,7.828222003
2018-07-05 17:00:00,7.785227
2018-07-05 17:30:00,7.711385669
2018-07-05 18:00:00,7.697582608
2018-07-05 18:30:00,7.680148673
2018-07-05 19:00:00,7.689880989
2018-07-05 19:30:00,7.771067814
2018-07-05 20:00:00,7.764599731
2018-07-05 20:30:00,7.771478795
2018-07-05 21:00:00,7.73795392
2018-07-05 21:30:00,7.70521077
2018-07-05 22:00:00,7.686220985
2018-07-05 22:30:00,7.734954631
2018-07-05 23:00:00,7.691955637
2018-07-05 23:30:00,7.781356972
2018-07-06 00:00:00,7.805261869
2018-07-06 00:30:00,7.785481413
2018-07-06 01:00:00,7.836147614
2018-07-06 01:30:00,7.652032506
2018-07-06 02:00:00,7.769463029
2018-07-06 02:30:00,7.987086156
2018-07-06 03:00:00,7.934024432
2018-07-06 03:30:00,7.915131649
2018-07-06 04:00:00,8.018476097
2018-07-06 04:30:00,8.038790907
2018-07-06 05:00:00,7.916374218
2018-07-06 05:30:00,7.914177707
2018-07-06 06:00:00,7.914128787
2018-07-06 06:30:00,8.007513909
2018-07-06 07:00:00,7.958620835
2018-07-06 07:30:00,7.944219179
2018-07-06 08:00:00,7.976314506
2018-07-06 08:30:00,8.09942072
2018-07-06 09:00:00,7.97467576
2018-07-06 09:30:00,7.949888872
2018-07-06 10:00:00,8.034926565
2018-07-06 10:30:00,7.962186982
2018-07-06 11:00:00,8.113302414
2018-07-06 11:30:00,8.003219018
2018-07-06 12:00:00,8.043790079
2018-07-06 12:30:00,8.052638869
2018-07-06 13:00:00,8.016729783
2018-07-06 13:30:00,7.973438138
2018-07-06 14:00:00,7.996620122
2018-07-06 14:30:00,8.037626714
2018-07-06 15:00:00,8.12101605
2018-07-06 15:30:00,7.99833711
2018-07-06 16:00:00,7.958562133
2018-07-06 16:30:00,8.063630082
2018-07-06 17:00:00,8.047766904
2018-07-06 17:30:00,8.066408445
2018-07-06 18:00:00,8.07714521
2018-07-06 18:30:00,8.11096924
2018-07-06 19:00:00,8.065552436
2018-07-06 19:30:00,8.09942072
2018-07-06 20:00:00,8.029981171
2018-07-06 20:30:00,7.973286493
2018-07-06 21:00:00,7.945588908
2018-07-06 21:30:00,8.001174293
2018-07-06 22:00:00,8.099587027
2018-07-06 22:30:00,8.063938246
2018-07-06 23:00:00,8.097967978
2018-07-06 23:30:00,8.087206889
2018-07-07 00:00:00,8.052956817
2018-07-07 00:30:00,8.096260882
2018-07-07 01:00:00,8.128299218
2018-07-07 01:30:00,8.149414867
2018-07-07 02:00:00,8.119411694
2018-07-07 02:30:00,8.033591163
2018-07-07 03:00:00,8.063605624
2018-07-07 03:30:00,8.065405691
2018-07-07 04:00:00,8.19463398
2018-07-07 04:30:00,8.166431457
2018-07-07 05:00:00,8.267207648
2018-07-07 05:30:00,7.993714446
2018-07-07 06:00:00,8.069084083
2018-07-07 06:30:00,8.228094047
2018-07-07 07:00:00,8.315378678
2018-07-07 07:30:00,8.325845225
2018-07-07 08:00:00,8.44648732
2018-07-07 08:30:00,8.556930101
2018-07-07 09:00:00,8.605974339
2018-07-07 09:30:00,8.255165985
2018-07-07 10:00:00,8.30336167
2018-07-07 10:30:00,8.495957319
2018-07-07 11:00:00,8.285465681
2018-07-07 11:30:00,8.350553976
2018-07-07 12:00:00,8.437219301
2018-07-07 12:30:00,8.455139089
2018-07-07 13:00:00,8.47803762
2018-07-07 13:30:00,8.338375694
2018-07-07 14:00:00,8.353982474
2018-07-07 14:30:00,8.353146136
2018-07-07 15:00:00,8.369775042
2018-07-07 15:30:00,8.40225991
2018-07-07 16:00:00,8.381283183
2018-07-07 16:30:00,8.454713593
2018-07-07 17:00:00,8.564672124
2018-07-07 17:30:00,8.572599995
2018-07-07 18:00:00,8.25217757
2018-07-07 18:30:00,8.507230477
2018-07-07 19:00:00,8.365471096
2018-07-07 19:30:00,8.304745805
2018-07-07 20:00:00,8.214012608
2018-07-07 20:30:00,8.336120996
2018-07-07 21:00:00,8.314816222
2018-07-07 21:30:00,8.396586568
2018-07-07 22:00:00,8.434539154
2018-07-07 22:30:00,8.432612186
2018-07-07 23:00:00,8.384902397
2018-07-07 23:30:00,8.414076092
2018-07-08 00:00:00,8.441205284
2018-07-08 00:30:00,8.506134951
2018-07-08 01:00:00,8.495262833
2018-07-08 01:30:00,8.530989669
2018-07-08 02:00:00,8.456885092
2018-07-08 02:30:00,8.444354943
2018-07-08 03:00:00,8.541524304
2018-07-08 03:30:00,8.507812475
2018-07-08 04:00:00,8.571264826
2018-07-08 04:30:00,8.602384541
2018-07-08 05:00:00,8.694946893
2018-07-08 05:30:00,8.700013741
2018-07-08 06:00:00,8.695391953
2018-07-08 06:30:00,8.643999835
2018-07-08 07:00:00,8.629904713
2018-07-08 07:30:00,8.643906911
2018-07-08 08:00:00,8.606233547
2018-07-08 08:30:00,8.695866359
2018-07-08 09:00:00,8.843027375
2018-07-08 09:30:00,8.696340765
2018-07-08 10:00:00,8.741595327
2018-07-08 10:30:00,8.573181992
2018-07-08 11:00:00,8.651776125
2018-07-08 11:30:00,8.613129482
2018-07-08 12:00:00,8.737169136
2018-07-08 12:30:00,8.614401074
2018-07-08 13:00:00,8.666306556
2018-07-08 13:30:00,8.647971122
2018-07-08 14:00:00,8.665793027
2018-07-08 14:30:00,8.690241966
2018-07-08 15:00:00,8.618792955
2018-07-08 15:30:00,8.673843218
2018-07-08 16:00:00,8.623693474
2018-07-08 16:30:00,8.661244623
2018-07-08 17:00:00,8.638140722
2018-07-08 17:30:00,8.648039593
2018-07-08 18:00:00,8.698678557
2018-07-08 18:30:00,8.679790389
2018-07-08 19:00:00,8.579535048
2018-07-08 19:30:00,8.605944994
2018-07-08 20:00:00,8.668570978
2018-07-08 20:30:00,8.758517598
2018-07-08 21:00:00,8.650974042
2018-07-08 21:30:00,8.663680219
2018-07-08 22:00:00,8.6596698
2018-07-08 22:30:00,8.675623456
2018-07-08 23:00:00,8.710308846
2018-07-08 23:30:00,8.527248258
2018-07-09 00:00:00,8.66097074
2018-07-09 00:30:00,8.669627382
2018-07-09 01:00:00,8.702909084
2018-07-09 01:30:00,8.740137862
2018-07-09 02:00:00,8.704826272
2018-07-09 02:30:00,8.674048631
2018-07-09 03:00:00,8.678694857
2018-07-09 03:30:00,8.70667499
2018-07-09 04:00:00,8.689836032
2018-07-09 04:30:00,8.714695887
2018-07-09 05:00:00,8.651125655
2018-07-09 05:30:00,8.747532787
2018-07-09 06:00:00,8.796147893
2018-07-09 06:30:00,8.725626824
2018-07-09 07:00:00,8.7126173
2018-07-09 07:30:00,8.779831931
2018-07-09 08:00:00,8.651453336
2018-07-09 08:30:00,8.754873924
2018-07-09 09:00:00,8.807343151
2018-07-09 09:30:00,8.831621682
2018-07-09 10:00:00,8.932195926
2018-07-09 10:30:00,8.823786407
2018-07-09 11:00:00,8.737746252
2018-07-09 11:30:00,8.78786274
2018-07-09 12:00:00,8.808277313
2018-07-09 12:30:00,8.805186264
2018-07-09 13:00:00,8.89693604
2018-07-09 13:30:00,8.810351057
2018-07-09 14:00:00,8.857010658
2018-07-09 14:30:00,8.787251381
2018-07-09 15:00:00,8.803014705
2018-07-09 15:30:00,8.802153907
2018-07-09 16:00:00,8.820396996
2018-07-09 16:30:00,8.75742205
2018-07-09 17:00:00,8.849214443
2018-07-09 17:30:00,8.862043483
2018-07-09 18:00:00,8.85262345
2018-07-09 18:30:00,8.739653671
2018-07-09 19:00:00,8.794886044
2018-07-09 19:30:00,8.834614939
2018-07-09 20:00:00,8.853401115
2018-07-09 20:30:00,8.733999888
2018-07-09 21:00:00,8.77186961
2018-07-09 21:30:00,8.808629459
2018-07-09 22:00:00,8.763550274
2018-07-09 22:30:00,8.805147136
2018-07-09 23:00:00,8.822754421
2018-07-09 23:30:00,8.925475523
2018-07-10 00:00:00,8.779064065
2018-07-10 00:30:00,8.664340471
2018-07-10 01:00:00,8.705863119
2018-07-10 01:30:00,8.626202422
2018-07-10 02:00:00,8.797923285
2018-07-10 02:30:00,8.774520455
2018-07-10 03:00:00,8.861901644
2018-07-10 03:30:00,8.887334915
2018-07-10 04:00:00,14.68004586
2018-07-10 04:30:00,9.808966253
2018-07-10 05:00:00,8.451681317
2018-07-10 05:30:00,9.54397684
2018-07-10 06:00:00,9.482975543
2018-07-10 06:30:00,9.690186175
2018-07-10 07:00:00,9.74043982
2018-07-10 07:30:00,9.855478577
2018-07-10 08:00:00,9.682712303
2018-07-10 08:30:00,9.87023927
2018-07-10 09:00:00,10.02475603
