sensor,deployment,year,timestamp,depth,temperature,PAR,acceleration.X,acceleration.Y,acceleration.Z,battery
695220,Summer2018,2018,2018-08-06 14:37,9,9.701,81.730,1.139,-0.072,0.207,3.47
695220,Summer2018,2018,2018-08-06 15:07,9,9.747,28.481,1.129,-0.064,0.201,3.47
695220,Summer2018,2018,2018-08-06 15:37,9,9.756,59.050,1.136,-0.074,0.204,3.47
695220,Summer2018,2018,2018-08-06 16:07,9,9.683,22.959,1.139,-0.079,0.191,3.47
695220,Summer2018,2018,2018-08-06 16:37,9,9.683,13.734,1.136,-0.08,0.191,3.47
695220,Summer2018,2018,2018-08-06 17:07,9,9.71,16.827,1.132,-0.093,0.238,3.47
695220,Summer2018,2018,2018-08-06 17:37,9,9.71,9.239,1.135,-0.089,0.227,3.47
695220,Summer2018,2018,2018-08-06 18:07,9,9.646,20.686,1.134,-0.092,0.227,3.47
695220,Summer2018,2018,2018-08-06 18:37,9,9.655,7.406,1.12,-0.084,0.199,3.47
695220,Summer2018,2018,2018-08-06 19:07,9,9.71,3.991,1.121,-0.072,0.192,3.47
695220,Summer2018,2018,2018-08-06 19:37,9,9.719,0.921,1.139,-0.097,0.24,3.47
695220,Summer2018,2018,2018-08-06 20:07,9,9.747,1.265,1.142,-0.074,0.193,3.47
695220,Summer2018,2018,2018-08-06 21:37,9,9.683,0.419,1.136,-0.077,0.188,3.47
695220,Summer2018,2018,2018-08-06 22:37,9,9.71,0.104,1.142,-0.08,0.193,3.47
695220,Summer2018,2018,2018-08-06 23:07,9,9.637,0.323,1.136,-0.09,0.24,3.47
695220,Summer2018,2018,2018-08-07 1:37,9,9.71,0.051,1.134,-0.08,0.199,3.47
695220,Summer2018,2018,2018-08-07 2:37,9,9.683,0.839,1.134,-0.072,0.183,3.47
695220,Summer2018,2018,2018-08-07 3:07,9,9.655,0.171,1.132,-0.074,0.183,3.47
695220,Summer2018,2018,2018-08-07 3:37,9,9.692,0.440,1.134,-0.081,0.207,3.47
695220,Summer2018,2018,2018-08-07 4:37,9,9.683,0.212,1.139,-0.088,0.192,3.47
695220,Summer2018,2018,2018-08-07 6:07,9,9.673,0.620,1.135,-0.084,0.199,3.47
695220,Summer2018,2018,2018-08-07 6:37,9,9.664,3.746,1.134,-0.08,0.188,3.47
695220,Summer2018,2018,2018-08-07 7:07,9,9.683,6.598,1.137,-0.089,0.233,3.47
695220,Summer2018,2018,2018-08-07 7:37,9,9.701,13.080,1.136,-0.073,0.192,3.47
695220,Summer2018,2018,2018-08-07 8:07,9,9.683,19.148,1.137,-0.081,0.192,3.47
695220,Summer2018,2018,2018-08-07 8:37,9,9.701,27.751,1.132,-0.082,0.184,3.47
695220,Summer2018,2018,2018-08-07 9:07,9,9.683,36.113,1.134,-0.08,0.18,3.47
695220,Summer2018,2018,2018-08-07 9:37,9,9.719,48.529,1.135,-0.08,0.183,3.47
695220,Summer2018,2018,2018-08-07 10:07,9,9.71,56.529,1.136,-0.077,0.174,3.47
695220,Summer2018,2018,2018-08-07 10:37,9,9.738,71.028,1.14,-0.093,0.246,3.47
695220,Summer2018,2018,2018-08-07 11:07,9,9.719,85.793,1.136,-0.08,0.188,3.47
695220,Summer2018,2018,2018-08-07 11:37,9,9.738,94.992,1.135,-0.077,0.211,3.47
695220,Summer2018,2018,2018-08-07 12:07,9,9.729,102.362,1.135,-0.082,0.259,3.47
695220,Summer2018,2018,2018-08-07 12:37,9,9.71,105.228,1.121,-0.072,0.207,3.47
695220,Summer2018,2018,2018-08-07 13:07,9,9.738,100.374,1.139,-0.073,0.192,3.47
695220,Summer2018,2018,2018-08-07 13:37,9,9.747,97.479,1.139,-0.077,0.195,3.47
695220,Summer2018,2018,2018-08-07 14:07,9,9.683,95.506,1.123,-0.065,0.207,3.47
695220,Summer2018,2018,2018-08-07 14:37,9,9.701,21.987,1.132,-0.077,0.19,3.47
695220,Summer2018,2018,2018-08-07 15:07,9,9.692,79.188,1.136,-0.084,0.192,3.47
695220,Summer2018,2018,2018-08-07 15:37,9,9.71,62.993,1.136,-0.08,0.192,3.47
695220,Summer2018,2018,2018-08-07 16:07,9,9.701,45.435,1.126,-0.08,0.192,3.47
695220,Summer2018,2018,2018-08-07 16:37,9,9.756,18.873,1.132,-0.08,0.204,3.47
695220,Summer2018,2018,2018-08-07 17:07,9,9.784,15.242,1.128,-0.077,0.191,3.47
695220,Summer2018,2018,2018-08-07 17:37,9,9.774,14.206,1.142,-0.077,0.177,3.47
695220,Summer2018,2018,2018-08-07 18:07,9,9.6,19.092,1.136,-0.077,0.179,3.47
695220,Summer2018,2018,2018-08-07 18:37,9,9.692,5.331,1.139,-0.089,0.249,3.47
695220,Summer2018,2018,2018-08-07 19:07,9,9.756,5.095,1.136,-0.088,0.204,3.47
695220,Summer2018,2018,2018-08-07 19:37,9,9.784,2.628,1.135,-0.089,0.239,3.47
695220,Summer2018,2018,2018-08-07 20:37,9,9.664,0.282,1.134,-0.082,0.188,3.47
695220,Summer2018,2018,2018-08-07 23:07,9,9.838,1.158,1.134,-0.074,0.185,3.47
695220,Summer2018,2018,2018-08-08 0:07,9,9.628,0.118,1.135,-0.084,0.195,3.47
695220,Summer2018,2018,2018-08-08 1:07,9,9.701,0.469,1.144,-0.08,0.182,3.47
695220,Summer2018,2018,2018-08-08 2:07,9,9.729,0.291,1.136,-0.08,0.182,3.47
695220,Summer2018,2018,2018-08-08 2:37,9,9.738,0.043,1.132,-0.08,0.191,3.47
695220,Summer2018,2018,2018-08-08 3:07,9,9.747,0.731,1.123,-0.072,0.192,3.47
695220,Summer2018,2018,2018-08-08 4:07,9,9.701,1.128,1.137,-0.077,0.188,3.47
695220,Summer2018,2018,2018-08-08 5:37,9,9.655,0.334,1.128,-0.065,0.179,3.47
695220,Summer2018,2018,2018-08-08 6:37,9,9.747,1.662,1.137,-0.08,0.195,3.47
695220,Summer2018,2018,2018-08-08 7:07,9,9.719,5.532,1.136,-0.084,0.216,3.47
695220,Summer2018,2018,2018-08-08 7:37,9,9.71,12.534,1.142,-0.08,0.195,3.47
695220,Summer2018,2018,2018-08-08 8:07,9,9.701,19.655,1.134,-0.089,0.243,3.47
695220,Summer2018,2018,2018-08-08 8:37,9,9.683,28.096,1.134,-0.077,0.19,3.47
695220,Summer2018,2018,2018-08-08 9:07,9,9.692,38.553,1.139,-0.093,0.184,3.47
695220,Summer2018,2018,2018-08-08 9:37,9,9.71,48.937,1.132,-0.074,0.179,3.47
695220,Summer2018,2018,2018-08-08 10:07,9,9.701,12.175,1.139,-0.093,0.22,3.47
695220,Summer2018,2018,2018-08-08 10:37,9,9.719,18.336,1.135,-0.093,0.243,3.47
695220,Summer2018,2018,2018-08-08 11:07,9,9.692,25.396,1.136,-0.084,0.244,3.47
695220,Summer2018,2018,2018-08-08 11:37,9,9.756,18.065,1.127,-0.08,0.192,3.47
695220,Summer2018,2018,2018-08-08 12:07,9,9.774,77.279,1.127,-0.073,0.192,3.47
695220,Summer2018,2018,2018-08-08 12:37,9,9.756,20.922,1.135,-0.08,0.188,3.47
695220,Summer2018,2018,2018-08-08 13:07,9,9.729,114.045,1.135,-0.079,0.185,3.47
695220,Summer2018,2018,2018-08-08 13:37,9,9.774,13.281,1.132,-0.084,0.192,3.47
695220,Summer2018,2018,2018-08-08 14:07,9,9.664,23.768,1.144,-0.093,0.238,3.47
695220,Summer2018,2018,2018-08-08 14:37,9,9.692,36.834,1.144,-0.08,0.191,3.47
695220,Summer2018,2018,2018-08-08 15:07,9,9.738,60.107,1.129,-0.074,0.193,3.47
695220,Summer2018,2018,2018-08-08 15:37,9,9.738,64.782,1.126,-0.077,0.204,3.47
695220,Summer2018,2018,2018-08-08 16:07,9,9.756,65.503,1.136,-0.08,0.196,3.47
695220,Summer2018,2018,2018-08-08 16:37,9,9.738,31.397,1.127,-0.076,0.222,3.47
695220,Summer2018,2018,2018-08-08 17:07,9,9.765,17.592,1.127,-0.08,0.195,3.47
695220,Summer2018,2018,2018-08-08 17:37,9,9.756,12.073,1.132,-0.077,0.201,3.47
695220,Summer2018,2018,2018-08-08 18:07,9,9.774,8.909,1.127,-0.08,0.199,3.47
695220,Summer2018,2018,2018-08-08 18:37,9,9.784,5.033,1.129,-0.093,0.243,3.47
695220,Summer2018,2018,2018-08-08 19:07,9,9.701,3.627,1.136,-0.081,0.231,3.47
695220,Summer2018,2018,2018-08-08 19:37,9,9.673,2.544,1.132,-0.093,0.243,3.47
695220,Summer2018,2018,2018-08-08 20:07,9,9.692,0.428,1.127,-0.077,0.195,3.47
695220,Summer2018,2018,2018-08-08 20:37,9,9.692,1.067,1.135,-0.077,0.192,3.47
695220,Summer2018,2018,2018-08-08 21:37,9,9.774,1.371,1.136,-0.077,0.183,3.47
695220,Summer2018,2018,2018-08-08 22:07,9,9.747,0.256,1.139,-0.084,0.184,3.47
695220,Summer2018,2018,2018-08-08 22:37,9,9.646,0.308,1.136,-0.082,0.195,3.47
695220,Summer2018,2018,2018-08-08 23:07,9,9.664,0.463,1.134,-0.089,0.2,3.47
695220,Summer2018,2018,2018-08-08 23:37,9,9.701,1.047,1.135,-0.08,0.188,3.47
695220,Summer2018,2018,2018-08-09 0:37,9,9.729,0.939,1.127,-0.073,0.192,3.47
695220,Summer2018,2018,2018-08-09 3:37,9,9.701,1.201,1.136,-0.074,0.184,3.47
695220,Summer2018,2018,2018-08-09 4:07,9,9.673,0.454,1.144,-0.08,0.185,3.47
695220,Summer2018,2018,2018-08-09 4:37,9,9.729,1.090,1.134,-0.08,0.185,3.47
695220,Summer2018,2018,2018-08-09 5:37,9,9.738,1.969,1.135,-0.087,0.22,3.47
695220,Summer2018,2018,2018-08-09 6:37,9,9.729,1.009,1.139,-0.079,0.184,3.47
695220,Summer2018,2018,2018-08-09 7:07,9,9.655,7.882,1.139,-0.079,0.199,3.47
695220,Summer2018,2018,2018-08-09 7:37,9,9.664,12.394,1.136,-0.081,0.184,3.47
695220,Summer2018,2018,2018-08-09 8:07,9,9.692,20.797,1.132,-0.08,0.191,3.47
695220,Summer2018,2018,2018-08-09 8:37,9,9.692,29.167,1.134,-0.08,0.199,3.47
695220,Summer2018,2018,2018-08-09 9:07,9,9.701,37.733,1.12,-0.076,0.19,3.47
695220,Summer2018,2018,2018-08-09 9:37,9,9.719,53.134,1.132,-0.077,0.185,3.47
695220,Summer2018,2018,2018-08-09 10:07,9,9.719,67.380,1.136,-0.073,0.184,3.47
695220,Summer2018,2018,2018-08-09 10:37,9,9.738,23.981,1.127,-0.077,0.192,3.47
695220,Summer2018,2018,2018-08-09 11:07,9,9.738,26.692,1.137,-0.079,0.19,3.47
695220,Summer2018,2018,2018-08-09 11:37,9,9.756,42.023,1.139,-0.095,0.24,3.47
695220,Summer2018,2018,2018-08-09 12:07,9,9.765,108.126,1.143,-0.087,0.201,3.47
695220,Summer2018,2018,2018-08-09 12:37,9,9.765,112.130,1.136,-0.081,0.188,3.47
695220,Summer2018,2018,2018-08-09 13:07,9,9.747,30.390,1.132,-0.08,0.195,3.47
695220,Summer2018,2018,2018-08-09 13:37,9,9.719,111.721,1.136,-0.08,0.188,3.47
695220,Summer2018,2018,2018-08-09 14:07,9,9.719,34.225,1.137,-0.084,0.179,3.47
695220,Summer2018,2018,2018-08-09 14:37,9,9.729,46.886,1.132,-0.074,0.191,3.47
695220,Summer2018,2018,2018-08-09 15:07,9,9.793,17.478,1.137,-0.09,0.241,3.47
695220,Summer2018,2018,2018-08-09 15:37,9,9.793,18.360,1.127,-0.08,0.187,3.47
695220,Summer2018,2018,2018-08-09 16:07,9,9.729,29.643,1.136,-0.084,0.236,3.47
695220,Summer2018,2018,2018-08-09 16:37,9,9.71,58.525,1.139,-0.08,0.192,3.47
695220,Summer2018,2018,2018-08-09 17:07,9,9.765,32.141,1.143,-0.09,0.233,3.47
695220,Summer2018,2018,2018-08-09 17:37,9,9.729,20.671,1.142,-0.088,0.185,3.47
695220,Summer2018,2018,2018-08-09 18:07,9,9.756,20.102,1.136,-0.08,0.184,3.47
695220,Summer2018,2018,2018-08-09 18:37,9,9.756,6.504,1.127,-0.073,0.193,3.47
695220,Summer2018,2018,2018-08-09 19:07,9,9.756,4.088,1.131,-0.08,0.188,3.47
695220,Summer2018,2018,2018-08-09 19:37,9,9.738,0.658,1.136,-0.092,0.248,3.47
695220,Summer2018,2018,2018-08-09 20:37,9,9.692,1.406,1.136,-0.08,0.19,3.47
695220,Summer2018,2018,2018-08-10 0:07,9,9.738,0.142,1.127,-0.084,0.195,3.47
695220,Summer2018,2018,2018-08-10 1:07,9,9.719,0.848,1.129,-0.076,0.199,3.47
695220,Summer2018,2018,2018-08-10 1:37,9,9.756,0.349,1.136,-0.08,0.176,3.47
695220,Summer2018,2018,2018-08-10 2:07,9,9.765,0.089,1.136,-0.077,0.184,3.47
695220,Summer2018,2018,2018-08-10 2:37,9,9.765,0.606,1.136,-0.081,0.188,3.47
695220,Summer2018,2018,2018-08-10 4:07,9,9.719,0.183,1.136,-0.093,0.24,3.47
695220,Summer2018,2018,2018-08-10 4:37,9,9.71,0.118,1.132,-0.076,0.198,3.47
695220,Summer2018,2018,2018-08-10 6:07,9,9.71,0.273,1.136,-0.08,0.199,3.47
695220,Summer2018,2018,2018-08-10 6:37,9,9.719,1.105,1.143,-0.084,0.192,3.47
695220,Summer2018,2018,2018-08-10 7:07,9,9.729,5.956,1.137,-0.084,0.195,3.47
695220,Summer2018,2018,2018-08-10 7:37,9,9.747,13.132,1.135,-0.08,0.174,3.47
695220,Summer2018,2018,2018-08-10 8:07,9,9.701,20.905,1.135,-0.089,0.241,3.47
695220,Summer2018,2018,2018-08-10 8:37,9,9.71,32.068,1.142,-0.084,0.184,3.47
695220,Summer2018,2018,2018-08-10 9:07,9,9.71,41.486,1.136,-0.08,0.19,3.47
695220,Summer2018,2018,2018-08-10 9:37,9,9.719,53.595,1.128,-0.077,0.2,3.47
695220,Summer2018,2018,2018-08-10 10:07,9,9.729,67.196,1.132,-0.08,0.179,3.47
695220,Summer2018,2018,2018-08-10 10:37,9,9.793,24.013,1.132,-0.077,0.188,3.47
695220,Summer2018,2018,2018-08-10 11:07,9,9.765,63.702,1.136,-0.077,0.192,3.47
695220,Summer2018,2018,2018-08-10 11:37,9,9.774,107.125,1.136,-0.082,0.199,3.47
695220,Summer2018,2018,2018-08-10 12:07,9,9.729,43.205,1.137,-0.08,0.175,3.47
695220,Summer2018,2018,2018-08-10 12:37,9,9.729,30.299,1.139,-0.088,0.182,3.47
695220,Summer2018,2018,2018-08-10 13:07,9,9.729,122.360,1.139,-0.089,0.187,3.47
695220,Summer2018,2018,2018-08-10 13:37,9,9.701,23.569,1.135,-0.074,0.184,3.47
695220,Summer2018,2018,2018-08-10 14:07,9,9.765,23.006,1.134,-0.073,0.191,3.47
695220,Summer2018,2018,2018-08-10 14:37,9,9.765,35.468,1.127,-0.072,0.184,3.47
695220,Summer2018,2018,2018-08-10 15:37,9,9.756,72.035,1.134,-0.08,0.191,3.47
695220,Summer2018,2018,2018-08-10 16:07,9,9.738,68.603,1.143,-0.097,0.211,3.47
695220,Summer2018,2018,2018-08-10 16:37,9,9.756,48.164,1.135,-0.08,0.184,3.47
695220,Summer2018,2018,2018-08-10 17:07,9,9.774,16.290,1.134,-0.081,0.204,3.47
695220,Summer2018,2018,2018-08-10 18:07,9,9.802,20.802,1.144,-0.092,0.192,3.47
695220,Summer2018,2018,2018-08-10 18:37,9,9.756,3.381,1.127,-0.087,0.227,3.47
695220,Summer2018,2018,2018-08-10 19:07,9,9.793,2.054,1.128,-0.085,0.192,3.47
695220,Summer2018,2018,2018-08-10 19:37,9,9.701,1.099,1.127,-0.082,0.199,3.47
695220,Summer2018,2018,2018-08-10 20:37,9,9.756,0.524,1.142,-0.08,0.183,3.47
695220,Summer2018,2018,2018-08-10 21:07,9,9.774,1.350,1.135,-0.08,0.192,3.47
695220,Summer2018,2018,2018-08-10 21:37,9,9.784,0.974,1.135,-0.073,0.192,3.47
695220,Summer2018,2018,2018-08-10 22:07,9,9.738,0.863,1.136,-0.077,0.192,3.47
695220,Summer2018,2018,2018-08-10 23:37,9,9.738,0.559,1.137,-0.077,0.195,3.47
695220,Summer2018,2018,2018-08-11 0:07,9,9.765,0.390,1.136,-0.08,0.192,3.47
695220,Summer2018,2018,2018-08-11 2:37,9,9.738,0.224,1.139,-0.093,0.232,3.47
695220,Summer2018,2018,2018-08-11 4:37,9,9.774,0.626,1.139,-0.074,0.192,3.47
695220,Summer2018,2018,2018-08-11 5:07,9,9.784,0.002,1.139,-0.081,0.184,3.47
695220,Summer2018,2018,2018-08-11 6:07,9,9.756,0.016,1.132,-0.077,0.19,3.47
695220,Summer2018,2018,2018-08-11 6:37,9,9.747,0.402,1.127,-0.072,0.195,3.47
695220,Summer2018,2018,2018-08-11 7:07,9,9.738,6.458,1.123,-0.08,0.204,3.47
695220,Summer2018,2018,2018-08-11 7:37,9,9.747,13.071,1.136,-0.077,0.179,3.47
695220,Summer2018,2018,2018-08-11 8:07,9,9.747,22.419,1.135,-0.082,0.198,3.47
695220,Summer2018,2018,2018-08-11 8:37,9,9.747,32.649,1.136,-0.08,0.199,3.47
695220,Summer2018,2018,2018-08-11 9:07,9,9.756,41.565,1.137,-0.08,0.192,3.47
695220,Summer2018,2018,2018-08-11 9:37,9,9.82,56.327,1.139,-0.08,0.206,3.47
695220,Summer2018,2018,2018-08-11 10:07,9,9.802,68.282,1.134,-0.08,0.185,3.47
695220,Summer2018,2018,2018-08-11 10:37,9,9.793,81.036,1.132,-0.072,0.192,3.47
695220,Summer2018,2018,2018-08-11 11:07,9,9.756,94.887,1.136,-0.072,0.19,3.47
695220,Summer2018,2018,2018-08-11 11:37,9,9.793,103.821,1.128,-0.08,0.188,3.47
695220,Summer2018,2018,2018-08-11 12:07,9,9.756,111.138,1.139,-0.082,0.204,3.47
695220,Summer2018,2018,2018-08-11 12:37,9,9.765,127.902,1.132,-0.08,0.191,3.47
695220,Summer2018,2018,2018-08-11 13:07,9,9.793,117.909,1.136,-0.074,0.184,3.47
695220,Summer2018,2018,2018-08-11 13:37,9,9.784,108.817,1.129,-0.079,0.184,3.47
695220,Summer2018,2018,2018-08-11 14:07,9,9.811,98.959,1.143,-0.089,0.231,3.47
695220,Summer2018,2018,2018-08-11 14:37,9,9.848,90.737,1.134,-0.074,0.185,3.47
695220,Summer2018,2018,2018-08-11 15:07,9,9.857,82.752,1.134,-0.077,0.188,3.47
695220,Summer2018,2018,2018-08-11 15:37,9,9.857,67.537,1.136,-0.084,0.193,3.47
695220,Summer2018,2018,2018-08-11 16:07,9,9.793,59.208,1.136,-0.084,0.192,3.47
695220,Summer2018,2018,2018-08-11 16:37,9,9.738,45.225,1.132,-0.08,0.193,3.47
695220,Summer2018,2018,2018-08-11 17:07,9,9.756,35.179,1.129,-0.072,0.192,3.47
695220,Summer2018,2018,2018-08-11 17:37,9,9.765,25.779,1.136,-0.084,0.192,3.47
695220,Summer2018,2018,2018-08-11 18:07,9,9.793,18.181,1.132,-0.077,0.175,3.47
695220,Summer2018,2018,2018-08-11 18:37,9,9.765,3.863,1.134,-0.079,0.192,3.47
695220,Summer2018,2018,2018-08-11 19:07,9,9.838,3.387,1.132,-0.076,0.184,3.47
695220,Summer2018,2018,2018-08-11 19:37,9,9.838,2.996,1.135,-0.08,0.184,3.47
695220,Summer2018,2018,2018-08-11 20:07,9,9.774,2.027,1.135,-0.077,0.185,3.47
695220,Summer2018,2018,2018-08-11 20:37,9,9.811,0.168,1.136,-0.084,0.199,3.47
695220,Summer2018,2018,2018-08-11 21:07,9,9.838,0.215,1.136,-0.079,0.193,3.47
695220,Summer2018,2018,2018-08-11 21:37,9,9.82,0.183,1.139,-0.079,0.188,3.47
695220,Summer2018,2018,2018-08-11 22:07,9,9.82,0.189,1.139,-0.08,0.191,3.47
695220,Summer2018,2018,2018-08-12 0:07,9,9.747,0.515,1.132,-0.073,0.191,3.47
695220,Summer2018,2018,2018-08-12 0:37,9,9.774,2.491,1.132,-0.081,0.195,3.47
695220,Summer2018,2018,2018-08-12 2:07,9,9.811,1.076,1.139,-0.08,0.191,3.47
695220,Summer2018,2018,2018-08-12 2:37,9,9.784,0.238,1.132,-0.089,0.252,3.47
695220,Summer2018,2018,2018-08-12 4:07,9,9.857,0.475,1.142,-0.077,0.195,3.47
695220,Summer2018,2018,2018-08-12 4:37,9,9.784,0.472,1.129,-0.077,0.192,3.47
695220,Summer2018,2018,2018-08-12 6:37,9,9.793,2.555,1.136,-0.079,0.184,3.47
695220,Summer2018,2018,2018-08-12 7:07,9,9.784,6.192,1.136,-0.073,0.192,3.47
695220,Summer2018,2018,2018-08-12 7:37,9,9.738,11.939,1.136,-0.074,0.184,3.47
695220,Summer2018,2018,2018-08-12 8:07,9,9.774,21.821,1.12,-0.073,0.198,3.47
695220,Summer2018,2018,2018-08-12 9:07,9,9.756,43.760,1.137,-0.08,0.241,3.47
695220,Summer2018,2018,2018-08-12 10:07,9,9.793,71.512,1.134,-0.064,0.211,3.47
695220,Summer2018,2018,2018-08-12 10:37,9,9.848,88.210,1.127,-0.066,0.204,3.47
695220,Summer2018,2018,2018-08-12 11:07,9,9.838,97.461,1.136,-0.072,0.206,3.47
695220,Summer2018,2018,2018-08-12 11:37,9,9.793,108.809,1.144,-0.08,0.184,3.47
695220,Summer2018,2018,2018-08-12 12:07,9,9.793,111.821,1.136,-0.08,0.193,3.47
695220,Summer2018,2018,2018-08-12 12:37,9,9.857,111.009,1.132,-0.084,0.192,3.47
695220,Summer2018,2018,2018-08-12 13:07,9,9.793,107.542,1.127,-0.081,0.199,3.47
695220,Summer2018,2018,2018-08-12 13:37,9,9.875,110.370,1.137,-0.081,0.195,3.47
695220,Summer2018,2018,2018-08-12 14:07,9,9.884,106.287,1.136,-0.08,0.199,3.47
695220,Summer2018,2018,2018-08-12 14:37,9,9.884,97.531,1.142,-0.077,0.179,3.47
695220,Summer2018,2018,2018-08-12 15:07,9,9.838,85.644,1.136,-0.084,0.188,3.47
695220,Summer2018,2018,2018-08-12 15:37,9,9.857,70.684,1.135,-0.073,0.184,3.47
695220,Summer2018,2018,2018-08-12 16:37,9,9.784,46.226,1.14,-0.077,0.167,3.47
695220,Summer2018,2018,2018-08-12 17:07,9,9.82,33.209,1.142,-0.079,0.2,3.47
695220,Summer2018,2018,2018-08-12 17:37,9,9.884,25.171,1.134,-0.074,0.185,3.47
695220,Summer2018,2018,2018-08-12 18:07,9,9.93,16.582,1.142,-0.087,0.184,3.47
695220,Summer2018,2018,2018-08-12 18:37,9,10.003,4.876,1.129,-0.079,0.168,3.47
695220,Summer2018,2018,2018-08-12 19:07,9,9.729,2.585,1.136,-0.077,0.179,3.47
695220,Summer2018,2018,2018-08-12 19:37,9,9.829,0.454,1.136,-0.08,0.179,3.47
695220,Summer2018,2018,2018-08-12 20:37,9,9.838,2.275,1.132,-0.082,0.231,3.47
695220,Summer2018,2018,2018-08-12 21:37,9,9.884,1.910,1.135,-0.08,0.184,3.47
695220,Summer2018,2018,2018-08-12 23:07,9,9.884,1.697,1.123,-0.084,0.209,3.47
695220,Summer2018,2018,2018-08-12 23:37,9,9.838,1.158,1.137,-0.089,0.24,3.47
695220,Summer2018,2018,2018-08-13 0:37,9,9.829,1.055,1.135,-0.089,0.23,3.47
695220,Summer2018,2018,2018-08-13 2:37,9,9.802,0.101,1.136,-0.077,0.222,3.47
695220,Summer2018,2018,2018-08-13 3:37,9,9.884,0.156,1.145,-0.077,0.188,3.47
695220,Summer2018,2018,2018-08-13 4:07,9,9.893,1.406,1.136,-0.081,0.227,3.47
695220,Summer2018,2018,2018-08-13 4:37,9,9.747,0.308,1.136,-0.069,0.207,3.47
695220,Summer2018,2018,2018-08-13 5:07,9,9.811,0.329,1.123,-0.068,0.204,3.47
695220,Summer2018,2018,2018-08-13 7:07,9,9.903,5.524,1.135,-0.064,0.199,3.47
695220,Summer2018,2018,2018-08-13 7:37,9,10.067,11.985,1.136,-0.065,0.193,3.47
695220,Summer2018,2018,2018-08-13 8:07,9,9.802,20.954,1.12,-0.081,0.24,3.47
695220,Summer2018,2018,2018-08-13 8:37,9,9.921,31.689,1.136,-0.08,0.19,3.47
695220,Summer2018,2018,2018-08-13 9:07,9,9.875,35.801,1.126,-0.08,0.184,3.47
695220,Summer2018,2018,2018-08-13 9:37,9,9.875,48.967,1.136,-0.097,0.241,3.47
695220,Summer2018,2018,2018-08-13 10:07,9,9.857,65.798,1.135,-0.074,0.182,3.47
695220,Summer2018,2018,2018-08-13 10:37,9,9.985,78.161,1.132,-0.079,0.188,3.47
695220,Summer2018,2018,2018-08-13 11:07,9,10.058,93.241,1.127,-0.081,0.191,3.47
695220,Summer2018,2018,2018-08-13 11:37,9,9.802,102.537,1.126,-0.081,0.184,3.47
695220,Summer2018,2018,2018-08-13 12:07,9,9.784,116.788,1.136,-0.089,0.246,3.47
695220,Summer2018,2018,2018-08-13 12:37,9,9.857,124.566,1.136,-0.082,0.211,3.47
695220,Summer2018,2018,2018-08-13 13:07,9,9.948,125.626,1.136,-0.088,0.239,3.47
695220,Summer2018,2018,2018-08-13 13:37,9,9.976,121.878,1.137,-0.089,0.227,3.47
695220,Summer2018,2018,2018-08-13 14:07,9,9.921,114.252,1.142,-0.08,0.188,3.47
695220,Summer2018,2018,2018-08-13 14:37,9,9.93,105.738,1.135,-0.082,0.176,3.47
695220,Summer2018,2018,2018-08-13 15:07,9,9.948,96.335,1.131,-0.08,0.179,3.47
695220,Summer2018,2018,2018-08-13 15:37,9,10.076,11.802,1.144,-0.08,0.184,3.47
695220,Summer2018,2018,2018-08-13 16:07,9,9.811,57.886,1.136,-0.074,0.198,3.47
695220,Summer2018,2018,2018-08-13 16:37,9,9.866,53.303,1.123,-0.081,0.188,3.47
695220,Summer2018,2018,2018-08-13 17:07,9,9.82,10.080,1.136,-0.08,0.179,3.47
695220,Summer2018,2018,2018-08-13 17:37,9,9.866,5.801,1.132,-0.073,0.207,3.47
695220,Summer2018,2018,2018-08-13 18:07,9,9.948,5.381,1.135,-0.081,0.188,3.47
695220,Summer2018,2018,2018-08-13 18:37,9,9.93,6.052,1.134,-0.074,0.191,3.47
695220,Summer2018,2018,2018-08-13 19:07,9,9.976,3.571,1.132,-0.074,0.179,3.47
695220,Summer2018,2018,2018-08-13 19:37,9,9.939,2.074,1.132,-0.081,0.192,3.47
695220,Summer2018,2018,2018-08-13 21:07,9,9.866,0.022,1.136,-0.097,0.169,3.47
695220,Summer2018,2018,2018-08-13 22:07,9,9.957,0.851,1.136,-0.072,0.19,3.47
695220,Summer2018,2018,2018-08-13 22:37,9,9.875,0.346,1.134,-0.068,0.199,3.47
695220,Summer2018,2018,2018-08-13 23:07,9,9.912,1.452,1.134,-0.073,0.195,3.47
695220,Summer2018,2018,2018-08-14 0:37,9,9.912,0.746,1.132,-0.08,0.192,3.47
695220,Summer2018,2018,2018-08-14 2:07,9,9.857,0.787,1.134,-0.072,0.184,3.47
695220,Summer2018,2018,2018-08-14 2:37,9,9.912,0.162,1.139,-0.088,0.248,3.47
695220,Summer2018,2018,2018-08-14 3:07,9,9.948,0.334,1.134,-0.089,0.243,3.47
695220,Summer2018,2018,2018-08-14 3:37,9,9.976,0.696,1.136,-0.081,0.184,3.47
695220,Summer2018,2018,2018-08-14 4:07,9,9.966,1.444,1.137,-0.08,0.184,3.47
695220,Summer2018,2018,2018-08-14 4:37,9,9.903,1.461,1.127,-0.084,0.199,3.47
695220,Summer2018,2018,2018-08-14 5:37,9,9.838,0.425,1.132,-0.077,0.167,3.47
695220,Summer2018,2018,2018-08-14 6:07,9,9.82,0.016,1.129,-0.08,0.192,3.47
