C7 Logger Concatenated Data File
Logger:             7377-240115
Concatenation Date: 2018Aug22 11:32:49 MDT


            Unix Timestamp,               UTC_Date_&_Time,        Mountain Standard Time,       Battery,   Temperature,        Sensor,          Gain
                  (Second),                        (none),                        (none),        (Volt),       (deg C),        ( ppb),            ()
                1530792720,           2018-07-05 12:12:00,           2018-07-05 06:12:00,      3.060000,      6.524000,     37.912150,            10
                1530794520,           2018-07-05 12:42:00,           2018-07-05 06:42:00,      3.060000,      6.534000,     40.023860,            10
                1530796320,           2018-07-05 13:12:00,           2018-07-05 07:12:00,      3.060000,      6.563000,     42.673060,            10
                1530798120,           2018-07-05 13:42:00,           2018-07-05 07:42:00,      3.060000,      6.661000,     39.351190,            10
                1530799920,           2018-07-05 14:12:00,           2018-07-05 08:12:00,      3.060000,      6.661000,     41.937710,            10
                1530801720,           2018-07-05 14:42:00,           2018-07-05 08:42:00,      3.060000,      6.700000,     40.173590,            10
                1530803520,           2018-07-05 15:12:00,           2018-07-05 09:12:00,      3.060000,      6.651000,     44.281660,            10
                1530805320,           2018-07-05 15:42:00,           2018-07-05 09:42:00,      3.060000,      6.593000,     44.611570,            10
                1530807120,           2018-07-05 16:12:00,           2018-07-05 10:12:00,      3.060000,      6.583000,     45.144650,            10
                1530808920,           2018-07-05 16:42:00,           2018-07-05 10:42:00,      3.060000,      6.612000,     44.242390,            10
                1530810720,           2018-07-05 17:12:00,           2018-07-05 11:12:00,      3.060000,      6.593000,     46.208150,            10
                1530812520,           2018-07-05 17:42:00,           2018-07-05 11:42:00,      3.060000,      6.612000,     43.805240,            10
                1530814320,           2018-07-05 18:12:00,           2018-07-05 12:12:00,      3.060000,      6.661000,     45.552670,            10
                1530816120,           2018-07-05 18:42:00,           2018-07-05 12:42:00,      3.060000,      6.573000,     46.142550,            10
                1530817920,           2018-07-05 19:12:00,           2018-07-05 13:12:00,      3.060000,      6.641000,     45.406580,            10
                1530819720,           2018-07-05 19:42:00,           2018-07-05 13:42:00,      3.060000,      6.583000,     45.993170,            10
                1530821520,           2018-07-05 20:12:00,           2018-07-05 14:12:00,      3.060000,      6.583000,     43.738660,            10
                1530823320,           2018-07-05 20:42:00,           2018-07-05 14:42:00,      3.060000,      6.593000,     43.399390,            10
                1530825120,           2018-07-05 21:12:00,           2018-07-05 15:12:00,      3.060000,      6.641000,     46.968860,            10
                1530826920,           2018-07-05 21:42:00,           2018-07-05 15:42:00,      3.060000,      6.544000,     50.637050,            10
                1530828720,           2018-07-05 22:12:00,           2018-07-05 16:12:00,      3.060000,      6.554000,     50.719070,            10
                1530830520,           2018-07-05 22:42:00,           2018-07-05 16:42:00,      3.060000,      6.680000,     44.140390,            10
                1530832320,           2018-07-05 23:12:00,           2018-07-05 17:12:00,      3.060000,      6.612000,     42.912840,            10
                1530834120,           2018-07-05 23:42:00,           2018-07-05 17:42:00,      3.060000,      6.710000,     40.164080,            10
                1530835920,           2018-07-06 00:12:00,           2018-07-05 18:12:00,      3.060000,      6.612000,     45.763800,            10
                1530837720,           2018-07-06 00:42:00,           2018-07-05 18:42:00,      3.060000,      6.583000,     43.438790,            10
                1530839520,           2018-07-06 01:12:00,           2018-07-05 19:12:00,      3.060000,      6.505000,     42.229120,            10
                1530841320,           2018-07-06 01:42:00,           2018-07-05 19:42:00,      3.060000,      6.651000,     38.458160,            10
                1530843120,           2018-07-06 02:12:00,           2018-07-05 20:12:00,      3.060000,      6.622000,     43.291370,            10
                1530844920,           2018-07-06 02:42:00,           2018-07-05 20:42:00,      3.060000,      6.641000,     34.830350,            10
                1530846720,           2018-07-06 03:12:00,           2018-07-05 21:12:00,      3.070000,      6.622000,     46.305060,            10
                1530848520,           2018-07-06 03:42:00,           2018-07-05 21:42:00,      3.060000,      6.583000,     41.699120,            10
                1530850320,           2018-07-06 04:12:00,           2018-07-05 22:12:00,      3.060000,      6.593000,     38.455990,            10
                1530852120,           2018-07-06 04:42:00,           2018-07-05 22:42:00,      3.060000,      6.671000,     39.611160,            10
                1530853920,           2018-07-06 05:12:00,           2018-07-05 23:12:00,      3.060000,      6.583000,     41.949310,            10
                1530855720,           2018-07-06 05:42:00,           2018-07-05 23:42:00,      3.060000,      6.661000,     37.149070,            10
                1530857520,           2018-07-06 06:12:00,           2018-07-06 00:12:00,      3.060000,      6.554000,     42.879440,            10
                1530859320,           2018-07-06 06:42:00,           2018-07-06 00:42:00,      3.060000,      6.573000,     42.932330,            10
                1530861120,           2018-07-06 07:12:00,           2018-07-06 01:12:00,      3.060000,      6.583000,     40.061310,            10
                1530862920,           2018-07-06 07:42:00,           2018-07-06 01:42:00,      3.060000,      6.622000,     36.784300,            10
                1530864720,           2018-07-06 08:12:00,           2018-07-06 02:12:00,      3.060000,      6.622000,     42.204390,            10
                1530866520,           2018-07-06 08:42:00,           2018-07-06 02:42:00,      3.060000,      6.544000,     39.743280,            10
                1530868320,           2018-07-06 09:12:00,           2018-07-06 03:12:00,      3.060000,      6.583000,     40.682070,            10
                1530870120,           2018-07-06 09:42:00,           2018-07-06 03:42:00,      3.060000,      6.602000,     37.158080,            10
                1530871920,           2018-07-06 10:12:00,           2018-07-06 04:12:00,      3.060000,      6.671000,     36.932070,            10
                1530873720,           2018-07-06 10:42:00,           2018-07-06 04:42:00,      3.060000,      6.583000,     47.943350,            10
                1530875520,           2018-07-06 11:12:00,           2018-07-06 05:12:00,      3.060000,      6.719000,     39.099250,            10
                1530877320,           2018-07-06 11:42:00,           2018-07-06 05:42:00,      3.060000,      6.612000,     44.998350,            10
                1530879120,           2018-07-06 12:12:00,           2018-07-06 06:12:00,      3.060000,      6.641000,     43.294940,            10
                1530880920,           2018-07-06 12:42:00,           2018-07-06 06:42:00,      3.060000,      6.485000,     45.142060,            10
                1530882720,           2018-07-06 13:12:00,           2018-07-06 07:12:00,      3.060000,      6.475000,     44.026440,            10
                1530884520,           2018-07-06 13:42:00,           2018-07-06 07:42:00,      3.060000,      6.651000,     40.304590,            10
                1530886320,           2018-07-06 14:12:00,           2018-07-06 08:12:00,      3.060000,      6.593000,     40.861070,            10
                1530888120,           2018-07-06 14:42:00,           2018-07-06 08:42:00,      3.060000,      6.651000,     38.753060,            10
                1530889920,           2018-07-06 15:12:00,           2018-07-06 09:12:00,      3.060000,      6.671000,     44.177070,            10
                1530891720,           2018-07-06 15:42:00,           2018-07-06 09:42:00,      3.060000,      6.641000,     45.755700,            10
                1530893520,           2018-07-06 16:12:00,           2018-07-06 10:12:00,      3.060000,      6.563000,     49.740870,            10
                1530895320,           2018-07-06 16:42:00,           2018-07-06 10:42:00,      3.060000,      6.417000,     50.336970,            10
                1530897120,           2018-07-06 17:12:00,           2018-07-06 11:12:00,      3.060000,      6.758000,     42.542820,            10
                1530898920,           2018-07-06 17:42:00,           2018-07-06 11:42:00,      3.060000,      6.700000,     46.601780,            10
                1530900720,           2018-07-06 18:12:00,           2018-07-06 12:12:00,      3.060000,      6.816000,     43.704210,            10
                1530902520,           2018-07-06 18:42:00,           2018-07-06 12:42:00,      3.060000,      6.680000,     46.503270,            10
                1530904320,           2018-07-06 19:12:00,           2018-07-06 13:12:00,      3.060000,      6.524000,     47.689810,            10
                1530906120,           2018-07-06 19:42:00,           2018-07-06 13:42:00,      3.060000,      6.524000,     45.679890,            10
                1530907920,           2018-07-06 20:12:00,           2018-07-06 14:12:00,      3.060000,      6.593000,     44.263490,            10
                1530909720,           2018-07-06 20:42:00,           2018-07-06 14:42:00,      3.060000,      6.573000,     40.253650,            10
                1530911520,           2018-07-06 21:12:00,           2018-07-06 15:12:00,      3.060000,      6.554000,     44.527660,            10
                1530913320,           2018-07-06 21:42:00,           2018-07-06 15:42:00,      3.060000,      6.671000,     37.322480,            10
                1530915120,           2018-07-06 22:12:00,           2018-07-06 16:12:00,      3.060000,      6.816000,     34.218180,            10
                1530916920,           2018-07-06 22:42:00,           2018-07-06 16:42:00,      3.060000,      6.739000,     48.136880,            10
                1530918720,           2018-07-06 23:12:00,           2018-07-06 17:12:00,      3.060000,      6.446000,     49.266620,            10
                1530920520,           2018-07-06 23:42:00,           2018-07-06 17:42:00,      3.060000,      6.456000,     37.522720,            10
                1530922320,           2018-07-07 00:12:00,           2018-07-06 18:12:00,      3.060000,      6.661000,     37.464450,            10
                1530924120,           2018-07-07 00:42:00,           2018-07-06 18:42:00,      3.060000,      6.797000,     16.647840,            10
                1530925920,           2018-07-07 01:12:00,           2018-07-06 19:12:00,      3.060000,      6.583000,     39.705690,            10
                1530927720,           2018-07-07 01:42:00,           2018-07-06 19:42:00,      3.060000,      6.690000,     25.268160,            10
                1530929520,           2018-07-07 02:12:00,           2018-07-06 20:12:00,      3.060000,      6.739000,     37.026530,            10
                1530931320,           2018-07-07 02:42:00,           2018-07-06 20:42:00,      3.060000,      6.524000,     42.633020,            10
                1530933120,           2018-07-07 03:12:00,           2018-07-06 21:12:00,      3.060000,      6.495000,     45.283330,            10
                1530934920,           2018-07-07 03:42:00,           2018-07-06 21:42:00,      3.060000,      6.524000,     37.978530,            10
                1530936720,           2018-07-07 04:12:00,           2018-07-06 22:12:00,      3.060000,      6.671000,     40.964120,            10
                1530938520,           2018-07-07 04:42:00,           2018-07-06 22:42:00,      3.060000,      6.554000,     40.982920,            10
                1530940320,           2018-07-07 05:12:00,           2018-07-06 23:12:00,      3.060000,      6.554000,     39.546820,            10
                1530942120,           2018-07-07 05:42:00,           2018-07-06 23:42:00,      3.060000,      6.612000,     38.640440,            10
                1530943920,           2018-07-07 06:12:00,           2018-07-07 00:12:00,      3.060000,      6.593000,     42.161770,            10
                1530945720,           2018-07-07 06:42:00,           2018-07-07 00:42:00,      3.060000,      6.602000,     39.505240,            10
                1530947520,           2018-07-07 07:12:00,           2018-07-07 01:12:00,      3.050000,      6.641000,     40.588450,            10
                1530949320,           2018-07-07 07:42:00,           2018-07-07 01:42:00,      3.060000,      6.641000,     44.275790,            10
                1530951120,           2018-07-07 08:12:00,           2018-07-07 02:12:00,      3.070000,      6.544000,     43.285990,            10
                1530952920,           2018-07-07 08:42:00,           2018-07-07 02:42:00,      3.060000,      6.495000,     41.531930,            10
                1530954720,           2018-07-07 09:12:00,           2018-07-07 03:12:00,      3.060000,      6.544000,     40.853390,            10
                1530956520,           2018-07-07 09:42:00,           2018-07-07 03:42:00,      3.060000,      6.612000,     39.349930,            10
                1530958320,           2018-07-07 10:12:00,           2018-07-07 04:12:00,      3.060000,      6.593000,     39.800850,            10
                1530960120,           2018-07-07 10:42:00,           2018-07-07 04:42:00,      3.060000,      6.622000,     38.684450,            10
                1530961920,           2018-07-07 11:12:00,           2018-07-07 05:12:00,      3.060000,      6.593000,     43.066540,            10
                1530963720,           2018-07-07 11:42:00,           2018-07-07 05:42:00,      3.060000,      6.505000,     43.072200,            10
                1530965520,           2018-07-07 12:12:00,           2018-07-07 06:12:00,      3.060000,      6.544000,     41.561900,            10
                1530967320,           2018-07-07 12:42:00,           2018-07-07 06:42:00,      3.060000,      6.544000,     41.912840,            10
                1530969120,           2018-07-07 13:12:00,           2018-07-07 07:12:00,      3.060000,      6.632000,     41.595090,            10
                1530970920,           2018-07-07 13:42:00,           2018-07-07 07:42:00,      3.050000,      6.534000,     44.726780,            10
                1530972720,           2018-07-07 14:12:00,           2018-07-07 08:12:00,      3.050000,      6.524000,     40.387730,            10
                1530974520,           2018-07-07 14:42:00,           2018-07-07 08:42:00,      3.060000,      6.583000,     47.007210,            10
                1530976320,           2018-07-07 15:12:00,           2018-07-07 09:12:00,      3.060000,      6.515000,     41.196290,            10
                1530978120,           2018-07-07 15:42:00,           2018-07-07 09:42:00,      3.060000,      6.583000,     38.393320,            10
                1530979920,           2018-07-07 16:12:00,           2018-07-07 10:12:00,      3.060000,      6.632000,     38.142010,            10
                1530981720,           2018-07-07 16:42:00,           2018-07-07 10:42:00,      3.060000,      6.690000,     37.503220,            10
                1530983520,           2018-07-07 17:12:00,           2018-07-07 11:12:00,      3.060000,      6.563000,     46.364580,            10
                1530985320,           2018-07-07 17:42:00,           2018-07-07 11:42:00,      3.060000,      6.544000,     44.841710,            10
                1530987120,           2018-07-07 18:12:00,           2018-07-07 12:12:00,      3.060000,      6.485000,     45.860920,            10
                1530988920,           2018-07-07 18:42:00,           2018-07-07 12:42:00,      3.060000,      6.563000,     43.187900,            10
                1530990720,           2018-07-07 19:12:00,           2018-07-07 13:12:00,      3.060000,      6.739000,     33.681120,            10
                1530992520,           2018-07-07 19:42:00,           2018-07-07 13:42:00,      3.060000,      6.836000,     35.152850,            10
                1530994320,           2018-07-07 20:12:00,           2018-07-07 14:12:00,      3.050000,      6.651000,     42.911930,            10
                1530996120,           2018-07-07 20:42:00,           2018-07-07 14:42:00,      3.060000,      6.671000,     44.037960,            10
                1530997920,           2018-07-07 21:12:00,           2018-07-07 15:12:00,      3.060000,      6.495000,     49.007980,            10
                1530999720,           2018-07-07 21:42:00,           2018-07-07 15:42:00,      3.060000,      6.456000,     47.583750,            10
                1531001520,           2018-07-07 22:12:00,           2018-07-07 16:12:00,      3.050000,      6.612000,     41.476030,            10
                1531003320,           2018-07-07 22:42:00,           2018-07-07 16:42:00,      3.060000,      6.748000,     38.178620,            10
                1531005120,           2018-07-07 23:12:00,           2018-07-07 17:12:00,      3.050000,      6.612000,     49.465110,            10
                1531006920,           2018-07-07 23:42:00,           2018-07-07 17:42:00,      3.060000,      6.554000,     39.116790,            10
                1531008720,           2018-07-08 00:12:00,           2018-07-07 18:12:00,      3.060000,      6.632000,     40.526130,            10
                1531010520,           2018-07-08 00:42:00,           2018-07-07 18:42:00,      3.060000,      6.661000,     36.699550,            10
                1531012320,           2018-07-08 01:12:00,           2018-07-07 19:12:00,      3.060000,      6.573000,     39.565540,            10
                1531014120,           2018-07-08 01:42:00,           2018-07-07 19:42:00,      3.050000,      6.612000,     37.573440,            10
                1531015920,           2018-07-08 02:12:00,           2018-07-07 20:12:00,      3.060000,      6.651000,     24.459390,            10
                1531017720,           2018-07-08 02:42:00,           2018-07-07 20:42:00,      3.060000,      6.651000,     41.599140,            10
                1531019520,           2018-07-08 03:12:00,           2018-07-07 21:12:00,      3.060000,      6.563000,     32.075170,            10
                1531021320,           2018-07-08 03:42:00,           2018-07-07 21:42:00,      3.050000,      6.593000,     32.298600,            10
                1531023120,           2018-07-08 04:12:00,           2018-07-07 22:12:00,      3.050000,      6.602000,     27.930630,            10
                1531024920,           2018-07-08 04:42:00,           2018-07-07 22:42:00,      3.060000,      6.515000,     39.503360,            10
                1531026720,           2018-07-08 05:12:00,           2018-07-07 23:12:00,      3.050000,      6.671000,     30.201070,            10
                1531028520,           2018-07-08 05:42:00,           2018-07-07 23:42:00,      3.060000,      6.690000,     27.943690,            10
                1531030320,           2018-07-08 06:12:00,           2018-07-08 00:12:00,      3.050000,      6.719000,     33.461670,            10
                1531032120,           2018-07-08 06:42:00,           2018-07-08 00:42:00,      3.060000,      6.593000,     36.045670,            10
                1531033920,           2018-07-08 07:12:00,           2018-07-08 01:12:00,      3.050000,      6.612000,     28.440160,            10
                1531035720,           2018-07-08 07:42:00,           2018-07-08 01:42:00,      3.060000,      6.748000,     24.700840,            10
                1531037520,           2018-07-08 08:12:00,           2018-07-08 02:12:00,      3.050000,      6.524000,     46.487690,            10
                1531039320,           2018-07-08 08:42:00,           2018-07-08 02:42:00,      3.050000,      6.417000,     45.438020,            10
                1531041120,           2018-07-08 09:12:00,           2018-07-08 03:12:00,      3.050000,      6.622000,     27.277930,            10
                1531042920,           2018-07-08 09:42:00,           2018-07-08 03:42:00,      3.050000,      6.651000,     29.911760,            10
                1531044720,           2018-07-08 10:12:00,           2018-07-08 04:12:00,      3.050000,      6.719000,     40.270000,            10
                1531046520,           2018-07-08 10:42:00,           2018-07-08 04:42:00,      3.060000,      6.593000,     36.811970,            10
                1531048320,           2018-07-08 11:12:00,           2018-07-08 05:12:00,      3.060000,      6.602000,     32.698240,            10
                1531050120,           2018-07-08 11:42:00,           2018-07-08 05:42:00,      3.050000,      6.583000,     32.115900,            10
                1531051920,           2018-07-08 12:12:00,           2018-07-08 06:12:00,      3.050000,      6.593000,     38.666010,            10
                1531053720,           2018-07-08 12:42:00,           2018-07-08 06:42:00,      3.050000,      6.622000,     26.910160,            10
                1531055520,           2018-07-08 13:12:00,           2018-07-08 07:12:00,      3.050000,      6.690000,     32.361830,            10
                1531057320,           2018-07-08 13:42:00,           2018-07-08 07:42:00,      3.060000,      6.544000,     48.267880,            10
                1531059120,           2018-07-08 14:12:00,           2018-07-08 08:12:00,      3.050000,      6.544000,     40.199160,            10
                1531060920,           2018-07-08 14:42:00,           2018-07-08 08:42:00,      3.050000,      6.534000,     45.465890,            10
                1531062720,           2018-07-08 15:12:00,           2018-07-08 09:12:00,      3.050000,      6.622000,     44.263560,            10
                1531064520,           2018-07-08 15:42:00,           2018-07-08 09:42:00,      3.050000,      6.641000,     40.405960,            10
                1531066320,           2018-07-08 16:12:00,           2018-07-08 10:12:00,      3.050000,      6.524000,     47.813400,            10
                1531068120,           2018-07-08 16:42:00,           2018-07-08 10:42:00,      3.050000,      6.632000,     40.622830,            10
                1531069920,           2018-07-08 17:12:00,           2018-07-08 11:12:00,      3.050000,      6.632000,     42.815370,            10
                1531071720,           2018-07-08 17:42:00,           2018-07-08 11:42:00,      3.050000,      6.719000,     41.718120,            10
                1531073520,           2018-07-08 18:12:00,           2018-07-08 12:12:00,      3.050000,      6.680000,     40.383460,            10
                1531075320,           2018-07-08 18:42:00,           2018-07-08 12:42:00,      3.050000,      6.680000,     45.445980,            10
                1531077120,           2018-07-08 19:12:00,           2018-07-08 13:12:00,      3.050000,      6.583000,     44.697500,            10
                1531078920,           2018-07-08 19:42:00,           2018-07-08 13:42:00,      3.050000,      6.632000,     42.876860,            10
                1531080720,           2018-07-08 20:12:00,           2018-07-08 14:12:00,      3.050000,      6.602000,     49.248600,            10
                1531082520,           2018-07-08 20:42:00,           2018-07-08 14:42:00,      3.050000,      6.641000,     46.570620,            10
