sensor,deployment,year,timestamp,depth,temperature,DO,DO_saturation,battery,Q
214424,Summer2018,2018,           2018-07-08 21:37:00,1.5,10.135,7.812,108.381,3.45,1.012
214424,Summer2018,2018,           2018-07-08 22:07:00,1.5,10.135,7.801,108.228,3.45,1.012
214424,Summer2018,2018,           2018-07-08 22:37:00,1.5,10.071,7.819,108.311,3.45,1.013
214424,Summer2018,2018,           2018-07-08 23:07:00,1.5,9.952,7.831,108.168,3.45,1.012
214424,Summer2018,2018,           2018-07-08 23:37:00,1.5,9.888,7.809,107.698,3.45,1.012
214424,Summer2018,2018,           2018-07-09 00:07:00,1.5,9.888,7.814,107.767,3.45,1.011
214424,Summer2018,2018,           2018-07-09 00:37:00,1.5,9.906,7.815,107.827,3.45,1.012
214424,Summer2018,2018,           2018-07-09 01:07:00,1.5,9.687,7.841,107.630,3.45,1.012
214424,Summer2018,2018,           2018-07-09 01:37:00,1.5,9.897,7.764,107.101,3.45,1.012
214424,Summer2018,2018,           2018-07-09 02:07:00,1.5,9.888,7.754,106.939,3.45,1.012
214424,Summer2018,2018,           2018-07-09 02:37:00,1.5,9.879,7.741,106.737,3.45,1.011
214424,Summer2018,2018,           2018-07-09 03:07:00,1.5,9.934,7.726,106.671,3.45,1.013
214424,Summer2018,2018,           2018-07-09 03:37:00,1.5,9.943,7.720,106.612,3.45,1.013
214424,Summer2018,2018,           2018-07-09 04:07:00,1.5,10.016,7.652,105.858,3.45,1.012
214424,Summer2018,2018,           2018-07-09 04:37:00,1.5,9.943,7.644,105.562,3.45,1.013
214424,Summer2018,2018,           2018-07-09 05:07:00,1.5,9.897,7.632,105.280,3.45,1.012
214424,Summer2018,2018,           2018-07-09 05:37:00,1.5,9.879,7.635,105.275,3.45,1.012
214424,Summer2018,2018,           2018-07-09 06:07:00,1.5,9.815,7.630,105.044,3.45,1.012
214424,Summer2018,2018,           2018-07-09 06:37:00,1.5,9.696,7.629,104.729,3.45,1.013
214424,Summer2018,2018,           2018-07-09 07:07:00,1.5,9.668,7.662,105.111,3.45,1.012
214424,Summer2018,2018,           2018-07-09 07:37:00,1.5,9.677,7.690,105.518,3.45,1.013
214424,Summer2018,2018,           2018-07-09 08:07:00,1.5,9.687,7.684,105.462,3.45,1.013
214424,Summer2018,2018,           2018-07-09 08:37:00,1.5,9.797,7.654,105.329,3.45,1.013
214424,Summer2018,2018,           2018-07-09 09:07:00,1.5,9.897,7.655,105.597,3.45,1.012
214424,Summer2018,2018,           2018-07-09 09:37:00,1.5,9.934,7.653,105.663,3.45,1.011
214424,Summer2018,2018,           2018-07-09 10:07:00,1.5,9.943,7.672,105.949,3.45,1.012
214424,Summer2018,2018,           2018-07-09 10:37:00,1.5,9.916,7.690,106.128,3.45,1.012
214424,Summer2018,2018,           2018-07-09 11:07:00,1.5,10.007,7.687,106.319,3.45,1.011
