sensor,depth,Unix.Timestamp,UTC_Date_._Time,Mountain.Standard.Time,Battery,Temperature,Sensor,Gain
240115,9,1531712520,           2018-07-16 03:42:00,           2018-07-15 21:42:00,3.02,7.376,42.80545,10
240115,9,1531714320,           2018-07-16 04:12:00,           2018-07-15 22:12:00,3.02,7.424,32.36854,10
240115,9,1531716120,           2018-07-16 04:42:00,           2018-07-15 22:42:00,3.03,7.367,42.47261,10
240115,9,1531717920,           2018-07-16 05:12:00,           2018-07-15 23:12:00,3.03,7.415,43.66041,10
240115,9,1531719720,           2018-07-16 05:42:00,           2018-07-15 23:42:00,3.02,7.443,42.44075,10
240115,9,1531721520,           2018-07-16 06:12:00,           2018-07-16 00:12:00,3.02,7.347,40.05845,10
240115,9,1531723320,           2018-07-16 06:42:00,           2018-07-16 00:42:00,3.02,7.271,41.04964,10
240115,9,1531725120,           2018-07-16 07:12:00,           2018-07-16 01:12:00,3.02,7.299,42.42461,10
240115,9,1531726920,           2018-07-16 07:42:00,           2018-07-16 01:42:00,3.02,7.376,42.45954,10
240115,9,1531728720,           2018-07-16 08:12:00,           2018-07-16 02:12:00,3.03,7.386,41.73433,10
240115,9,1531730520,           2018-07-16 08:42:00,           2018-07-16 02:42:00,3.02,7.319,40.25233,10
240115,9,1531732320,           2018-07-16 09:12:00,           2018-07-16 03:12:00,3.03,7.434,40.83054,10
240115,9,1531734120,           2018-07-16 09:42:00,           2018-07-16 03:42:00,3.02,7.28,40.7743,10
240115,9,1531735920,           2018-07-16 10:12:00,           2018-07-16 04:12:00,3.02,7.29,41.24177,10
240115,9,1531737720,           2018-07-16 10:42:00,           2018-07-16 04:42:00,3.02,7.405,43.25134,10
240115,9,1531739520,           2018-07-16 11:12:00,           2018-07-16 05:12:00,3.02,7.386,42.70296,10
240115,9,1531741320,           2018-07-16 11:42:00,           2018-07-16 05:42:00,3.02,7.453,41.90299,10
240115,9,1531743120,           2018-07-16 12:12:00,           2018-07-16 06:12:00,3.02,7.29,39.46766,10
240115,9,1531744920,           2018-07-16 12:42:00,           2018-07-16 06:42:00,3.02,7.347,42.40505,10
240115,9,1531746720,           2018-07-16 13:12:00,           2018-07-16 07:12:00,3.02,7.462,45.75053,10
240115,9,1531748520,           2018-07-16 13:42:00,           2018-07-16 07:42:00,3.03,7.232,44.16016,10
240115,9,1531750320,           2018-07-16 14:12:00,           2018-07-16 08:12:00,3.02,7.242,43.04642,10
240115,9,1531752120,           2018-07-16 14:42:00,           2018-07-16 08:42:00,3.02,7.405,45.67207,10
240115,9,1531753920,           2018-07-16 15:12:00,           2018-07-16 09:12:00,3.02,7.443,46.59696,10
240115,9,1531755720,           2018-07-16 15:42:00,           2018-07-16 09:42:00,3.02,7.434,48.30861,10
240115,9,1531757520,           2018-07-16 16:12:00,           2018-07-16 10:12:00,3.03,7.51,36.31172,10
240115,9,1531759320,           2018-07-16 16:42:00,           2018-07-16 10:42:00,3.02,7.376,47.23211,10
240115,9,1531761120,           2018-07-16 17:12:00,           2018-07-16 11:12:00,3.02,7.462,45.51585,10
240115,9,1531762920,           2018-07-16 17:42:00,           2018-07-16 11:42:00,3.02,7.654,47.09727,10
240115,9,1531764720,           2018-07-16 18:12:00,           2018-07-16 12:12:00,3.02,7.453,44.47204,10
240115,9,1531766520,           2018-07-16 18:42:00,           2018-07-16 12:42:00,3.02,7.395,44.04607,10
240115,9,1531768320,           2018-07-16 19:12:00,           2018-07-16 13:12:00,3.02,7.434,45.65048,10
240115,9,1531770120,           2018-07-16 19:42:00,           2018-07-16 13:42:00,3.02,7.558,41.16702,10
240115,9,1531771920,           2018-07-16 20:12:00,           2018-07-16 14:12:00,3.02,7.472,45.46324,10
240115,9,1531773720,           2018-07-16 20:42:00,           2018-07-16 14:42:00,3.02,7.29,35.17423,10
240115,9,1531775520,           2018-07-16 21:12:00,           2018-07-16 15:12:00,3.02,7.251,44.44088,10
240115,9,1531777320,           2018-07-16 21:42:00,           2018-07-16 15:42:00,3.02,7.347,43.16072,10
240115,9,1531779120,           2018-07-16 22:12:00,           2018-07-16 16:12:00,3.02,7.405,41.97963,10
240115,9,1531780920,           2018-07-16 22:42:00,           2018-07-16 16:42:00,3.02,7.462,44.71252,10
240115,9,1531782720,           2018-07-16 23:12:00,           2018-07-16 17:12:00,3.02,7.577,42.76863,10
240115,9,1531784520,           2018-07-16 23:42:00,           2018-07-16 17:42:00,3.02,7.386,42.21634,10
240115,9,1531786320,           2018-07-17 00:12:00,           2018-07-16 18:12:00,3.02,7.462,40.61158,10
240115,9,1531788120,           2018-07-17 00:42:00,           2018-07-16 18:42:00,3.02,7.453,43.819,10
240115,9,1531789920,           2018-07-17 01:12:00,           2018-07-16 19:12:00,3.02,7.261,42.09142,10
240115,9,1531791720,           2018-07-17 01:42:00,           2018-07-16 19:42:00,3.02,7.347,45.02462,10
240115,9,1531793520,           2018-07-17 02:12:00,           2018-07-16 20:12:00,3.02,7.529,46.7244,10
240115,9,1531795320,           2018-07-17 02:42:00,           2018-07-16 20:42:00,3.02,7.213,33.11254,10
240115,9,1531797120,           2018-07-17 03:12:00,           2018-07-16 21:12:00,3.02,7.338,45.6254,10
240115,9,1531798920,           2018-07-17 03:42:00,           2018-07-16 21:42:00,3.02,7.462,46.4508,10
240115,9,1531800720,           2018-07-17 04:12:00,           2018-07-16 22:12:00,3.02,7.501,42.86707,10
240115,9,1531802520,           2018-07-17 04:42:00,           2018-07-16 22:42:00,3.02,7.462,39.68019,10
240115,9,1531804320,           2018-07-17 05:12:00,           2018-07-16 23:12:00,3.02,7.482,37.89524,10
240115,9,1531806120,           2018-07-17 05:42:00,           2018-07-16 23:42:00,3.02,7.213,37.80407,10
240115,9,1531807920,           2018-07-17 06:12:00,           2018-07-17 00:12:00,3.02,7.319,42.92429,10
240115,9,1531809720,           2018-07-17 06:42:00,           2018-07-17 00:42:00,3.02,7.52,45.02888,10
240115,9,1531811520,           2018-07-17 07:12:00,           2018-07-17 01:12:00,3.02,7.462,44.80573,10
240115,9,1531813320,           2018-07-17 07:42:00,           2018-07-17 01:42:00,3.03,7.357,44.42991,10
240115,9,1531815120,           2018-07-17 08:12:00,           2018-07-17 02:12:00,3.02,7.319,40.3574,10
240115,9,1531816920,           2018-07-17 08:42:00,           2018-07-17 02:42:00,3.02,7.405,43.1223,10
240115,9,1531818720,           2018-07-17 09:12:00,           2018-07-17 03:12:00,3.02,7.51,45.01728,10
240115,9,1531820520,           2018-07-17 09:42:00,           2018-07-17 03:42:00,3.04,7.415,36.21468,10
240115,9,1531822320,           2018-07-17 10:12:00,           2018-07-17 04:12:00,3.02,7.319,39.09164,10
240115,9,1531824120,           2018-07-17 10:42:00,           2018-07-17 04:42:00,3.02,7.328,40.73608,10
240115,9,1531825920,           2018-07-17 11:12:00,           2018-07-17 05:12:00,3.02,7.271,43.77184,10
240115,9,1531827720,           2018-07-17 11:42:00,           2018-07-17 05:42:00,3.02,7.549,46.13319,10
240115,9,1531829520,           2018-07-17 12:12:00,           2018-07-17 06:12:00,3.02,7.443,41.51809,10
240115,9,1531831320,           2018-07-17 12:42:00,           2018-07-17 06:42:00,3.02,7.367,42.02036,10
240115,9,1531833120,           2018-07-17 13:12:00,           2018-07-17 07:12:00,3.02,7.453,40.48163,10
240115,9,1531834920,           2018-07-17 13:42:00,           2018-07-17 07:42:00,3.02,7.261,45.25476,10
240115,9,1531836720,           2018-07-17 14:12:00,           2018-07-17 08:12:00,3.02,7.386,45.95391,10
240115,9,1531838520,           2018-07-17 14:42:00,           2018-07-17 08:42:00,3.02,7.386,34.87744,10
240115,9,1531840320,           2018-07-17 15:12:00,           2018-07-17 09:12:00,3.02,7.299,43.1035,10
240115,9,1531842120,           2018-07-17 15:42:00,           2018-07-17 09:42:00,3.02,7.434,47.02105,10
240115,9,1531843920,           2018-07-17 16:12:00,           2018-07-17 10:12:00,3.02,7.51,45.99855,10
240115,9,1531845720,           2018-07-17 16:42:00,           2018-07-17 10:42:00,3.02,7.501,35.04351,10
240115,9,1531847520,           2018-07-17 17:12:00,           2018-07-17 11:12:00,3.02,7.347,39.31521,10
240115,9,1531849320,           2018-07-17 17:42:00,           2018-07-17 11:42:00,3.02,7.347,43.62645,10
240115,9,1531851120,           2018-07-17 18:12:00,           2018-07-17 12:12:00,3.02,7.472,46.91646,10
240115,9,1531852920,           2018-07-17 18:42:00,           2018-07-17 12:42:00,3.02,7.625,50.57012,10
240115,9,1531854720,           2018-07-17 19:12:00,           2018-07-17 13:12:00,3.02,7.568,50.28478,10
240115,9,1531856520,           2018-07-17 19:42:00,           2018-07-17 13:42:00,3.02,7.577,47.5811,10
240115,9,1531858320,           2018-07-17 20:12:00,           2018-07-17 14:12:00,3.02,7.491,44.94127,10
240115,9,1531860120,           2018-07-17 20:42:00,           2018-07-17 14:42:00,3.02,7.443,45.5097,10
240115,9,1531861920,           2018-07-17 21:12:00,           2018-07-17 15:12:00,3.02,7.395,45.51738,10
240115,9,1531863720,           2018-07-17 21:42:00,           2018-07-17 15:42:00,3.02,7.482,45.7733,10
240115,9,1531865520,           2018-07-17 22:12:00,           2018-07-17 16:12:00,3.02,7.549,43.81404,10
240115,9,1531867320,           2018-07-17 22:42:00,           2018-07-17 16:42:00,3.02,7.462,45.28089,10
240115,9,1531869120,           2018-07-17 23:12:00,           2018-07-17 17:12:00,3.02,7.309,43.30101,10
240115,9,1531870920,           2018-07-17 23:42:00,           2018-07-17 17:42:00,3.02,7.549,45.37346,10
240115,9,1531872720,           2018-07-18 00:12:00,           2018-07-17 18:12:00,3.02,7.52,47.06667,10
240115,9,1531874520,           2018-07-18 00:42:00,           2018-07-17 18:42:00,3.02,7.568,46.1524,10
240115,9,1531876320,           2018-07-18 01:12:00,           2018-07-17 19:12:00,3.02,7.539,45.36577,10
240115,9,1531878120,           2018-07-18 01:42:00,           2018-07-17 19:42:00,3.02,7.587,41.41511,10
240115,9,1531879920,           2018-07-18 02:12:00,           2018-07-17 20:12:00,3.02,7.615,46.15303,10
240115,9,1531881720,           2018-07-18 02:42:00,           2018-07-17 20:42:00,3.02,7.328,44.06409,10
240115,9,1531883520,           2018-07-18 03:12:00,           2018-07-17 21:12:00,3.02,7.357,45.26817,10
240115,9,1531885320,           2018-07-18 03:42:00,           2018-07-17 21:42:00,3.02,7.424,43.31254,10
240115,9,1531887120,           2018-07-18 04:12:00,           2018-07-17 22:12:00,3.02,7.615,35.6809,10
240115,9,1531888920,           2018-07-18 04:42:00,           2018-07-17 22:42:00,3.02,7.701,41.46206,10
240115,9,1531890720,           2018-07-18 05:12:00,           2018-07-17 23:12:00,3.02,7.338,42.33581,10
240115,9,1531892520,           2018-07-18 05:42:00,           2018-07-17 23:42:00,3.02,7.386,45.36039,10
240115,9,1531894320,           2018-07-18 06:12:00,           2018-07-18 00:12:00,3.02,7.558,45.00093,10
240115,9,1531896120,           2018-07-18 06:42:00,           2018-07-18 00:42:00,3.02,7.673,45.32679,10
240115,9,1531897920,           2018-07-18 07:12:00,           2018-07-18 01:12:00,3.02,7.319,43.04698,10
240115,9,1531899720,           2018-07-18 07:42:00,           2018-07-18 01:42:00,3.02,7.386,41.28698,10
240115,9,1531901520,           2018-07-18 08:12:00,           2018-07-18 02:12:00,3.02,7.367,39.99899,10
240115,9,1531903320,           2018-07-18 08:42:00,           2018-07-18 02:42:00,3.02,7.529,42.01219,10
240115,9,1531905120,           2018-07-18 09:12:00,           2018-07-18 03:12:00,3.02,7.472,41.68731,10
240115,9,1531906920,           2018-07-18 09:42:00,           2018-07-18 03:42:00,3.02,7.357,41.00555,10
240115,9,1531908720,           2018-07-18 10:12:00,           2018-07-18 04:12:00,3.02,7.338,38.72023,10
240115,9,1531910520,           2018-07-18 10:42:00,           2018-07-18 04:42:00,3.02,7.443,41.45312,10
240115,9,1531912320,           2018-07-18 11:12:00,           2018-07-18 05:12:00,3.02,7.395,43.35935,10
240115,9,1531914120,           2018-07-18 11:42:00,           2018-07-18 05:42:00,3.02,7.482,44.38876,10
240115,9,1531915920,           2018-07-18 12:12:00,           2018-07-18 06:12:00,3.02,7.52,40.38961,10
240115,9,1531917720,           2018-07-18 12:42:00,           2018-07-18 06:42:00,3.02,7.568,44.83255,10
240115,9,1531919520,           2018-07-18 13:12:00,           2018-07-18 07:12:00,3.02,7.405,44.08603,10
240115,9,1531921320,           2018-07-18 13:42:00,           2018-07-18 07:42:00,3.01,7.491,39.77032,10
240115,9,1531923120,           2018-07-18 14:12:00,           2018-07-18 08:12:00,3.02,7.395,36.92801,10
240115,9,1531924920,           2018-07-18 14:42:00,           2018-07-18 08:42:00,3.02,7.472,41.52124,10
240115,9,1531926720,           2018-07-18 15:12:00,           2018-07-18 09:12:00,3.02,7.539,43.51893,10
240115,9,1531928520,           2018-07-18 15:42:00,           2018-07-18 09:42:00,3.02,7.635,37.75356,10
240115,9,1531930320,           2018-07-18 16:12:00,           2018-07-18 10:12:00,3.02,7.701,35.56995,10
240115,9,1531932120,           2018-07-18 16:42:00,           2018-07-18 10:42:00,3.04,7.568,37.51224,10
240115,9,1531933920,           2018-07-18 17:12:00,           2018-07-18 11:12:00,3.02,7.415,39.72456,10
240115,9,1531935720,           2018-07-18 17:42:00,           2018-07-18 11:42:00,3.02,7.577,44.11531,10
240115,9,1531937520,           2018-07-18 18:12:00,           2018-07-18 12:12:00,3.02,7.472,38.98628,10
240115,9,1531939320,           2018-07-18 18:42:00,           2018-07-18 12:42:00,3.02,7.472,44.30199,10
240115,9,1531941120,           2018-07-18 19:12:00,           2018-07-18 13:12:00,3.02,7.51,45.23834,10
240115,9,1531942920,           2018-07-18 19:42:00,           2018-07-18 13:42:00,3.02,7.758,48.84058,10
240115,9,1531944720,           2018-07-18 20:12:00,           2018-07-18 14:12:00,3.01,7.615,42.55477,10
240115,9,1531946520,           2018-07-18 20:42:00,           2018-07-18 14:42:00,3.01,7.386,46.8366,10
240115,9,1531948320,           2018-07-18 21:12:00,           2018-07-18 15:12:00,3.02,7.434,46.9669,10
240115,9,1531950120,           2018-07-18 21:42:00,           2018-07-18 15:42:00,3.02,7.635,41.81391,10
240115,9,1531951920,           2018-07-18 22:12:00,           2018-07-18 16:12:00,3.02,7.568,43.36487,10
240115,9,1531953720,           2018-07-18 22:42:00,           2018-07-18 16:42:00,3.02,7.711,42.82026,10
240115,9,1531955520,           2018-07-18 23:12:00,           2018-07-18 17:12:00,3.02,7.577,45.90395,10
240115,9,1531957320,           2018-07-18 23:42:00,           2018-07-18 17:42:00,3.02,7.568,42.33735,10
240115,9,1531959120,           2018-07-19 00:12:00,           2018-07-18 18:12:00,3.02,7.615,43.86889,10
240115,9,1531960920,           2018-07-19 00:42:00,           2018-07-18 18:42:00,3.01,7.549,45.09616,10
240115,9,1531962720,           2018-07-19 01:12:00,           2018-07-18 19:12:00,3.01,7.615,41.37808,10
240115,9,1531964520,           2018-07-19 01:42:00,           2018-07-18 19:42:00,3.02,7.577,38.94673,10
240115,9,1531966320,           2018-07-19 02:12:00,           2018-07-18 20:12:00,3.02,7.462,44.51124,10
240115,9,1531968120,           2018-07-19 02:42:00,           2018-07-18 20:42:00,3.01,7.462,43.53206,10
240115,9,1531969920,           2018-07-19 03:12:00,           2018-07-18 21:12:00,3.02,7.558,44.38904,10
240115,9,1531971720,           2018-07-19 03:42:00,           2018-07-18 21:42:00,3.02,7.587,43.28292,10
240115,9,1531973520,           2018-07-19 04:12:00,           2018-07-18 22:12:00,3.01,7.539,40.55855,10
240115,9,1531975320,           2018-07-19 04:42:00,           2018-07-18 22:42:00,3.01,7.395,43.47282,10
240115,9,1531977120,           2018-07-19 05:12:00,           2018-07-18 23:12:00,3.01,7.51,42.26315,10
240115,9,1531978920,           2018-07-19 05:42:00,           2018-07-18 23:42:00,3.02,7.577,41.01114,10
240115,9,1531980720,           2018-07-19 06:12:00,           2018-07-19 00:12:00,3.02,7.568,42.06075,10
240115,9,1531982520,           2018-07-19 06:42:00,           2018-07-19 00:42:00,3.02,7.558,34.98964,10
240115,9,1531984320,           2018-07-19 07:12:00,           2018-07-19 01:12:00,3.01,7.568,46.53289,10
240115,9,1531986120,           2018-07-19 07:42:00,           2018-07-19 01:42:00,3.02,7.501,40.8362,10
240115,9,1531987920,           2018-07-19 08:12:00,           2018-07-19 02:12:00,3.02,7.692,44.73635,10
240115,9,1531989720,           2018-07-19 08:42:00,           2018-07-19 02:42:00,3.01,7.415,31.7869,10
240115,9,1531991520,           2018-07-19 09:12:00,           2018-07-19 03:12:00,3.01,7.357,39.68152,10
240115,9,1531993320,           2018-07-19 09:42:00,           2018-07-19 03:42:00,3.01,7.577,44.57719,10
240115,9,1531995120,           2018-07-19 10:12:00,           2018-07-19 04:12:00,3.02,7.644,41.00367,10
240115,9,1531996920,           2018-07-19 10:42:00,           2018-07-19 04:42:00,3.01,7.596,41.68829,10
240115,9,1531998720,           2018-07-19 11:12:00,           2018-07-19 05:12:00,3.01,7.482,41.4942,10
240115,9,1532000520,           2018-07-19 11:42:00,           2018-07-19 05:42:00,3.01,7.443,35.90629,10
240115,9,1532002320,           2018-07-19 12:12:00,           2018-07-19 06:12:00,3.03,7.596,42.06648,10
240115,9,1532004120,           2018-07-19 12:42:00,           2018-07-19 06:42:00,3.01,7.596,39.10267,10
240115,9,1532005920,           2018-07-19 13:12:00,           2018-07-19 07:12:00,3.01,7.443,41.1893,10
240115,9,1532007720,           2018-07-19 13:42:00,           2018-07-19 07:42:00,3.01,7.51,39.84682,10
240115,9,1532009520,           2018-07-19 14:12:00,           2018-07-19 08:12:00,3.02,7.787,43.75871,10
240115,9,1532011320,           2018-07-19 14:42:00,           2018-07-19 08:42:00,3.01,7.472,44.771,10
240115,9,1532013120,           2018-07-19 15:12:00,           2018-07-19 09:12:00,3.01,7.472,47.20277,10
240115,9,1532014920,           2018-07-19 15:42:00,           2018-07-19 09:42:00,3.01,7.529,46.35802,10
240115,9,1532016720,           2018-07-19 16:12:00,           2018-07-19 10:12:00,3.01,7.663,40.98802,10
240115,9,1532018520,           2018-07-19 16:42:00,           2018-07-19 10:42:00,3.01,7.615,36.58315,10
240115,9,1532020320,           2018-07-19 17:12:00,           2018-07-19 11:12:00,3.02,7.711,46.69289,10
240115,9,1532022120,           2018-07-19 17:42:00,           2018-07-19 11:42:00,3.02,7.587,44.84855,10
240115,9,1532023920,           2018-07-19 18:12:00,           2018-07-19 12:12:00,3.01,7.549,45.08952,10
240115,9,1532025720,           2018-07-19 18:42:00,           2018-07-19 12:42:00,3.02,7.577,48.25936,10
240115,9,1532027520,           2018-07-19 19:12:00,           2018-07-19 13:12:00,3.01,7.539,47.14199,10
240115,9,1532029320,           2018-07-19 19:42:00,           2018-07-19 13:42:00,3.01,7.577,46.89221,10
240115,9,1532031120,           2018-07-19 20:12:00,           2018-07-19 14:12:00,3.01,7.654,47.59633,10
240115,9,1532032920,           2018-07-19 20:42:00,           2018-07-19 14:42:00,3.01,7.806,48.24951,10
240115,9,1532034720,           2018-07-19 21:12:00,           2018-07-19 15:12:00,3.01,7.777,46.66438,10
240115,9,1532036520,           2018-07-19 21:42:00,           2018-07-19 15:42:00,3.01,7.539,42.74187,10
240115,9,1532038320,           2018-07-19 22:12:00,           2018-07-19 16:12:00,3.01,7.577,44.10636,10
240115,9,1532040120,           2018-07-19 22:42:00,           2018-07-19 16:42:00,3.01,7.749,46.17434,10
240115,9,1532041920,           2018-07-19 23:12:00,           2018-07-19 17:12:00,3.02,7.606,46.88376,10
240115,9,1532043720,           2018-07-19 23:42:00,           2018-07-19 17:42:00,3.01,7.472,45.40162,10
240115,9,1532045520,           2018-07-20 00:12:00,           2018-07-19 18:12:00,3.02,7.692,47.39364,10
240115,9,1532047320,           2018-07-20 00:42:00,           2018-07-19 18:42:00,3.01,7.549,44.8387,10
240115,9,1532049120,           2018-07-20 01:12:00,           2018-07-19 19:12:00,3.01,7.549,45.48713,10
240115,9,1532050920,           2018-07-20 01:42:00,           2018-07-19 19:42:00,3.01,7.796,46.0986,10
240115,9,1532052720,           2018-07-20 02:12:00,           2018-07-19 20:12:00,3.02,7.72,45.25888,10
240115,9,1532054520,           2018-07-20 02:42:00,           2018-07-19 20:42:00,3.01,7.606,45.58005,10
240115,9,1532056320,           2018-07-20 03:12:00,           2018-07-19 21:12:00,3.01,7.501,43.1028,10
240115,9,1532058120,           2018-07-20 03:42:00,           2018-07-19 21:42:00,3.01,7.491,44.16512,10
240115,9,1532059920,           2018-07-20 04:12:00,           2018-07-19 22:12:00,3.01,7.462,43.23457,10
240115,9,1532061720,           2018-07-20 04:42:00,           2018-07-19 22:42:00,3.01,7.558,42.51236,10
240115,9,1532063520,           2018-07-20 05:12:00,           2018-07-19 23:12:00,3.02,7.701,46.04893,10
240115,9,1532065320,           2018-07-20 05:42:00,           2018-07-19 23:42:00,3.01,7.825,43.8582,10
240115,9,1532067120,           2018-07-20 06:12:00,           2018-07-20 00:12:00,3.01,7.472,43.46045,10
240115,9,1532068920,           2018-07-20 06:42:00,           2018-07-20 00:42:00,3.01,7.558,43.7803,10
240115,9,1532070720,           2018-07-20 07:12:00,           2018-07-20 01:12:00,3.01,7.596,46.23847,10
240115,9,1532072520,           2018-07-20 07:42:00,           2018-07-20 01:42:00,3.01,7.587,46.47225,10
240115,9,1532074320,           2018-07-20 08:12:00,           2018-07-20 02:12:00,3.01,7.549,44.8605,10
240115,9,1532076120,           2018-07-20 08:42:00,           2018-07-20 02:42:00,3.01,7.501,43.50949,10
240115,9,1532077920,           2018-07-20 09:12:00,           2018-07-20 03:12:00,3.01,7.606,44.22304,10
240115,9,1532079720,           2018-07-20 09:42:00,           2018-07-20 03:42:00,3.01,7.711,44.36396,10
240115,9,1532081520,           2018-07-20 10:12:00,           2018-07-20 04:12:00,3.01,7.749,45.01693,10
240115,9,1532083320,           2018-07-20 10:42:00,           2018-07-20 04:42:00,3.01,7.701,42.03014,10
240115,9,1532085120,           2018-07-20 11:12:00,           2018-07-20 05:12:00,3.01,7.539,44.57831,10
240115,9,1532086920,           2018-07-20 11:42:00,           2018-07-20 05:42:00,3.01,7.549,43.25805,10
240115,9,1532088720,           2018-07-20 12:12:00,           2018-07-20 06:12:00,3.01,7.596,41.15842,10
240115,9,1532090520,           2018-07-20 12:42:00,           2018-07-20 06:42:00,3.01,7.587,43.1406,10
240115,9,1532092320,           2018-07-20 13:12:00,           2018-07-20 07:12:00,3.01,7.443,44.35977,10
240115,9,1532094120,           2018-07-20 13:42:00,           2018-07-20 07:42:00,3.01,7.644,45.98486,10
240115,9,1532095920,           2018-07-20 14:12:00,           2018-07-20 08:12:00,3.01,7.587,45.28578,10
240115,9,1532097720,           2018-07-20 14:42:00,           2018-07-20 08:42:00,3.01,7.424,43.23394,10
240115,9,1532099520,           2018-07-20 15:12:00,           2018-07-20 09:12:00,3.01,7.587,45.58753,10
240115,9,1532101320,           2018-07-20 15:42:00,           2018-07-20 09:42:00,3.01,7.663,45.39365,10
240115,9,1532103120,           2018-07-20 16:12:00,           2018-07-20 10:12:00,3.01,7.825,46.39414,10
240115,9,1532104920,           2018-07-20 16:42:00,           2018-07-20 10:42:00,3.01,7.395,42.88713,10
240115,9,1532106720,           2018-07-20 17:12:00,           2018-07-20 11:12:00,3.01,7.663,46.04152,10
240115,9,1532108520,           2018-07-20 17:42:00,           2018-07-20 11:42:00,3.01,7.606,45.56098,10
240115,9,1532110320,           2018-07-20 18:12:00,           2018-07-20 12:12:00,3.01,7.52,45.90046,10
240115,9,1532112120,           2018-07-20 18:42:00,           2018-07-20 12:42:00,3.01,7.872,46.42222,10
240115,9,1532113920,           2018-07-20 19:12:00,           2018-07-20 13:12:00,3.01,8.1,48.66906,10
240115,9,1532115720,           2018-07-20 19:42:00,           2018-07-20 13:42:00,3.01,7.91,47.00002,10
240115,9,1532117520,           2018-07-20 20:12:00,           2018-07-20 14:12:00,3.01,7.711,45.82787,10
240115,9,1532119320,           2018-07-20 20:42:00,           2018-07-20 14:42:00,3.01,7.72,46.85756,10
240115,9,1532121120,           2018-07-20 21:12:00,           2018-07-20 15:12:00,3.01,7.472,42.20418,10
240115,9,1532122920,           2018-07-20 21:42:00,           2018-07-20 15:42:00,3.01,7.739,42.88936,10
240115,9,1532124720,           2018-07-20 22:12:00,           2018-07-20 16:12:00,3.01,7.635,43.30653,10
240115,9,1532126520,           2018-07-20 22:42:00,           2018-07-20 16:42:00,3.01,7.711,43.82473,10
240115,9,1532128320,           2018-07-20 23:12:00,           2018-07-20 17:12:00,3.01,7.654,43.24987,10
240115,9,1532130120,           2018-07-20 23:42:00,           2018-07-20 17:42:00,3.01,7.711,45.49852,10
240115,9,1532131920,           2018-07-21 00:12:00,           2018-07-20 18:12:00,3.01,7.806,44.86497,10
240115,9,1532133720,           2018-07-21 00:42:00,           2018-07-20 18:42:00,3.01,7.596,39.95875,10
240115,9,1532135520,           2018-07-21 01:12:00,           2018-07-20 19:12:00,3.01,7.472,42.0502,10
240115,9,1532137320,           2018-07-21 01:42:00,           2018-07-20 19:42:00,3.01,7.568,42.69953,10
240115,9,1532139120,           2018-07-21 02:12:00,           2018-07-20 20:12:00,3.01,7.692,42.62499,10
240115,9,1532140920,           2018-07-21 02:42:00,           2018-07-20 20:42:00,3.01,7.654,42.81446,10
240115,9,1532142720,           2018-07-21 03:12:00,           2018-07-20 21:12:00,3.01,7.72,38.48198,10
240115,9,1532144520,           2018-07-21 03:42:00,           2018-07-20 21:42:00,3.01,7.787,38.10757,10
240115,9,1532146320,           2018-07-21 04:12:00,           2018-07-20 22:12:00,3.01,7.825,39.97531,10
240115,9,1532148120,           2018-07-21 04:42:00,           2018-07-20 22:42:00,3.01,7.635,36.45705,10
240115,9,1532149920,           2018-07-21 05:12:00,           2018-07-20 23:12:00,3.01,7.549,37.60984,10
240115,9,1532151720,           2018-07-21 05:42:00,           2018-07-20 23:42:00,3.01,7.577,40.63345,10
240115,9,1532153520,           2018-07-21 06:12:00,           2018-07-21 00:12:00,3.01,7.739,42.30423,10
240115,9,1532155320,           2018-07-21 06:42:00,           2018-07-21 00:42:00,3.01,7.596,37.21062,10
240115,9,1532157120,           2018-07-21 07:12:00,           2018-07-21 01:12:00,3.01,7.625,40.76305,10
240115,9,1532158920,           2018-07-21 07:42:00,           2018-07-21 01:42:00,3.01,7.596,41.16764,10
240115,9,1532160720,           2018-07-21 08:12:00,           2018-07-21 02:12:00,3.01,7.587,40.91082,10
240115,9,1532162520,           2018-07-21 08:42:00,           2018-07-21 02:42:00,3.01,7.673,40.61291,10
240115,9,1532164320,           2018-07-21 09:12:00,           2018-07-21 03:12:00,3.01,7.711,40.31919,10
240115,9,1532166120,           2018-07-21 09:42:00,           2018-07-21 03:42:00,3.01,7.749,38.27057,10
240115,9,1532167920,           2018-07-21 10:12:00,           2018-07-21 04:12:00,3.01,7.682,40.68536,10
240115,9,1532169720,           2018-07-21 10:42:00,           2018-07-21 04:42:00,3.01,7.615,40.45165,10
240115,9,1532171520,           2018-07-21 11:12:00,           2018-07-21 05:12:00,3.01,7.654,37.73218,10
240115,9,1532173320,           2018-07-21 11:42:00,           2018-07-21 05:42:00,3.01,7.606,36.13342,10
240115,9,1532175120,           2018-07-21 12:12:00,           2018-07-21 06:12:00,3.01,7.615,37.23047,10
240115,9,1532176920,           2018-07-21 12:42:00,           2018-07-21 06:42:00,3.01,7.758,38.76257,10
240115,9,1532178720,           2018-07-21 13:12:00,           2018-07-21 07:12:00,3.01,7.549,36.92396,10
240115,9,1532180520,           2018-07-21 13:42:00,           2018-07-21 07:42:00,3.01,7.663,37.11596,10
240115,9,1532182320,           2018-07-21 14:12:00,           2018-07-21 08:12:00,3.01,7.52,40.67516,10
240115,9,1532184120,           2018-07-21 14:42:00,           2018-07-21 08:42:00,3.01,7.596,41.42622,10
