Sensor,depth,Unix.Timestamp,UTC_Date_._Time,Mountain.Standard.Time,Battery,Temperature,PAR,Acceleration.X,Acceleration.Y,Acceleration.Z
695220,9,1531417020,           2018-07-12 17:37:00,           2018-07-12 11:37:00,3.45,7.174,101.36056,1.12,-0.119,0.177
695220,9,1531418820,           2018-07-12 18:07:00,           2018-07-12 12:07:00,3.46,7.203,28.53363,1.136,-0.121,0.152
695220,9,1531420620,           2018-07-12 18:37:00,           2018-07-12 12:37:00,3.45,7.271,12.08753,1.129,-0.144,0.144
695220,9,1531422420,           2018-07-12 19:07:00,           2018-07-12 13:07:00,3.45,7.174,20.78193,1.132,-0.173,0.124
695220,9,1531424220,           2018-07-12 19:37:00,           2018-07-12 13:37:00,3.45,7.126,11.74313,1.136,-0.152,0.134
695220,9,1531426020,           2018-07-12 20:07:00,           2018-07-12 14:07:00,3.45,7.068,4.68605,1.132,-0.13,0.214
695220,9,1531427820,           2018-07-12 20:37:00,           2018-07-12 14:37:00,3.45,7.126,1.91341,1.144,-0.111,0.147
695220,9,1531429620,           2018-07-12 21:07:00,           2018-07-12 15:07:00,3.45,7.222,13.68982,1.134,-0.132,0.147
695220,9,1531431420,           2018-07-12 21:37:00,           2018-07-12 15:37:00,3.45,7.02,9.59507,1.135,-0.148,0.135
695220,9,1531433220,           2018-07-12 22:07:00,           2018-07-12 16:07:00,3.45,7.136,31.76448,1.124,-0.141,0.159
695220,9,1531435020,           2018-07-12 22:37:00,           2018-07-12 16:37:00,3.45,7.261,22.22662,1.132,-0.141,0.119
695220,9,1531436820,           2018-07-12 23:07:00,           2018-07-12 17:07:00,3.45,7.29,45.08189,1.128,-0.136,0.14
695220,9,1531438620,           2018-07-12 23:37:00,           2018-07-12 17:37:00,3.45,7.376,34.4875,1.132,-0.116,0.147
695220,9,1531440420,           2018-07-13 00:07:00,           2018-07-12 18:07:00,3.45,7.088,4.07315,1.131,-0.112,0.153
695220,9,1531442220,           2018-07-13 00:37:00,           2018-07-12 18:37:00,3.45,7.116,3.75211,1.129,-0.127,0.147
695220,9,1531444020,           2018-07-13 01:07:00,           2018-07-12 19:07:00,3.45,7.059,1.30927,1.134,-0.144,0.201
695220,9,1531445820,           2018-07-13 01:37:00,           2018-07-12 19:37:00,3.45,7.174,1.58361,1.144,-0.135,0.148
695220,9,1531447620,           2018-07-13 02:07:00,           2018-07-12 20:07:00,3.45,7.367,0.0572,1.127,-0.141,0.137
695220,9,1531449420,           2018-07-13 02:37:00,           2018-07-12 20:37:00,3.45,7.184,1.42309,1.136,-0.144,0.144
695220,9,1531451220,           2018-07-13 03:07:00,           2018-07-12 21:07:00,3.45,7.242,-0.27843,1.132,-0.136,0.12
695220,9,1531453020,           2018-07-13 03:37:00,           2018-07-12 21:37:00,3.45,7.222,1.40558,1.132,-0.148,0.127
695220,9,1531454820,           2018-07-13 04:07:00,           2018-07-12 22:07:00,3.45,7.299,0.2294,1.126,-0.164,0.152
695220,9,1531456620,           2018-07-13 04:37:00,           2018-07-12 22:37:00,3.45,7.213,0.57671,1.136,-0.14,0.135
695220,9,1531458420,           2018-07-13 05:07:00,           2018-07-12 23:07:00,3.45,7.261,-0.28135,1.132,-0.137,0.127
695220,9,1531460220,           2018-07-13 05:37:00,           2018-07-12 23:37:00,3.45,7.174,-0.18212,1.135,-0.141,0.142
695220,9,1531462020,           2018-07-13 06:07:00,           2018-07-13 00:07:00,3.46,6.952,-0.55861,1.132,-0.148,0.182
695220,9,1531463820,           2018-07-13 06:37:00,           2018-07-13 00:37:00,3.46,7.02,0.35782,1.132,-0.141,0.143
695220,9,1531465620,           2018-07-13 07:07:00,           2018-07-13 01:07:00,3.45,7.261,-0.76291,1.136,-0.136,0.15
695220,9,1531467420,           2018-07-13 07:37:00,           2018-07-13 01:37:00,3.45,7.203,-0.09164,1.136,-0.141,0.142
695220,9,1531469220,           2018-07-13 08:07:00,           2018-07-13 02:07:00,3.45,7.194,-0.1792,1.134,-0.144,0.195
695220,9,1531471020,           2018-07-13 08:37:00,           2018-07-13 02:37:00,3.45,7.107,-0.82128,1.139,-0.137,0.147
695220,9,1531472820,           2018-07-13 09:07:00,           2018-07-13 03:07:00,3.45,7.107,-1.32911,1.128,-0.13,0.147
695220,9,1531474620,           2018-07-13 09:37:00,           2018-07-13 03:37:00,3.45,7.271,-0.54402,1.134,-0.141,0.153
695220,9,1531476420,           2018-07-13 10:07:00,           2018-07-13 04:07:00,3.45,7.165,-0.18504,1.123,-0.136,0.147
695220,9,1531478220,           2018-07-13 10:37:00,           2018-07-13 04:37:00,3.45,7.194,0.58255,1.134,-0.138,0.159
695220,9,1531480020,           2018-07-13 11:07:00,           2018-07-13 05:07:00,3.45,7.261,-0.21714,1.127,-0.14,0.135
695220,9,1531481820,           2018-07-13 11:37:00,           2018-07-13 05:37:00,3.45,7.116,-0.08872,1.134,-0.144,0.145
695220,9,1531483620,           2018-07-13 12:07:00,           2018-07-13 06:07:00,3.45,6.952,0.10682,1.136,-0.141,0.14
695220,9,1531485420,           2018-07-13 12:37:00,           2018-07-13 06:37:00,3.45,7.049,1.73246,1.136,-0.136,0.143
695220,9,1531487220,           2018-07-13 13:07:00,           2018-07-13 07:07:00,3.45,7.136,12.15757,1.134,-0.133,0.14
695220,9,1531489020,           2018-07-13 13:37:00,           2018-07-13 07:37:00,3.46,7.184,11.02225,1.129,-0.14,0.148
695220,9,1531490820,           2018-07-13 14:07:00,           2018-07-13 08:07:00,3.45,7.184,17.62988,1.137,-0.154,0.2
695220,9,1531492620,           2018-07-13 14:37:00,           2018-07-13 08:37:00,3.45,7.145,37.81759,1.136,-0.144,0.131
695220,9,1531494420,           2018-07-13 15:07:00,           2018-07-13 09:07:00,3.45,7.145,22.04567,1.139,-0.153,0.127
695220,9,1531496220,           2018-07-13 15:37:00,           2018-07-13 09:37:00,3.45,7.136,44.06331,1.127,-0.149,0.143
695220,9,1531498020,           2018-07-13 16:07:00,           2018-07-13 10:07:00,3.45,7.232,54.80363,1.137,-0.152,0.192
695220,9,1531499820,           2018-07-13 16:37:00,           2018-07-13 10:37:00,3.45,7.184,22.17116,1.132,-0.144,0.143
695220,9,1531501620,           2018-07-13 17:07:00,           2018-07-13 11:07:00,3.45,7.251,63.79572,1.132,-0.153,0.136
695220,9,1531503420,           2018-07-13 17:37:00,           2018-07-13 11:37:00,3.45,7.213,20.32663,1.132,-0.148,0.14
695220,9,1531505220,           2018-07-13 18:07:00,           2018-07-13 12:07:00,3.46,7.107,23.80556,1.129,-0.138,0.143
695220,9,1531507020,           2018-07-13 18:37:00,           2018-07-13 12:37:00,3.45,7.251,27.79816,1.134,-0.136,0.144
695220,9,1531508820,           2018-07-13 19:07:00,           2018-07-13 13:07:00,3.45,7.261,10.13792,1.134,-0.157,0.14
695220,9,1531510620,           2018-07-13 19:37:00,           2018-07-13 13:37:00,3.45,7.242,58.95966,1.131,-0.157,0.147
695220,9,1531512420,           2018-07-13 20:07:00,           2018-07-13 14:07:00,3.45,7.136,18.80606,1.136,-0.178,0.134
695220,9,1531514220,           2018-07-13 20:37:00,           2018-07-13 14:37:00,3.46,7.116,34.54296,1.132,-0.154,0.198
695220,9,1531516020,           2018-07-13 21:07:00,           2018-07-13 15:07:00,3.45,7.203,27.62304,1.136,-0.143,0.158
695220,9,1531517820,           2018-07-13 21:37:00,           2018-07-13 15:37:00,3.45,7.232,22.68483,1.136,-0.153,0.135
695220,9,1531519620,           2018-07-13 22:07:00,           2018-07-13 16:07:00,3.45,7.194,52.97953,1.136,-0.144,0.126
695220,9,1531521420,           2018-07-13 22:37:00,           2018-07-13 16:37:00,3.45,7.03,45.31538,1.135,-0.167,0.172
695220,9,1531523220,           2018-07-13 23:07:00,           2018-07-13 17:07:00,3.45,7.203,38.98501,1.134,-0.138,0.127
695220,9,1531525020,           2018-07-13 23:37:00,           2018-07-13 17:37:00,3.45,7.203,9.06973,1.139,-0.153,0.198
695220,9,1531526820,           2018-07-14 00:07:00,           2018-07-13 18:07:00,3.45,7.338,14.95064,1.132,-0.136,0.135
695220,9,1531528620,           2018-07-14 00:37:00,           2018-07-13 18:37:00,3.45,7.251,6.50431,1.136,-0.136,0.136
695220,9,1531530420,           2018-07-14 01:07:00,           2018-07-13 19:07:00,3.45,7.165,3.9243,1.143,-0.153,0.192
695220,9,1531532220,           2018-07-14 01:37:00,           2018-07-13 19:37:00,3.45,7.145,2.23153,1.131,-0.137,0.135
695220,9,1531534020,           2018-07-14 02:07:00,           2018-07-13 20:07:00,3.45,7.165,2.79482,1.136,-0.137,0.131
695220,9,1531535820,           2018-07-14 02:37:00,           2018-07-13 20:37:00,3.45,7.107,1.51065,1.129,-0.135,0.147
695220,9,1531537620,           2018-07-14 03:07:00,           2018-07-13 21:07:00,3.45,7.203,0.95904,1.155,-0.148,-0.008
695220,9,1531539420,           2018-07-14 03:37:00,           2018-07-13 21:37:00,3.45,7.222,-2.34769,1.129,-0.135,0.14
695220,9,1531541220,           2018-07-14 04:07:00,           2018-07-13 22:07:00,3.45,7.222,-0.33388,1.135,-0.132,0.147
695220,9,1531543020,           2018-07-14 04:37:00,           2018-07-13 22:37:00,3.46,7.203,-0.34556,1.134,-0.141,0.148
695220,9,1531544820,           2018-07-14 05:07:00,           2018-07-13 23:07:00,3.45,7.078,-0.42436,1.135,-0.14,0.137
695220,9,1531546620,           2018-07-14 05:37:00,           2018-07-13 23:37:00,3.45,7.174,-0.10915,1.135,-0.141,0.142
695220,9,1531548420,           2018-07-14 06:07:00,           2018-07-14 00:07:00,3.45,7.184,-2.63079,1.134,-0.144,0.14
695220,9,1531550220,           2018-07-14 06:37:00,           2018-07-14 00:37:00,3.45,7.174,0.86856,1.135,-0.144,0.143
695220,9,1531552020,           2018-07-14 07:07:00,           2018-07-14 01:07:00,3.46,7.222,-0.26676,1.134,-0.132,0.143
695220,9,1531553820,           2018-07-14 07:37:00,           2018-07-14 01:37:00,3.46,7.107,-0.33097,1.127,-0.136,0.142
695220,9,1531555620,           2018-07-14 08:07:00,           2018-07-14 02:07:00,3.46,7.145,-1.63264,1.139,-0.13,0.145
695220,9,1531557420,           2018-07-14 08:37:00,           2018-07-14 02:37:00,3.46,7.155,0.75474,1.132,-0.136,0.15
695220,9,1531559220,           2018-07-14 09:07:00,           2018-07-14 03:07:00,3.46,7.136,1.24798,1.132,-0.138,0.151
695220,9,1531561020,           2018-07-14 09:37:00,           2018-07-14 03:37:00,3.45,7.213,-0.26092,1.134,-0.129,0.147
695220,9,1531562820,           2018-07-14 10:07:00,           2018-07-14 04:07:00,3.46,7.213,-0.35431,1.14,-0.136,0.14
695220,9,1531564620,           2018-07-14 10:37:00,           2018-07-14 04:37:00,3.45,7.097,-0.1004,1.136,-0.127,0.137
695220,9,1531566420,           2018-07-14 11:07:00,           2018-07-14 05:07:00,3.46,7.174,-2.28057,1.144,-0.14,-0.06
695220,9,1531568220,           2018-07-14 11:37:00,           2018-07-14 05:37:00,3.45,7.145,-1.15984,1.132,-0.132,0.143
695220,9,1531570020,           2018-07-14 12:07:00,           2018-07-14 06:07:00,3.45,7.232,1.56026,1.136,-0.13,0.147
695220,9,1531571820,           2018-07-14 12:37:00,           2018-07-14 06:37:00,3.45,7.271,3.35226,1.139,-0.148,0.204
695220,9,1531573620,           2018-07-14 13:07:00,           2018-07-14 07:07:00,3.45,7.222,7.7126,1.132,-0.13,0.135
695220,9,1531575420,           2018-07-14 13:37:00,           2018-07-14 07:37:00,3.45,7.136,12.81425,1.136,-0.137,0.14
695220,9,1531577220,           2018-07-14 14:07:00,           2018-07-14 08:07:00,3.45,7.088,17.77872,1.128,-0.132,0.153
695220,9,1531579020,           2018-07-14 14:37:00,           2018-07-14 08:37:00,3.45,7.155,26.93718,1.132,-0.133,0.15
695220,9,1531580820,           2018-07-14 15:07:00,           2018-07-14 09:07:00,3.45,7.29,34.24526,1.137,-0.122,0.135
695220,9,1531582620,           2018-07-14 15:37:00,           2018-07-14 09:37:00,3.46,7.251,43.4796,1.136,-0.137,0.134
695220,9,1531584420,           2018-07-14 16:07:00,           2018-07-14 10:07:00,3.45,7.29,56.86997,1.127,-0.121,0.152
695220,9,1531586220,           2018-07-14 16:37:00,           2018-07-14 10:37:00,3.45,7.251,68.1152,1.132,-0.121,0.161
695220,9,1531588020,           2018-07-14 17:07:00,           2018-07-14 11:07:00,3.45,7.184,82.97945,1.136,-0.111,0.152
695220,9,1531589820,           2018-07-14 17:37:00,           2018-07-14 11:37:00,3.45,7.319,106.06821,1.136,-0.109,0.167
695220,9,1531591620,           2018-07-14 18:07:00,           2018-07-14 12:07:00,3.45,7.213,25.1948,1.139,-0.125,0.161
695220,9,1531593420,           2018-07-14 18:37:00,           2018-07-14 12:37:00,3.46,7.039,28.9218,1.136,-0.148,0.188
695220,9,1531595220,           2018-07-14 19:07:00,           2018-07-14 13:07:00,3.45,7.155,120.53845,1.134,-0.164,0.143
695220,9,1531597020,           2018-07-14 19:37:00,           2018-07-14 13:37:00,3.45,7.376,107.83686,1.137,-0.138,0.143
695220,9,1531598820,           2018-07-14 20:07:00,           2018-07-14 14:07:00,3.45,7.347,21.07087,1.116,-0.143,0.143
695220,9,1531600620,           2018-07-14 20:37:00,           2018-07-14 14:37:00,3.45,7.386,91.28276,1.136,-0.137,0.143
695220,9,1531602420,           2018-07-14 21:07:00,           2018-07-14 15:07:00,3.46,6.991,59.94322,1.137,-0.148,0.143
695220,9,1531604220,           2018-07-14 21:37:00,           2018-07-14 15:37:00,3.45,7.203,28.31766,1.136,-0.141,0.14
695220,9,1531606020,           2018-07-14 22:07:00,           2018-07-14 16:07:00,3.45,7.213,56.51683,1.132,-0.14,0.131
695220,9,1531607820,           2018-07-14 22:37:00,           2018-07-14 16:37:00,3.45,7.29,12.31225,1.132,-0.164,0.184
695220,9,1531609620,           2018-07-14 23:07:00,           2018-07-14 17:07:00,3.45,7.28,15.04403,1.127,-0.136,0.143
695220,9,1531611420,           2018-07-14 23:37:00,           2018-07-14 17:37:00,3.45,7.136,7.33027,1.136,-0.141,0.152
695220,9,1531613220,           2018-07-15 00:07:00,           2018-07-14 18:07:00,3.45,7.415,19.06581,1.134,-0.137,0.143
695220,9,1531615020,           2018-07-15 00:37:00,           2018-07-14 18:37:00,3.45,7.434,5.12091,1.135,-0.141,0.124
695220,9,1531616820,           2018-07-15 01:07:00,           2018-07-14 19:07:00,3.45,7.271,2.75688,1.12,-0.141,0.158
695220,9,1531618620,           2018-07-15 01:37:00,           2018-07-14 19:37:00,3.46,7.097,1.49022,1.134,-0.138,0.15
695220,9,1531620420,           2018-07-15 02:07:00,           2018-07-14 20:07:00,3.45,7.059,0.2761,1.135,-0.136,0.14
695220,9,1531622220,           2018-07-15 02:37:00,           2018-07-14 20:37:00,3.45,7.068,0.73431,1.135,-0.13,0.124
695220,9,1531624020,           2018-07-15 03:07:00,           2018-07-14 21:07:00,3.45,7.232,-1.52466,1.139,-0.143,0.142
695220,9,1531625820,           2018-07-15 03:37:00,           2018-07-14 21:37:00,3.45,7.222,-1.24448,1.135,-0.136,0.14
695220,9,1531627620,           2018-07-15 04:07:00,           2018-07-14 22:07:00,3.45,7.242,0.24983,1.128,-0.127,0.124
695220,9,1531629420,           2018-07-15 04:37:00,           2018-07-14 22:37:00,3.45,7.213,0.89191,1.132,-0.137,0.143
695220,9,1531631220,           2018-07-15 05:07:00,           2018-07-14 23:07:00,3.45,7.299,0.33155,1.136,-0.137,0.143
695220,9,1531633020,           2018-07-15 05:37:00,           2018-07-14 23:37:00,3.45,7.357,0.93569,1.135,-0.136,0.143
695220,9,1531634820,           2018-07-15 06:07:00,           2018-07-15 00:07:00,3.45,7.184,1.23922,1.136,-0.127,0.14
695220,9,1531636620,           2018-07-15 06:37:00,           2018-07-15 00:37:00,3.46,7.107,0.25567,1.136,-0.138,0.143
695220,9,1531638420,           2018-07-15 07:07:00,           2018-07-15 01:07:00,3.45,7.116,0.56795,1.134,-0.137,0.144
695220,9,1531640220,           2018-07-15 07:37:00,           2018-07-15 01:37:00,3.45,7.136,-0.19963,1.136,-0.125,0.153
695220,9,1531642020,           2018-07-15 08:07:00,           2018-07-15 02:07:00,3.45,7.184,-0.67536,1.136,-0.135,0.143
695220,9,1531643820,           2018-07-15 08:37:00,           2018-07-15 02:37:00,3.46,7.126,0.32863,1.142,-0.121,0.135
695220,9,1531645620,           2018-07-15 09:07:00,           2018-07-15 03:07:00,3.46,7.271,-0.78918,1.128,-0.119,0.152
695220,9,1531647420,           2018-07-15 09:37:00,           2018-07-15 03:37:00,3.45,7.309,-0.76583,1.134,-0.132,0.199
695220,9,1531649220,           2018-07-15 10:07:00,           2018-07-15 04:07:00,3.45,7.338,-0.0537,1.137,-0.121,0.147
695220,9,1531651020,           2018-07-15 10:37:00,           2018-07-15 04:37:00,3.46,7.097,1.07578,1.135,-0.132,0.142
695220,9,1531652820,           2018-07-15 11:07:00,           2018-07-15 05:07:00,3.45,7.261,-1.5626,1.139,-0.141,0.143
695220,9,1531654620,           2018-07-15 11:37:00,           2018-07-15 05:37:00,3.45,7.328,-1.17151,1.134,-0.136,0.126
695220,9,1531656420,           2018-07-15 12:07:00,           2018-07-15 06:07:00,3.46,7.174,2.62846,1.136,-0.136,0.147
695220,9,1531658220,           2018-07-15 12:37:00,           2018-07-15 06:37:00,3.46,7.136,1.80542,1.134,-0.141,0.16
695220,9,1531660020,           2018-07-15 13:07:00,           2018-07-15 07:07:00,3.45,7.251,1.87547,1.139,-0.144,0.135
695220,9,1531661820,           2018-07-15 13:37:00,           2018-07-15 07:37:00,3.45,7.165,4.76485,1.132,-0.137,0.135
695220,9,1531663620,           2018-07-15 14:07:00,           2018-07-15 08:07:00,3.45,7.184,7.61045,1.131,-0.133,0.156
695220,9,1531665420,           2018-07-15 14:37:00,           2018-07-15 08:37:00,3.46,7.271,23.72968,1.139,-0.14,0.142
695220,9,1531667220,           2018-07-15 15:07:00,           2018-07-15 09:07:00,3.46,7.116,12.59827,1.137,-0.144,0.147
695220,9,1531669020,           2018-07-15 15:37:00,           2018-07-15 09:37:00,3.45,7.194,27.7573,1.134,-0.16,0.188
695220,9,1531670820,           2018-07-15 16:07:00,           2018-07-15 10:07:00,3.46,7.28,15.57521,1.132,-0.143,0.127
695220,9,1531672620,           2018-07-15 16:37:00,           2018-07-15 10:37:00,3.46,7.347,5.92644,1.132,-0.144,0.137
695220,9,1531674420,           2018-07-15 17:07:00,           2018-07-15 11:07:00,3.46,7.116,2.32785,1.134,-0.14,0.172
695220,9,1531676220,           2018-07-15 17:37:00,           2018-07-15 11:37:00,3.45,7.184,2.31325,1.132,-0.145,0.152
695220,9,1531678020,           2018-07-15 18:07:00,           2018-07-15 12:07:00,3.45,7.28,6.81368,1.136,-0.138,0.147
695220,9,1531679820,           2018-07-15 18:37:00,           2018-07-15 12:37:00,3.46,7.29,9.54546,1.134,-0.132,0.14
695220,9,1531681620,           2018-07-15 19:07:00,           2018-07-15 13:07:00,3.45,7.174,11.99413,1.123,-0.138,0.156
695220,9,1531683420,           2018-07-15 19:37:00,           2018-07-15 13:37:00,3.45,7.145,6.30001,1.132,-0.138,0.142
695220,9,1531685220,           2018-07-15 20:07:00,           2018-07-15 14:07:00,3.45,7.194,13.64896,1.134,-0.137,0.143
695220,9,1531687020,           2018-07-15 20:37:00,           2018-07-15 14:37:00,3.45,7.213,5.40693,1.116,-0.136,0.158
695220,9,1531688820,           2018-07-15 21:07:00,           2018-07-15 15:07:00,3.45,7.347,4.28328,1.134,-0.138,0.131
695220,9,1531690620,           2018-07-15 21:37:00,           2018-07-15 15:37:00,3.45,7.29,3.68206,1.128,-0.141,0.143
695220,9,1531692420,           2018-07-15 22:07:00,           2018-07-15 16:07:00,3.45,7.271,4.16362,1.134,-0.136,0.143
695220,9,1531694220,           2018-07-15 22:37:00,           2018-07-15 16:37:00,3.45,7.213,2.53798,1.134,-0.148,0.198
695220,9,1531696020,           2018-07-15 23:07:00,           2018-07-15 17:07:00,3.45,7.155,0.79268,1.132,-0.145,0.174
695220,9,1531697820,           2018-07-15 23:37:00,           2018-07-15 17:37:00,3.45,7.184,6.30001,1.134,-0.135,0.137
695220,9,1531699620,           2018-07-16 00:07:00,           2018-07-15 18:07:00,3.45,7.203,10.03869,1.136,-0.136,0.152
695220,9,1531701420,           2018-07-16 00:37:00,           2018-07-15 18:37:00,3.45,7.232,4.38835,1.135,-0.148,0.188
695220,9,1531703220,           2018-07-16 01:07:00,           2018-07-15 19:07:00,3.45,7.203,5.5908,1.139,-0.144,0.129
695220,9,1531705020,           2018-07-16 01:37:00,           2018-07-15 19:37:00,3.45,7.242,4.35333,1.134,-0.136,0.131
695220,9,1531706820,           2018-07-16 02:07:00,           2018-07-15 20:07:00,3.45,7.213,1.18669,1.134,-0.141,0.14
695220,9,1531708620,           2018-07-16 02:37:00,           2018-07-15 20:37:00,3.45,7.261,0.66718,1.132,-0.146,0.185
695220,9,1531710420,           2018-07-16 03:07:00,           2018-07-15 21:07:00,3.45,7.232,-0.5411,1.128,-0.136,0.152
695220,9,1531712220,           2018-07-16 03:37:00,           2018-07-15 21:37:00,3.45,7.232,-0.92635,1.132,-0.132,0.142
695220,9,1531714020,           2018-07-16 04:07:00,           2018-07-15 22:07:00,3.45,7.232,-1.99455,1.135,-0.132,0.127
695220,9,1531715820,           2018-07-16 04:37:00,           2018-07-15 22:37:00,3.45,7.174,1.67993,1.134,-0.132,0.135
695220,9,1531717620,           2018-07-16 05:07:00,           2018-07-15 23:07:00,3.45,7.261,1.05535,1.132,-0.144,0.207
695220,9,1531719420,           2018-07-16 05:37:00,           2018-07-15 23:37:00,3.45,7.261,-0.57904,1.132,-0.132,0.137
695220,9,1531721220,           2018-07-16 06:07:00,           2018-07-16 00:07:00,3.46,7.174,0.55628,1.132,-0.141,0.142
695220,9,1531723020,           2018-07-16 06:37:00,           2018-07-16 00:37:00,3.45,7.136,-0.83296,1.152,-0.144,0.016
695220,9,1531724820,           2018-07-16 07:07:00,           2018-07-16 01:07:00,3.45,7.126,-0.5411,1.136,-0.141,0.147
695220,9,1531726620,           2018-07-16 07:37:00,           2018-07-16 01:37:00,3.46,7.194,-0.44771,1.136,-0.136,0.135
695220,9,1531728420,           2018-07-16 08:07:00,           2018-07-16 02:07:00,3.45,7.203,-1.11022,1.135,-0.141,0.14
695220,9,1531730220,           2018-07-16 08:37:00,           2018-07-16 02:37:00,3.46,7.165,-1.75522,1.132,-0.128,0.143
695220,9,1531732020,           2018-07-16 09:07:00,           2018-07-16 03:07:00,3.45,7.203,0.18854,1.136,-0.141,0.143
695220,9,1531733820,           2018-07-16 09:37:00,           2018-07-16 03:37:00,3.45,7.184,0.56503,1.137,-0.135,0.126
695220,9,1531735620,           2018-07-16 10:07:00,           2018-07-16 04:07:00,3.45,7.184,0.13601,1.132,-0.132,0.15
695220,9,1531737420,           2018-07-16 10:37:00,           2018-07-16 04:37:00,3.46,7.232,0.50083,1.136,-0.127,0.127
695220,9,1531739220,           2018-07-16 11:07:00,           2018-07-16 05:07:00,3.45,7.194,-0.62282,1.142,-0.132,0.127
695220,9,1531741020,           2018-07-16 11:37:00,           2018-07-16 05:37:00,3.45,7.251,0.08347,1.129,-0.111,0.152
695220,9,1531742820,           2018-07-16 12:07:00,           2018-07-16 06:07:00,3.46,7.107,1.58653,1.127,-0.124,0.15
695220,9,1531744620,           2018-07-16 12:37:00,           2018-07-16 06:37:00,3.45,7.184,0.87732,1.145,-0.127,0.216
695220,9,1531746420,           2018-07-16 13:07:00,           2018-07-16 07:07:00,3.45,7.338,8.83041,1.136,-0.136,0.152
695220,9,1531748220,           2018-07-16 13:37:00,           2018-07-16 07:37:00,3.45,7.107,14.10717,1.132,-0.136,0.145
695220,9,1531750020,           2018-07-16 14:07:00,           2018-07-16 08:07:00,3.46,7.126,20.42586,1.127,-0.121,0.135
695220,9,1531751820,           2018-07-16 14:37:00,           2018-07-16 08:37:00,3.45,7.261,28.14838,1.132,-0.136,0.143
695220,9,1531753620,           2018-07-16 15:07:00,           2018-07-16 09:07:00,3.46,7.261,40.61065,1.144,-0.116,0.152
695220,9,1531755420,           2018-07-16 15:37:00,           2018-07-16 09:37:00,3.46,7.261,50.81979,1.127,-0.121,0.156
695220,9,1531757220,           2018-07-16 16:07:00,           2018-07-16 10:07:00,3.45,7.357,63.17991,1.137,-0.144,-0.057
695220,9,1531759020,           2018-07-16 16:37:00,           2018-07-16 10:37:00,3.45,7.261,72.88413,1.132,-0.136,0.144
695220,9,1531760820,           2018-07-16 17:07:00,           2018-07-16 11:07:00,3.45,7.261,85.2355,1.131,-0.137,0.14
695220,9,1531762620,           2018-07-16 17:37:00,           2018-07-16 11:37:00,3.45,7.539,14.88351,1.136,-0.152,0.195
695220,9,1531764420,           2018-07-16 18:07:00,           2018-07-16 12:07:00,3.45,7.319,14.17138,1.143,-0.16,0.192
695220,9,1531766220,           2018-07-16 18:37:00,           2018-07-16 12:37:00,3.46,7.203,9.67971,1.135,-0.144,0.14
695220,9,1531768020,           2018-07-16 19:07:00,           2018-07-16 13:07:00,3.45,7.309,122.55226,1.14,-0.137,0.119
695220,9,1531769820,           2018-07-16 19:37:00,           2018-07-16 13:37:00,3.46,7.434,17.48395,1.134,-0.168,0.136
695220,9,1531771620,           2018-07-16 20:07:00,           2018-07-16 14:07:00,3.45,7.328,27.39248,1.129,-0.148,0.14
695220,9,1531773420,           2018-07-16 20:37:00,           2018-07-16 14:37:00,3.46,7.155,64.20141,1.137,-0.144,0.142
695220,9,1531775220,           2018-07-16 21:07:00,           2018-07-16 15:07:00,3.45,7.097,86.30661,1.137,-0.144,0.131
695220,9,1531777020,           2018-07-16 21:37:00,           2018-07-16 15:37:00,3.46,7.213,28.33517,1.139,-0.159,0.198
695220,9,1531778820,           2018-07-16 22:07:00,           2018-07-16 16:07:00,3.45,7.232,25.82812,1.139,-0.152,0.147
695220,9,1531780620,           2018-07-16 22:37:00,           2018-07-16 16:37:00,3.45,7.29,2.68391,1.136,-0.173,0.12
695220,9,1531782420,           2018-07-16 23:07:00,           2018-07-16 17:07:00,3.45,7.443,33.72284,1.136,-0.144,0.147
695220,9,1531784220,           2018-07-16 23:37:00,           2018-07-16 17:37:00,3.45,7.222,9.60383,1.129,-0.137,0.142
695220,9,1531786020,           2018-07-17 00:07:00,           2018-07-16 18:07:00,3.45,7.299,3.92138,1.136,-0.153,0.126
695220,9,1531787820,           2018-07-17 00:37:00,           2018-07-16 18:37:00,3.45,7.338,1.3618,1.134,-0.144,0.143
695220,9,1531789620,           2018-07-17 01:07:00,           2018-07-16 19:07:00,3.45,7.174,0.17978,1.129,-0.124,0.152
695220,9,1531791420,           2018-07-17 01:37:00,           2018-07-16 19:37:00,3.45,7.242,3.03122,1.132,-0.144,0.192
695220,9,1531793220,           2018-07-17 02:07:00,           2018-07-16 20:07:00,3.45,7.395,0.86856,1.132,-0.136,0.151
695220,9,1531795020,           2018-07-17 02:37:00,           2018-07-16 20:37:00,3.45,7.126,0.89483,1.132,-0.127,0.14
695220,9,1531796820,           2018-07-17 03:07:00,           2018-07-16 21:07:00,3.45,7.194,-1.80192,1.136,-0.135,0.135
695220,9,1531798620,           2018-07-17 03:37:00,           2018-07-16 21:37:00,3.45,7.29,-0.68119,1.132,-0.136,0.15
695220,9,1531800420,           2018-07-17 04:07:00,           2018-07-16 22:07:00,3.45,7.347,-0.13542,1.134,-0.135,0.143
695220,9,1531802220,           2018-07-17 04:37:00,           2018-07-16 22:37:00,3.45,7.376,0.44245,1.129,-0.136,0.142
695220,9,1531804020,           2018-07-17 05:07:00,           2018-07-16 23:07:00,3.45,7.222,-0.21422,1.131,-0.135,0.14
