,sensor,deployment,year,Mountain.Standard.Time,Depth,Temperature,Dissolved.Oxygen,Dissolved.Oxygen.Saturation,Battery,Q
1407,214424,Summer2018,2018,           2018-08-01 17:37:00,1.5,11.685,7.292541,104.962818,3.46,1.022
1408,214424,Summer2018,2018,           2018-08-01 18:07:00,1.5,11.677,7.297541,105.015132,3.46,1.022
1409,214424,Summer2018,2018,           2018-08-01 18:37:00,1.5,11.641,7.30754,105.070504,3.46,1.023
1410,214424,Summer2018,2018,           2018-08-01 19:07:00,1.5,11.641,7.323539,105.300544,3.46,1.024
1411,214424,Summer2018,2018,           2018-08-01 19:37:00,1.5,11.578,7.30654,104.901288,3.46,1.023
1412,214424,Summer2018,2018,           2018-08-01 20:07:00,1.5,11.552,7.281542,104.47872,3.46,1.022
1413,214424,Summer2018,2018,           2018-08-01 20:37:00,1.5,11.534,7.275542,104.348604,3.46,1.022
1414,214424,Summer2018,2018,           2018-08-01 21:07:00,1.5,11.534,7.247544,103.947043,3.46,1.023
1415,214424,Summer2018,2018,           2018-08-01 21:37:00,1.5,11.534,7.264543,104.190848,3.46,1.022
1416,214424,Summer2018,2018,           2018-08-01 22:07:00,1.5,11.507,7.255543,103.995922,3.46,1.023
1417,214424,Summer2018,2018,           2018-08-01 22:37:00,1.5,11.48,7.248543,103.829819,3.46,1.023
1418,214424,Summer2018,2018,           2018-08-01 23:07:00,1.5,11.435,7.233544,103.505597,3.46,1.023
1419,214424,Summer2018,2018,           2018-08-01 23:37:00,1.5,11.355,7.249543,103.53975,3.46,1.024
1420,214424,Summer2018,2018,           2018-08-02 00:07:00,1.5,11.31,7.203546,102.773991,3.46,1.023
1421,214424,Summer2018,2018,           2018-08-02 00:37:00,1.5,11.274,7.204545,102.701218,3.46,1.022
1422,214424,Summer2018,2018,           2018-08-02 01:07:00,1.5,11.265,7.184547,102.394438,3.46,1.023
1423,214424,Summer2018,2018,           2018-08-02 01:37:00,1.5,11.22,7.177547,102.186328,3.46,1.024
1424,214424,Summer2018,2018,           2018-08-02 02:07:00,1.5,11.265,7.148549,101.881397,3.46,1.024
1425,214424,Summer2018,2018,           2018-08-02 02:37:00,1.5,11.211,7.109551,101.196816,3.46,1.022
1426,214424,Summer2018,2018,           2018-08-02 03:07:00,1.5,11.148,7.12855,101.316656,3.46,1.024
1427,214424,Summer2018,2018,           2018-08-02 03:37:00,1.5,11.121,7.097552,100.811851,3.46,1.023
1428,214424,Summer2018,2018,           2018-08-02 04:07:00,1.5,11.121,7.089552,100.698228,3.46,1.024
1429,214424,Summer2018,2018,           2018-08-02 04:37:00,1.5,11.022,7.078552,100.307207,3.46,1.023
1430,214424,Summer2018,2018,           2018-08-02 05:07:00,1.5,11.013,7.062553,100.059204,3.46,1.023
1431,214424,Summer2018,2018,           2018-08-02 05:37:00,1.5,11.004,7.046554,99.811299,3.46,1.022
1432,214424,Summer2018,2018,           2018-08-02 06:07:00,1.5,10.968,7.062553,99.952786,3.46,1.023
1433,214424,Summer2018,2018,           2018-08-02 06:37:00,1.5,10.941,7.049554,99.705099,3.46,1.023
1434,214424,Summer2018,2018,           2018-08-02 07:07:00,1.5,10.896,7.073552,99.937994,3.46,1.024
1435,214424,Summer2018,2018,           2018-08-02 07:37:00,1.5,10.905,7.062553,99.803861,3.46,1.023
1436,214424,Summer2018,2018,           2018-08-02 08:07:00,1.5,10.896,7.070552,99.895612,3.46,1.023
1437,214424,Summer2018,2018,           2018-08-02 08:37:00,1.5,10.896,7.079552,100.022759,3.46,1.023
1438,214424,Summer2018,2018,           2018-08-02 09:07:00,1.5,10.905,7.094551,100.256038,3.46,1.024
1439,214424,Summer2018,2018,           2018-08-02 09:37:00,1.5,10.932,7.085552,100.192887,3.46,1.022
1440,214424,Summer2018,2018,           2018-08-02 10:07:00,1.5,10.932,7.103551,100.447399,3.46,1.024
1441,214424,Summer2018,2018,           2018-08-02 10:37:00,1.5,10.95,7.11955,100.716527,3.46,1.024
1442,214424,Summer2018,2018,           2018-08-02 11:07:00,1.5,10.986,7.105551,100.604127,3.46,1.022
1443,214424,Summer2018,2018,           2018-08-02 11:37:00,1.5,11.031,7.128549,101.037179,3.46,1.024
1444,214424,Summer2018,2018,           2018-08-02 12:07:00,1.5,11.067,7.154548,101.49195,3.46,1.025
1445,214424,Summer2018,2018,           2018-08-02 12:37:00,1.5,11.139,7.149548,101.593535,3.46,1.024
1446,214424,Summer2018,2018,           2018-08-02 13:07:00,1.5,11.166,7.162548,101.843083,3.46,1.023
1447,214424,Summer2018,2018,           2018-08-02 13:37:00,1.5,11.238,7.157548,101.944823,3.46,1.022
1448,214424,Summer2018,2018,           2018-08-02 14:07:00,1.5,11.283,7.192546,102.551889,3.46,1.023
1449,214424,Summer2018,2018,           2018-08-02 14:37:00,1.5,11.301,7.206545,102.795022,3.46,1.024
1450,214424,Summer2018,2018,           2018-08-02 15:07:00,1.5,11.328,7.206546,102.860331,3.46,1.023
1451,214424,Summer2018,2018,           2018-08-02 15:37:00,1.5,11.399,7.196546,102.88917,3.46,1.023
1452,214424,Summer2018,2018,           2018-08-02 16:07:00,1.5,11.417,7.233544,103.461859,3.46,1.023
1453,214424,Summer2018,2018,           2018-08-02 16:37:00,1.5,11.444,7.247543,103.727826,3.46,1.023
1454,214424,Summer2018,2018,           2018-08-02 17:07:00,1.5,11.525,7.250543,103.96813,3.46,1.023
1455,214424,Summer2018,2018,           2018-08-02 17:37:00,1.5,11.543,7.278542,104.413652,3.46,1.024
1456,214424,Summer2018,2018,           2018-08-02 18:07:00,1.5,11.65,7.277542,104.661218,3.46,1.023
1457,214424,Summer2018,2018,           2018-08-02 18:37:00,1.5,11.659,7.284542,104.783942,3.46,1.023
1458,214424,Summer2018,2018,           2018-08-02 19:07:00,1.5,11.721,7.289542,105.007976,3.46,1.023
1459,214424,Summer2018,2018,           2018-08-02 19:37:00,1.5,11.677,7.273543,104.669782,3.46,1.023
1460,214424,Summer2018,2018,           2018-08-02 20:07:00,1.5,11.73,7.237545,104.280877,3.46,1.023
1461,214424,Summer2018,2018,           2018-08-02 20:37:00,1.5,11.677,7.241545,104.209315,3.46,1.023
1462,214424,Summer2018,2018,           2018-08-02 21:07:00,1.5,11.641,7.262543,104.423518,3.46,1.023
1463,214424,Summer2018,2018,           2018-08-02 21:37:00,1.5,11.596,7.249544,104.126868,3.46,1.023
1464,214424,Summer2018,2018,           2018-08-02 22:07:00,1.5,11.552,7.246544,103.976556,3.46,1.023
1465,214424,Summer2018,2018,           2018-08-02 22:37:00,1.5,11.525,7.241544,103.839084,3.46,1.024
1466,214424,Summer2018,2018,           2018-08-02 23:07:00,1.5,11.516,7.202546,103.258093,3.46,1.023
1467,214424,Summer2018,2018,           2018-08-02 23:37:00,1.5,11.498,7.187547,102.999576,3.46,1.023
1468,214424,Summer2018,2018,           2018-08-03 00:07:00,1.5,11.498,7.203546,103.228846,3.46,1.024
1469,214424,Summer2018,2018,           2018-08-03 00:37:00,1.5,11.444,7.197547,103.012264,3.46,1.024
1470,214424,Summer2018,2018,           2018-08-03 01:07:00,1.5,11.399,7.195546,102.874874,3.46,1.023
1471,214424,Summer2018,2018,           2018-08-03 01:37:00,1.5,11.346,7.186547,102.618311,3.46,1.024
1472,214424,Summer2018,2018,           2018-08-03 02:07:00,1.5,11.31,7.178547,102.417335,3.46,1.023
1473,214424,Summer2018,2018,           2018-08-03 02:37:00,1.5,11.337,7.161548,102.239715,3.46,1.024
1474,214424,Summer2018,2018,           2018-08-03 03:07:00,1.5,11.319,7.164548,102.239251,3.46,1.024
1475,214424,Summer2018,2018,           2018-08-03 03:37:00,1.5,11.292,7.147549,101.931903,3.46,1.024
1476,214424,Summer2018,2018,           2018-08-03 04:07:00,1.5,11.256,7.13855,101.71733,3.46,1.024
1477,214424,Summer2018,2018,           2018-08-03 04:37:00,1.5,11.274,7.120551,101.503868,3.46,1.024
1478,214424,Summer2018,2018,           2018-08-03 05:07:00,1.5,11.229,7.108551,101.2255,3.46,1.023
1479,214424,Summer2018,2018,           2018-08-03 05:37:00,1.5,11.202,7.096552,100.990366,3.46,1.024
1480,214424,Summer2018,2018,           2018-08-03 06:07:00,1.5,11.202,7.069554,100.606156,3.46,1.023
1481,214424,Summer2018,2018,           2018-08-03 06:37:00,1.5,11.166,7.074553,100.591905,3.46,1.024
1482,214424,Summer2018,2018,           2018-08-03 07:07:00,1.5,11.121,7.088552,100.684025,3.46,1.024
1483,214424,Summer2018,2018,           2018-08-03 07:37:00,1.5,11.085,7.097551,100.726224,3.46,1.025
1484,214424,Summer2018,2018,           2018-08-03 08:07:00,1.5,11.094,7.052554,100.108907,3.46,1.024
1485,214424,Summer2018,2018,           2018-08-03 08:37:00,1.5,11.076,7.040555,99.896117,3.46,1.024
1486,214424,Summer2018,2018,           2018-08-03 09:07:00,1.5,11.085,7.056554,100.144401,3.46,1.024
1487,214424,Summer2018,2018,           2018-08-03 09:37:00,1.5,11.049,7.079552,100.385402,3.46,1.024
1488,214424,Summer2018,2018,           2018-08-03 10:07:00,1.5,11.049,7.081552,100.413759,3.46,1.024
1489,214424,Summer2018,2018,           2018-08-03 10:37:00,1.5,11.022,7.078552,100.307207,3.46,1.024
1490,214424,Summer2018,2018,           2018-08-03 11:07:00,1.5,10.968,7.079552,100.193363,3.46,1.024
1491,214424,Summer2018,2018,           2018-08-03 11:37:00,1.5,10.968,7.066553,100.009392,3.46,1.024
1492,214424,Summer2018,2018,           2018-08-03 12:07:00,1.5,10.959,7.082552,100.214479,3.46,1.024
1493,214424,Summer2018,2018,           2018-08-03 12:37:00,1.5,10.95,7.085552,100.235577,3.46,1.024
1494,214424,Summer2018,2018,           2018-08-03 13:07:00,1.5,10.941,7.081552,100.157661,3.46,1.024
1495,214424,Summer2018,2018,           2018-08-03 13:37:00,1.5,10.932,7.079552,100.10805,3.46,1.023
1496,214424,Summer2018,2018,           2018-08-03 14:07:00,1.5,10.905,7.086551,100.142994,3.46,1.023
1497,214424,Summer2018,2018,           2018-08-03 14:37:00,1.5,10.914,7.11055,100.503541,3.46,1.024
1498,214424,Summer2018,2018,           2018-08-03 15:07:00,1.5,10.905,7.100551,100.340821,3.46,1.023
1499,214424,Summer2018,2018,           2018-08-03 15:37:00,1.5,10.851,7.124549,100.551239,3.46,1.024
1500,214424,Summer2018,2018,           2018-08-03 16:07:00,1.5,10.869,7.116549,100.48119,3.46,1.024
1501,214424,Summer2018,2018,           2018-08-03 16:37:00,1.5,10.905,7.119549,100.609301,3.46,1.024
1502,214424,Summer2018,2018,           2018-08-03 17:07:00,1.5,10.905,7.10855,100.453865,3.46,1.022
1503,214424,Summer2018,2018,           2018-08-03 17:37:00,1.5,10.869,7.154547,101.017692,3.46,1.023
1504,214424,Summer2018,2018,           2018-08-03 18:07:00,1.5,10.878,7.157547,101.081599,3.46,1.024
1505,214424,Summer2018,2018,           2018-08-03 18:37:00,1.5,10.842,7.157547,100.995403,3.46,1.024
1506,214424,Summer2018,2018,           2018-08-03 19:07:00,1.5,10.842,7.163546,101.08006,3.46,1.024
1507,214424,Summer2018,2018,           2018-08-03 19:37:00,1.5,10.824,7.164546,101.051038,3.46,1.025
1508,214424,Summer2018,2018,           2018-08-03 20:07:00,1.5,10.734,7.135548,100.427341,3.46,1.023
1509,214424,Summer2018,2018,           2018-08-03 20:37:00,1.5,10.725,7.133548,100.377739,3.46,1.024
1510,214424,Summer2018,2018,           2018-08-03 21:07:00,1.5,10.68,7.137547,100.326703,3.46,1.025
1511,214424,Summer2018,2018,           2018-08-03 21:37:00,1.5,10.607,7.141547,100.208811,3.46,1.025
1512,214424,Summer2018,2018,           2018-08-03 22:07:00,1.5,10.598,7.107549,99.710402,3.46,1.024
1513,214424,Summer2018,2018,           2018-08-03 22:37:00,1.5,10.571,7.098549,99.520169,3.46,1.024
1514,214424,Summer2018,2018,           2018-08-03 23:07:00,1.5,10.535,7.08155,99.196762,3.46,1.025
1515,214424,Summer2018,2018,           2018-08-03 23:37:00,1.5,10.48,7.070551,98.912941,3.46,1.025
1516,214424,Summer2018,2018,           2018-08-04 00:07:00,1.5,10.435,7.063551,98.709011,3.46,1.025
1517,214424,Summer2018,2018,           2018-08-04 00:37:00,1.5,10.417,7.040553,98.345364,3.46,1.025
1518,214424,Summer2018,2018,           2018-08-04 01:07:00,1.5,10.417,7.042552,98.373299,3.46,1.024
1519,214424,Summer2018,2018,           2018-08-04 01:37:00,1.5,10.335,7.029553,97.999593,3.46,1.024
1520,214424,Summer2018,2018,           2018-08-04 02:07:00,1.5,10.326,7.003555,97.616146,3.46,1.025
1521,214424,Summer2018,2018,           2018-08-04 02:37:00,1.5,10.308,7.010554,97.671665,3.45,1.024
1522,214424,Summer2018,2018,           2018-08-04 03:07:00,1.5,10.29,7.007554,97.587853,3.46,1.025
1523,214424,Summer2018,2018,           2018-08-04 03:37:00,1.5,10.262,6.977556,97.105027,3.45,1.024
1524,214424,Summer2018,2018,           2018-08-04 04:07:00,1.5,10.217,6.994555,97.236794,3.46,1.024
1525,214424,Summer2018,2018,           2018-08-04 04:37:00,1.5,10.208,6.979556,97.007369,3.45,1.024
1526,214424,Summer2018,2018,           2018-08-04 05:07:00,1.5,10.171,6.967556,96.754787,3.46,1.024
1527,214424,Summer2018,2018,           2018-08-04 05:37:00,1.5,10.162,6.980555,96.914393,3.45,1.025
1528,214424,Summer2018,2018,           2018-08-04 06:07:00,1.5,10.153,6.951557,96.490979,3.45,1.024
1529,214424,Summer2018,2018,           2018-08-04 06:37:00,1.5,10.117,6.958557,96.50479,3.45,1.025
1530,214424,Summer2018,2018,           2018-08-04 07:07:00,1.5,10.117,6.963556,96.574128,3.45,1.024
1531,214424,Summer2018,2018,           2018-08-04 07:37:00,1.5,10.089,7.000554,97.022031,3.46,1.026
1532,214424,Summer2018,2018,           2018-08-04 08:07:00,1.5,10.135,6.973556,96.754564,3.45,1.024
1533,214424,Summer2018,2018,           2018-08-04 08:37:00,1.5,10.18,6.992555,97.122872,3.45,1.024
1534,214424,Summer2018,2018,           2018-08-04 09:07:00,1.5,10.189,7.008554,97.366083,3.46,1.025
1535,214424,Summer2018,2018,           2018-08-04 09:37:00,1.5,10.189,7.032552,97.699481,3.45,1.024
1536,214424,Summer2018,2018,           2018-08-04 10:07:00,1.5,10.171,7.032552,97.657351,3.45,1.024
1537,214424,Summer2018,2018,           2018-08-04 10:37:00,1.5,10.29,7.052551,98.214488,3.46,1.024
1538,214424,Summer2018,2018,           2018-08-04 11:07:00,1.5,10.317,7.07455,98.584474,3.45,1.024
1539,214424,Summer2018,2018,           2018-08-04 11:37:00,1.5,10.399,7.070551,98.721959,3.45,1.024
1540,214424,Summer2018,2018,           2018-08-04 12:07:00,1.5,10.453,7.08155,99.003042,3.45,1.024
1541,214424,Summer2018,2018,           2018-08-04 12:37:00,1.5,10.562,7.119548,99.793178,3.45,1.025
1542,214424,Summer2018,2018,           2018-08-04 13:07:00,1.5,10.634,7.09655,99.641401,3.45,1.024
1543,214424,Summer2018,2018,           2018-08-04 13:37:00,1.5,10.662,7.115549,99.974702,3.45,1.024
1544,214424,Summer2018,2018,           2018-08-04 14:07:00,1.5,10.698,7.122548,100.158706,3.45,1.025
1545,214424,Summer2018,2018,           2018-08-04 14:37:00,1.5,10.652,7.130548,100.161624,3.46,1.024
1546,214424,Summer2018,2018,           2018-08-04 15:07:00,1.5,10.634,7.126548,100.062599,3.46,1.025
1547,214424,Summer2018,2018,           2018-08-04 15:37:00,1.5,10.625,7.137547,100.195586,3.45,1.024
1548,214424,Summer2018,2018,           2018-08-04 16:07:00,1.5,10.797,7.129548,100.493048,3.45,1.023
1549,214424,Summer2018,2018,           2018-08-04 16:37:00,1.5,10.797,7.159546,100.91588,3.45,1.025
1550,214424,Summer2018,2018,           2018-08-04 17:07:00,1.5,10.734,7.175545,100.990275,3.45,1.025
1551,214424,Summer2018,2018,           2018-08-04 17:37:00,1.5,10.752,7.156546,100.765936,3.45,1.024
1552,214424,Summer2018,2018,           2018-08-04 18:07:00,1.5,10.761,7.183545,101.167689,3.46,1.025
1553,214424,Summer2018,2018,           2018-08-04 18:37:00,1.5,10.788,7.174545,101.105707,3.45,1.024
1554,214424,Summer2018,2018,           2018-08-04 19:07:00,1.5,10.797,7.192544,101.380995,3.45,1.025
1555,214424,Summer2018,2018,           2018-08-04 19:37:00,1.5,10.815,7.193544,101.438386,3.45,1.024
1556,214424,Summer2018,2018,           2018-08-04 20:07:00,1.5,10.734,7.198544,101.313962,3.46,1.025
1557,214424,Summer2018,2018,           2018-08-04 20:37:00,1.5,10.716,7.137548,100.412554,3.46,1.024
1558,214424,Summer2018,2018,           2018-08-04 21:07:00,1.5,10.725,7.166546,100.84206,3.46,1.025
1559,214424,Summer2018,2018,           2018-08-04 21:37:00,1.5,10.689,7.159546,100.657446,3.46,1.025
1560,214424,Summer2018,2018,           2018-08-04 22:07:00,1.5,10.68,7.144547,100.42509,3.46,1.024
1561,214424,Summer2018,2018,           2018-08-04 22:37:00,1.5,10.662,7.160546,100.60692,3.45,1.026
1562,214424,Summer2018,2018,           2018-08-04 23:07:00,1.5,10.598,7.154546,100.369714,3.45,1.025
1563,214424,Summer2018,2018,           2018-08-04 23:37:00,1.5,10.607,7.140547,100.19478,3.46,1.025
1564,214424,Summer2018,2018,           2018-08-05 00:07:00,1.5,10.571,7.132547,99.996811,3.45,1.025
1565,214424,Summer2018,2018,           2018-08-05 00:37:00,1.5,10.58,7.106549,99.65367,3.45,1.024
1566,214424,Summer2018,2018,           2018-08-05 01:07:00,1.5,10.553,7.103549,99.547585,3.45,1.024
1567,214424,Summer2018,2018,           2018-08-05 01:37:00,1.5,10.48,7.116548,99.556414,3.45,1.025
1568,214424,Summer2018,2018,           2018-08-05 02:07:00,1.5,10.471,7.111548,99.465122,3.46,1.026
1569,214424,Summer2018,2018,           2018-08-05 02:37:00,1.5,10.453,7.108548,99.38049,3.45,1.026
1570,214424,Summer2018,2018,           2018-08-05 03:07:00,1.5,10.444,7.08155,98.981788,3.45,1.025
1571,214424,Summer2018,2018,           2018-08-05 03:37:00,1.5,10.371,7.087549,98.893155,3.45,1.025
1572,214424,Summer2018,2018,           2018-08-05 04:07:00,1.5,10.308,7.07655,98.591124,3.45,1.025
1573,214424,Summer2018,2018,           2018-08-05 04:37:00,1.5,10.235,7.051551,98.071404,3.45,1.025
1574,214424,Summer2018,2018,           2018-08-05 05:07:00,1.5,10.29,7.049552,98.172712,3.46,1.026
1575,214424,Summer2018,2018,           2018-08-05 05:37:00,1.5,10.217,7.016553,97.542613,3.45,1.025
1576,214424,Summer2018,2018,           2018-08-05 06:07:00,1.5,10.208,7.022553,97.604979,3.45,1.025
1577,214424,Summer2018,2018,           2018-08-05 06:37:00,1.5,10.208,7.011554,97.452102,3.45,1.024
1578,214424,Summer2018,2018,           2018-08-05 07:07:00,1.5,10.217,7.015553,97.528713,3.45,1.025
1579,214424,Summer2018,2018,           2018-08-05 07:37:00,1.5,10.18,7.015553,97.442309,3.45,1.025
1580,214424,Summer2018,2018,           2018-08-05 08:07:00,1.5,10.135,7.027552,97.503739,3.45,1.025
1581,214424,Summer2018,2018,           2018-08-05 08:37:00,1.5,10.117,7.021553,97.378451,3.45,1.025
1582,214424,Summer2018,2018,           2018-08-05 09:07:00,1.5,10.153,7.026552,97.531949,3.46,1.025
1583,214424,Summer2018,2018,           2018-08-05 09:37:00,1.5,10.144,7.046551,97.788439,3.45,1.025
1584,214424,Summer2018,2018,           2018-08-05 10:07:00,1.5,10.189,7.044551,97.86618,3.45,1.024
1585,214424,Summer2018,2018,           2018-08-05 10:37:00,1.5,10.253,7.07855,98.489316,3.45,1.025
1586,214424,Summer2018,2018,           2018-08-05 11:07:00,1.5,10.308,7.07255,98.5354,3.45,1.024
1587,214424,Summer2018,2018,           2018-08-05 11:37:00,1.5,10.353,7.105548,99.101668,3.45,1.025
1588,214424,Summer2018,2018,           2018-08-05 12:07:00,1.5,10.371,7.118547,99.325673,3.45,1.025
1589,214424,Summer2018,2018,           2018-08-05 12:37:00,1.5,10.426,7.134547,99.679721,3.45,1.025
1590,214424,Summer2018,2018,           2018-08-05 13:07:00,1.5,10.499,7.132547,99.825438,3.46,1.024
1591,214424,Summer2018,2018,           2018-08-05 13:37:00,1.5,10.58,7.170545,100.551072,3.45,1.026
1592,214424,Summer2018,2018,           2018-08-05 14:07:00,1.5,10.625,7.156546,100.462288,3.46,1.024
1593,214424,Summer2018,2018,           2018-08-05 14:37:00,1.5,10.634,7.179545,100.806715,3.45,1.025
1594,214424,Summer2018,2018,           2018-08-05 15:07:00,1.5,10.643,7.180545,100.842337,3.45,1.025
1595,214424,Summer2018,2018,           2018-08-05 15:37:00,1.5,10.671,7.194544,101.106224,3.45,1.025
1596,214424,Summer2018,2018,           2018-08-05 16:07:00,1.5,10.68,7.184544,100.987302,3.46,1.024
1597,214424,Summer2018,2018,           2018-08-05 16:37:00,1.5,10.689,7.205543,101.304128,3.45,1.025
1598,214424,Summer2018,2018,           2018-08-05 17:07:00,1.5,10.725,7.223542,101.644069,3.45,1.025
1599,214424,Summer2018,2018,           2018-08-05 17:37:00,1.5,10.779,7.227542,101.830803,3.45,1.024
1600,214424,Summer2018,2018,           2018-08-05 18:07:00,1.5,10.797,7.246541,102.142092,3.45,1.025
1601,214424,Summer2018,2018,           2018-08-05 18:37:00,1.5,10.779,7.26454,102.352073,3.45,1.025
1602,214424,Summer2018,2018,           2018-08-05 19:07:00,1.5,10.833,7.26654,102.511459,3.45,1.025
1603,214424,Summer2018,2018,           2018-08-05 19:37:00,1.5,10.806,7.253541,102.262581,3.46,1.024
1604,214424,Summer2018,2018,           2018-08-05 20:07:00,1.5,10.806,7.25954,102.347166,3.46,1.025
1605,214424,Summer2018,2018,           2018-08-05 20:37:00,1.5,10.788,7.251541,102.190743,3.46,1.026
1606,214424,Summer2018,2018,           2018-08-05 21:07:00,1.5,10.77,7.237541,101.949911,3.46,1.024
1607,214424,Summer2018,2018,           2018-08-05 21:37:00,1.5,10.77,7.243541,102.034423,3.45,1.025
1608,214424,Summer2018,2018,           2018-08-05 22:07:00,1.5,10.743,7.203543,101.405996,3.46,1.024
1609,214424,Summer2018,2018,           2018-08-05 22:37:00,1.5,10.734,7.225542,101.693942,3.46,1.025
1610,214424,Summer2018,2018,           2018-08-05 23:07:00,1.5,10.707,7.126548,100.236382,3.46,1.024
1611,214424,Summer2018,2018,           2018-08-05 23:37:00,1.5,10.652,7.204543,101.201024,3.45,1.025
1612,214424,Summer2018,2018,           2018-08-06 00:07:00,1.5,10.671,7.175545,100.839231,3.46,1.025
1613,214424,Summer2018,2018,           2018-08-06 00:37:00,1.5,10.634,7.191544,100.975194,3.46,1.026
1614,214424,Summer2018,2018,           2018-08-06 01:07:00,1.5,10.671,7.162546,100.656551,3.46,1.025
1615,214424,Summer2018,2018,           2018-08-06 01:37:00,1.5,10.652,7.181545,100.877967,3.45,1.026
1616,214424,Summer2018,2018,           2018-08-06 02:07:00,1.5,10.634,7.172545,100.708436,3.46,1.024
1617,214424,Summer2018,2018,           2018-08-06 02:37:00,1.5,10.571,7.173545,100.571586,3.46,1.026
1618,214424,Summer2018,2018,           2018-08-06 03:07:00,1.5,10.526,7.162545,100.309809,3.45,1.025
1619,214424,Summer2018,2018,           2018-08-06 03:37:00,1.5,10.499,7.145546,100.007372,3.45,1.026
1620,214424,Summer2018,2018,           2018-08-06 04:07:00,1.5,10.435,7.133547,99.687158,3.46,1.026
1621,214424,Summer2018,2018,           2018-08-06 04:37:00,1.5,10.417,7.119548,99.448798,3.45,1.025
1622,214424,Summer2018,2018,           2018-08-06 05:07:00,1.5,10.371,7.100549,99.074533,3.46,1.026
1623,214424,Summer2018,2018,           2018-08-06 05:37:00,1.5,10.371,7.08055,98.795489,3.46,1.025
1624,214424,Summer2018,2018,           2018-08-06 06:07:00,1.5,10.362,7.085549,98.843997,3.45,1.026
1625,214424,Summer2018,2018,           2018-08-06 06:37:00,1.5,10.353,7.07055,98.613552,3.45,1.025
1626,214424,Summer2018,2018,           2018-08-06 07:07:00,1.5,10.335,7.066551,98.515381,3.45,1.025
1627,214424,Summer2018,2018,           2018-08-06 07:37:00,1.5,10.353,7.08155,98.76696,3.46,1.025
1628,214424,Summer2018,2018,           2018-08-06 08:07:00,1.5,10.344,7.093549,98.913039,3.46,1.024
1629,214424,Summer2018,2018,           2018-08-06 08:37:00,1.5,10.344,7.109548,99.136131,3.45,1.025
1630,214424,Summer2018,2018,           2018-08-06 09:07:00,1.5,10.371,7.116548,99.297768,3.45,1.025
1631,214424,Summer2018,2018,           2018-08-06 09:37:00,1.5,10.362,7.122547,99.360117,3.45,1.024
1632,214424,Summer2018,2018,           2018-08-06 10:07:00,1.5,10.399,7.139546,99.685304,3.45,1.024
1633,214424,Summer2018,2018,           2018-08-06 10:37:00,1.5,10.435,7.167545,100.162258,3.45,1.026
1634,214424,Summer2018,2018,           2018-08-06 11:07:00,1.5,10.535,7.162545,100.33132,3.45,1.025
1635,214424,Summer2018,2018,           2018-08-06 11:37:00,1.5,10.571,7.181544,100.683737,3.45,1.025
1636,214424,Summer2018,2018,           2018-08-06 12:07:00,1.5,10.662,7.195544,101.098644,3.45,1.025
1637,214424,Summer2018,2018,           2018-08-06 12:37:00,1.5,10.761,7.206543,101.491583,3.45,1.024
1638,214424,Summer2018,2018,           2018-08-06 13:07:00,1.5,10.851,7.219543,101.891922,3.45,1.025
1639,214424,Summer2018,2018,           2018-08-06 13:37:00,1.5,10.905,7.223543,102.078875,3.45,1.025
1640,214424,Summer2018,2018,           2018-08-06 14:07:00,1.5,10.95,7.226543,102.230104,3.46,1.024
1641,214424,Summer2018,2018,           2018-08-06 14:37:00,1.5,11.067,7.238542,102.683469,3.45,1.025
1642,214424,Summer2018,2018,           2018-08-06 15:07:00,1.5,11.04,7.213544,102.263604,3.46,1.024
1643,214424,Summer2018,2018,           2018-08-06 15:37:00,1.5,11.076,7.245542,102.804611,3.46,1.024
1644,214424,Summer2018,2018,           2018-08-06 16:07:00,1.5,11.157,7.235543,102.85916,3.46,1.024
1645,214424,Summer2018,2018,           2018-08-06 16:37:00,1.5,11.22,7.257542,103.325211,3.46,1.024
1646,214424,Summer2018,2018,           2018-08-06 17:07:00,1.5,11.274,7.28854,103.898567,3.46,1.025
1647,214424,Summer2018,2018,           2018-08-06 17:37:00,1.5,11.319,7.304539,104.236947,3.46,1.025
1648,214424,Summer2018,2018,           2018-08-06 18:07:00,1.5,11.355,7.327538,104.653695,3.46,1.026
1649,214424,Summer2018,2018,           2018-08-06 18:37:00,1.5,11.373,7.327538,104.697982,3.46,1.025
1650,214424,Summer2018,2018,           2018-08-06 19:07:00,1.5,11.373,7.326538,104.683694,3.46,1.024
1651,214424,Summer2018,2018,           2018-08-06 19:37:00,1.5,11.462,7.353537,105.289289,3.46,1.026
1652,214424,Summer2018,2018,           2018-08-06 20:07:00,1.5,11.462,7.325539,104.888406,3.46,1.025
1653,214424,Summer2018,2018,           2018-08-06 20:37:00,1.5,11.471,7.314539,104.753036,3.46,1.024
1654,214424,Summer2018,2018,           2018-08-06 21:07:00,1.5,11.444,7.320539,104.772546,3.46,1.025
1655,214424,Summer2018,2018,           2018-08-06 21:37:00,1.5,11.426,7.286541,104.241902,3.46,1.024
1656,214424,Summer2018,2018,           2018-08-06 22:07:00,1.5,11.391,7.276541,104.013309,3.46,1.024
1657,214424,Summer2018,2018,           2018-08-06 22:37:00,1.5,11.391,7.287541,104.170537,3.46,1.026
1658,214424,Summer2018,2018,           2018-08-06 23:07:00,1.5,11.355,7.30154,104.28238,3.46,1.026
1659,214424,Summer2018,2018,           2018-08-06 23:37:00,1.5,11.337,7.253543,103.553042,3.46,1.024
