sensor,deployment,year,timestamp,depth,temperature
102495,Summer2018,2018,2018-07-10 01:00:00,0.4,11.514
102495,Summer2018,2018,2018-07-10 01:30:00,0.4,11.438
102495,Summer2018,2018,2018-07-10 02:00:00,0.4,11.359
102495,Summer2018,2018,2018-07-10 02:30:00,0.4,11.308
102495,Summer2018,2018,2018-07-10 03:00:00,0.4,11.232
102495,Summer2018,2018,2018-07-10 03:30:00,0.4,11.162
102495,Summer2018,2018,2018-07-10 04:00:00,0.4,11.127
102495,Summer2018,2018,2018-07-10 04:30:00,0.4,11.008
102495,Summer2018,2018,2018-07-10 05:00:00,0.4,10.887
102495,Summer2018,2018,2018-07-10 05:30:00,0.4,10.699
102495,Summer2018,2018,2018-07-10 06:00:00,0.4,10.398
102495,Summer2018,2018,2018-07-10 06:30:00,0.4,10.293
102495,Summer2018,2018,2018-07-10 07:00:00,0.4,10.23
102495,Summer2018,2018,2018-07-10 07:30:00,0.4,10.112
102495,Summer2018,2018,2018-07-10 08:00:00,0.4,10.149
102495,Summer2018,2018,2018-07-10 08:30:00,0.4,10.364
102495,Summer2018,2018,2018-07-10 09:00:00,0.4,10.371
102495,Summer2018,2018,2018-07-10 09:30:00,0.4,10.445
102495,Summer2018,2018,2018-07-10 10:30:00,0.4,10.503
102495,Summer2018,2018,2018-07-10 11:00:00,0.4,10.557
102495,Summer2018,2018,2018-07-10 11:30:00,0.4,10.589
102495,Summer2018,2018,2018-07-10 12:00:00,0.4,10.769
102495,Summer2018,2018,2018-07-10 12:30:00,0.4,10.85
102495,Summer2018,2018,2018-07-10 13:00:00,0.4,11.114
102495,Summer2018,2018,2018-07-10 13:30:00,0.4,11.827
102495,Summer2018,2018,2018-07-10 14:00:00,0.4,11.409
102495,Summer2018,2018,2018-07-10 14:30:00,0.4,12.238
102495,Summer2018,2018,2018-07-10 15:00:00,0.4,11.971
102495,Summer2018,2018,2018-07-10 15:30:00,0.4,11.969
102495,Summer2018,2018,2018-07-10 16:00:00,0.4,12.004
102495,Summer2018,2018,2018-07-10 16:30:00,0.4,12.676
102495,Summer2018,2018,2018-07-10 17:00:00,0.4,12.65
102495,Summer2018,2018,2018-07-10 17:30:00,0.4,12.569
102495,Summer2018,2018,2018-07-10 18:00:00,0.4,12.517
102495,Summer2018,2018,2018-07-10 18:30:00,0.4,12.541
102495,Summer2018,2018,2018-07-10 19:00:00,0.4,12.385
102495,Summer2018,2018,2018-07-10 19:30:00,0.4,12.351
102495,Summer2018,2018,2018-07-10 20:00:00,0.4,12.348
102495,Summer2018,2018,2018-07-10 20:30:00,0.4,12.454
102495,Summer2018,2018,2018-07-10 21:00:00,0.4,12.462
102495,Summer2018,2018,2018-07-10 21:30:00,0.4,12.345
102495,Summer2018,2018,2018-07-10 22:00:00,0.4,12.29
102495,Summer2018,2018,2018-07-10 22:30:00,0.4,12.291
102495,Summer2018,2018,2018-07-10 23:00:00,0.4,12.273
102495,Summer2018,2018,2018-07-10 23:30:00,0.4,12.209
102495,Summer2018,2018,2018-07-11 00:00:00,0.4,12.161
102495,Summer2018,2018,2018-07-11 00:30:00,0.4,12.094
102495,Summer2018,2018,2018-07-11 01:00:00,0.4,11.942
102495,Summer2018,2018,2018-07-11 01:30:00,0.4,11.636
102495,Summer2018,2018,2018-07-11 02:00:00,0.4,11.504
102495,Summer2018,2018,2018-07-11 02:30:00,0.4,11.47
102495,Summer2018,2018,2018-07-11 03:00:00,0.4,11.318
102495,Summer2018,2018,2018-07-11 03:30:00,0.4,11.367
102495,Summer2018,2018,2018-07-11 04:00:00,0.4,11.265
102495,Summer2018,2018,2018-07-11 04:30:00,0.4,11.236
102495,Summer2018,2018,2018-07-11 05:00:00,0.4,11.178
102495,Summer2018,2018,2018-07-11 05:30:00,0.4,11.122
102495,Summer2018,2018,2018-07-11 06:00:00,0.4,11.189
102495,Summer2018,2018,2018-07-11 06:30:00,0.4,11.195
102495,Summer2018,2018,2018-07-11 07:00:00,0.4,11.202
102495,Summer2018,2018,2018-07-11 07:30:00,0.4,11.217
102495,Summer2018,2018,2018-07-11 08:00:00,0.4,11.248
102495,Summer2018,2018,2018-07-11 08:30:00,0.4,11.286
102495,Summer2018,2018,2018-07-11 09:00:00,0.4,11.336
102495,Summer2018,2018,2018-07-11 09:30:00,0.4,11.397
102495,Summer2018,2018,2018-07-11 10:00:00,0.4,11.476
102495,Summer2018,2018,2018-07-11 10:30:00,0.4,11.575
