Time,Temperature
2019-07-25 11:00:00,4.855345293
2019-07-25 11:30:00,4.915016745
2019-07-25 12:00:00,4.84320177
2019-07-25 12:30:00,4.82038085
2019-07-25 13:00:00,4.826990478
2019-07-25 13:30:00,4.831241889
2019-07-25 14:00:00,4.854933736
2019-07-25 14:30:00,4.913157738
2019-07-25 15:00:00,5.170571138
2019-07-25 15:30:00,5.054923086
2019-07-25 16:00:00,4.848745807
2019-07-25 16:30:00,4.8949981
2019-07-25 17:00:00,4.889856519
2019-07-25 17:30:00,4.82930019
2019-07-25 18:00:00,4.846063374
2019-07-25 18:30:00,4.85224166
2019-07-25 19:00:00,4.875051127
2019-07-25 19:30:00,4.872804613
2019-07-25 20:00:00,4.858855615
2019-07-25 20:30:00,4.864530168
2019-07-25 21:00:00,4.946637999
2019-07-25 21:30:00,4.84951083
2019-07-25 22:00:00,4.836897455
2019-07-25 22:30:00,4.835536834
2019-07-25 23:00:00,4.845453288
2019-07-25 23:30:00,4.900497875
2019-07-26 00:00:00,4.857654846
2019-07-26 00:30:00,4.993325006
2019-07-26 01:00:00,5.078505982
2019-07-26 01:30:00,5.212426853
2019-07-26 02:00:00,4.84315335
2019-07-26 02:30:00,4.81886522
2019-07-26 03:00:00,4.832679998
2019-07-26 03:30:00,4.825252132
2019-07-26 04:00:00,4.831953681
2019-07-26 04:30:00,4.837846498
2019-07-26 05:00:00,4.845022353
2019-07-26 05:30:00,4.865208011
2019-07-26 06:00:00,4.883736892
2019-07-26 06:30:00,4.958643013
2019-07-26 07:00:00,5.024209792
2019-07-26 07:30:00,5.028304372
2019-07-26 08:00:00,5.008348994
2019-07-26 08:30:00,4.856763951
2019-07-26 09:00:00,4.940107713
2019-07-26 09:30:00,4.91349662
2019-07-26 10:00:00,4.890243835
2019-07-26 10:30:00,4.881078893
2019-07-26 11:00:00,4.887285706
2019-07-26 11:30:00,4.903983611
2019-07-26 12:00:00,4.923038463
2019-07-26 12:30:00,4.944227275
2019-07-26 13:00:00,4.958899568
2019-07-26 13:30:00,4.993475055
2019-07-26 14:00:00,4.930203177
2019-07-26 14:30:00,4.989699619
2019-07-26 15:00:00,5.113686963
2019-07-26 15:30:00,4.851249073
2019-07-26 16:00:00,4.851408855
2019-07-26 16:30:00,4.847554693
2019-07-26 17:00:00,4.860182266
2019-07-26 17:30:00,4.863765173
2019-07-26 18:00:00,4.874203844
2019-07-26 18:30:00,4.882037517
2019-07-26 19:00:00,4.970463757
2019-07-26 19:30:00,5.081743516
2019-07-26 20:00:00,5.066610634
2019-07-26 20:30:00,5.025497217
2019-07-26 21:00:00,4.925870476
2019-07-26 21:30:00,5.019611815
2019-07-26 22:00:00,4.870306319
2019-07-26 22:30:00,4.86406052
2019-07-26 23:00:00,4.86958491
2019-07-26 23:30:00,4.869483235
2019-07-27 00:00:00,4.86961396
2019-07-27 00:30:00,4.882720173
2019-07-27 01:00:00,4.892722644
2019-07-27 01:30:00,4.968120932
2019-07-27 02:00:00,5.062709978
2019-07-27 02:30:00,5.299083617
2019-07-27 03:00:00,5.31493989
2019-07-27 03:30:00,4.938340792
2019-07-27 04:00:00,4.937353249
2019-07-27 04:30:00,4.8948577
2019-07-27 05:00:00,4.869047483
2019-07-27 05:30:00,4.87827563
2019-07-27 06:00:00,4.879655477
2019-07-27 06:30:00,4.897636645
2019-07-27 07:00:00,5.080678859
2019-07-27 07:30:00,5.185492707
2019-07-27 08:00:00,5.199392977
2019-07-27 08:30:00,4.912252437
2019-07-27 09:00:00,4.893981408
2019-07-27 09:30:00,4.907082019
2019-07-27 10:00:00,4.901219231
2019-07-27 10:30:00,4.904327342
2019-07-27 11:00:00,4.910867856
2019-07-27 11:30:00,4.929806216
2019-07-27 12:00:00,4.969413359
2019-07-27 12:30:00,5.403413251
2019-07-27 13:00:00,5.184762122
2019-07-27 13:30:00,4.939221833
2019-07-27 14:00:00,4.887179193
2019-07-27 14:30:00,4.8919577
2019-07-27 15:00:00,4.889667703
2019-07-27 15:30:00,4.989326914
2019-07-27 16:00:00,5.007671377
2019-07-27 16:30:00,4.937779248
2019-07-27 17:00:00,5.031232506
2019-07-27 17:30:00,5.243602304
2019-07-27 18:00:00,4.91128904
2019-07-27 18:30:00,4.891221804
2019-07-27 19:00:00,4.93655934
2019-07-27 19:30:00,5.002894145
2019-07-27 20:00:00,4.983082848
2019-07-27 20:30:00,4.997899051
2019-07-27 21:00:00,5.537674619
2019-07-27 21:30:00,5.393614727
2019-07-27 22:00:00,4.999273675
2019-07-27 22:30:00,4.964887426
2019-07-27 23:00:00,5.019355295
2019-07-27 23:30:00,4.963764406
2019-07-28 00:00:00,4.95612586
2019-07-28 00:30:00,4.969277824
2019-07-28 01:00:00,4.975880281
2019-07-28 01:30:00,5.161948937
2019-07-28 02:00:00,5.259876266
2019-07-28 02:30:00,5.09560804
2019-07-28 03:00:00,5.159974809
2019-07-28 03:30:00,5.257936382
2019-07-28 04:00:00,5.062530915
2019-07-28 04:30:00,5.1391976
2019-07-28 05:00:00,5.042097899
2019-07-28 05:30:00,4.994680284
2019-07-28 06:00:00,5.497525975
2019-07-28 06:30:00,5.176212743
2019-07-28 07:00:00,5.119914741
2019-07-28 07:30:00,6.348552287
2019-07-28 08:00:00,5.465339438
2019-07-28 08:30:00,6.226119654
2019-07-28 09:00:00,6.264399851
2019-07-28 09:30:00,6.461841753
2019-07-28 10:00:00,6.624076895
2019-07-28 10:30:00,6.709595654
2019-07-28 11:00:00,6.620705012
2019-07-28 11:30:00,5.969014607
2019-07-28 12:00:00,6.746719774
2019-07-28 12:30:00,6.575971793
2019-07-28 13:00:00,6.452058977
2019-07-28 13:30:00,6.688427383
