"","Sensor","deployment","year","timestamp","depth","Temperature","PAR","Acceleration.X","Acceleration.Y","Acceleration.Z","tilt","Battery","flag_Y","flag_Z","flag_X","flag_T"
"1116",695220,"Summer2018",2018,2018-07-26 19:07:00,9,8.185,5.03919,1.136,-0.08,0.184,-1.50048986267627,3.46,"n","n","n","n"
"1117",695220,"Summer2018",2018,2018-07-26 19:37:00,9,8.317,1.62155,1.145,-0.077,0.188,-1.50364852014404,3.46,"n","n","n","n"
"1118",695220,"Summer2018",2018,2018-07-26 20:07:00,9,7.787,2.34244,1.135,-0.085,0.211,-1.49604599611359,3.46,"n","n","n","n"
"1119",695220,"Summer2018",2018,2018-07-26 20:37:00,9,7.625,0.0572,1.142,-0.087,0.198,-1.49476105897723,3.46,"n","n","n","n"
"1120",695220,"Summer2018",2018,2018-07-26 21:07:00,9,7.977,0.94153,1.129,-0.082,0.185,-1.498292991482,3.46,"n","n","n","n"
"1122",695220,"Summer2018",2018,2018-07-26 22:07:00,9,8.024,0.57671,1.132,-0.08,0.188,-1.50024225212322,3.46,"n","n","n","n"
"1126",695220,"Summer2018",2018,2018-07-27 00:07:00,9,7.986,0.10974,1.136,-0.089,0.241,-1.49261096133688,3.46,"n","n","n","n"
"1127",695220,"Summer2018",2018,2018-07-27 00:37:00,9,7.986,0.53585,1.139,-0.077,0.185,-1.50329587101555,3.46,"n","n","n","n"
"1132",695220,"Summer2018",2018,2018-07-27 03:07:00,9,8.081,2.10895,1.132,-0.072,0.176,-1.50727764922661,3.46,"n","n","n","n"
"1133",695220,"Summer2018",2018,2018-07-27 03:37:00,9,7.929,0.62049,1.137,-0.072,0.172,-1.50755622920436,3.46,"n","n","n","n"
"1134",695220,"Summer2018",2018,2018-07-27 04:07:00,9,7.806,0.03677,1.132,-0.08,0.209,-1.50024225212322,3.46,"n","n","n","n"
"1136",695220,"Summer2018",2018,2018-07-27 05:07:00,9,8.005,1.19836,1.134,-0.08,0.192,-1.50036627466988,3.46,"n","n","n","n"
"1138",695220,"Summer2018",2018,2018-07-27 06:07:00,9,8.138,1.27133,1.139,-0.093,0.233,-1.48932648351069,3.46,"n","n","n","n"
"1139",695220,"Summer2018",2018,2018-07-27 06:37:00,9,7.863,1.40266,1.143,-0.096,0.231,-1.48700348770068,3.46,"n","n","n","n"
"1140",695220,"Summer2018",2018,2018-07-27 07:07:00,9,7.939,5.11216,1.139,-0.088,0.179,-1.49368875242259,3.46,"n","n","n","n"
"1141",695220,"Summer2018",2018,2018-07-27 07:37:00,9,7.948,1.93384,1.144,-0.082,0.204,-1.49924038394291,3.46,"n","n","n","n"
"1142",695220,"Summer2018",2018,2018-07-27 08:07:00,9,7.958,22.67316,1.129,-0.09,0.216,-1.49124798163145,3.46,"n","n","n","n"
"1143",695220,"Summer2018",2018,2018-07-27 08:37:00,9,8.223,30.24975,1.137,-0.079,0.209,-1.50142672293323,3.46,"n","n","n","n"
"1144",695220,"Summer2018",2018,2018-07-27 09:07:00,9,8.27,32.29566,1.131,-0.08,0.204,-1.50018007718167,3.46,"n","n","n","n"
"1145",695220,"Summer2018",2018,2018-07-27 09:37:00,9,7.939,49.83623,1.132,-0.08,0.192,-1.50024225212322,3.46,"n","n","n","n"
"1146",695220,"Summer2018",2018,2018-07-27 10:07:00,9,8.166,65.85623,1.136,-0.077,0.179,-1.50311815588017,3.46,"n","n","n","n"
"1147",695220,"Summer2018",2018,2018-07-27 10:37:00,9,7.996,72.1399,1.139,-0.073,0.201,-1.50679255884318,3.46,"n","n","n","n"
"1148",695220,"Summer2018",2018,2018-07-27 11:07:00,9,7.853,85.27052,1.127,-0.077,0.211,-1.50257935989654,3.46,"n","n","n","n"
"1149",695220,"Summer2018",2018,2018-07-27 11:37:00,9,8.251,99.40221,1.127,-0.09,0.2,-1.49110740967633,3.46,"n","n","n","n"
"1150",695220,"Summer2018",2018,2018-07-27 12:07:00,9,8.411,90.85081,1.135,-0.095,0.27,-1.487290530577,3.46,"n","n","n","n"
"1151",695220,"Summer2018",2018,2018-07-27 12:37:00,9,8.317,116.88149,1.136,-0.088,0.224,-1.4934859326154,3.46,"n","n","n","n"
"1152",695220,"Summer2018",2018,2018-07-27 13:07:00,9,8.166,118.74353,1.136,-0.084,0.248,-1.49698699082235,3.46,"n","n","n","n"
"1153",695220,"Summer2018",2018,2018-07-27 13:37:00,9,8.071,12.75296,1.137,-0.077,0.188,-1.50317749798425,3.46,"n","n","n","n"
"1154",695220,"Summer2018",2018,2018-07-27 14:07:00,9,7.834,49.90336,1.132,-0.071,0.199,-1.50815753110156,3.46,"n","n","n","n"
"1155",695220,"Summer2018",2018,2018-07-27 14:37:00,9,8.09,93.2703,1.139,-0.077,0.206,-1.50329587101555,3.46,"n","n","n","n"
"1156",695220,"Summer2018",2018,2018-07-27 15:07:00,9,8.43,35.37183,1.127,-0.072,0.184,-1.50699660738063,3.46,"n","n","n","n"
"1157",695220,"Summer2018",2018,2018-07-27 15:37:00,9,8.495,76.9351,1.134,-0.079,0.195,-1.50124379596481,3.46,"n","n","n","n"
"1158",695220,"Summer2018",2018,2018-07-27 16:07:00,9,8.128,57.36321,1.135,-0.089,0.24,-1.49254235630847,3.46,"n","n","n","n"
"1159",695220,"Summer2018",2018,2018-07-27 16:37:00,9,8.636,19.75751,1.131,-0.079,0.19,-1.5010599032609,3.46,"n","n","n","n"
"1160",695220,"Summer2018",2018,2018-07-27 17:07:00,9,8.071,8.69907,1.134,-0.089,0.231,-1.49247363102362,3.46,"n","n","n","n"
"1161",695220,"Summer2018",2018,2018-07-27 17:37:00,9,7.625,7.698,1.132,-0.103,0.207,-1.4800567900523,3.46,"n","n","n","n"
"1162",695220,"Summer2018",2018,2018-07-27 18:07:00,9,8.26,13.21409,1.135,-0.095,0.236,-1.487290530577,3.46,"n","n","n","n"
"1163",695220,"Summer2018",2018,2018-07-27 18:37:00,9,7.948,5.512,1.131,-0.1,0.163,-1.48260832675315,3.46,"n","n","n","n"
"1164",695220,"Summer2018",2018,2018-07-27 19:07:00,9,8.138,5.05962,1.166,-0.096,0.172,-1.48864884812845,3.46,"n","n","o","n"
"1165",695220,"Summer2018",2018,2018-07-27 19:37:00,9,8.053,2.68099,1.123,-0.08,0.188,-1.49967871139348,3.46,"n","n","n","n"
"1166",695220,"Summer2018",2018,2018-07-27 20:07:00,9,8.204,1.62739,1.134,-0.088,0.187,-1.49335012679387,3.46,"n","n","n","n"
"1169",695220,"Summer2018",2018,2018-07-27 21:37:00,9,8.024,0.93861,1.132,-0.08,0.191,-1.50024225212322,3.46,"n","n","n","n"
"1172",695220,"Summer2018",2018,2018-07-27 23:07:00,9,8.701,1.5661,1.134,-0.08,0.184,-1.50036627466988,3.46,"n","n","n","n"
"1174",695220,"Summer2018",2018,2018-07-28 00:07:00,9,8.062,1.03492,1.132,-0.093,0.179,-1.4888249415615,3.46,"n","n","n","n"
"1178",695220,"Summer2018",2018,2018-07-28 02:07:00,9,8.392,0.60298,1.139,-0.1,0.174,-1.48322456027081,3.46,"n","n","n","n"
"1180",695220,"Summer2018",2018,2018-07-28 03:07:00,9,8.383,0.49207,1.139,-0.089,0.179,-1.49281605802519,3.46,"n","n","n","n"
"1182",695220,"Summer2018",2018,2018-07-28 04:07:00,9,7.929,0.51542,1.136,-0.095,0.184,-1.48736369839689,3.46,"n","n","n","n"
"1184",695220,"Summer2018",2018,2018-07-28 05:07:00,9,8.514,0.83062,1.129,-0.093,0.177,-1.48860810392811,3.46,"n","n","n","n"
"1186",695220,"Summer2018",2018,2018-07-28 06:07:00,9,8.223,1.78208,1.144,-0.087,0.188,-1.49489347735461,3.46,"n","n","n","n"
"1187",695220,"Summer2018",2018,2018-07-28 06:37:00,9,8.185,1.99805,1.136,-0.09,0.163,-1.4917361099999,3.46,"n","n","n","n"
"1188",695220,"Summer2018",2018,2018-07-28 07:07:00,9,8.147,4.49634,1.136,-0.082,0.176,-1.49873820532588,3.46,"n","n","n","n"
"1189",695220,"Summer2018",2018,2018-07-28 07:37:00,9,8.486,11.06019,1.132,-0.081,0.176,-1.49936330485037,3.46,"n","n","n","n"
"1190",695220,"Summer2018",2018,2018-07-28 08:07:00,9,8.495,15.45847,1.132,-0.097,0.177,-1.48531608886573,3.46,"n","n","n","n"
"1191",695220,"Summer2018",2018,2018-07-28 08:37:00,9,8.476,23.07592,1.136,-0.097,0.232,-1.48561561925795,3.46,"n","n","n","n"
"1192",695220,"Summer2018",2018,2018-07-28 09:07:00,9,8.194,20.99498,1.145,-0.087,0.175,-1.49495951406637,3.46,"n","n","n","n"
"1193",695220,"Summer2018",2018,2018-07-28 09:37:00,9,8.43,43.38037,1.123,-0.084,0.182,-1.4961357175478,3.46,"n","n","n","n"
"1194",695220,"Summer2018",2018,2018-07-28 10:07:00,9,8.608,54.85616,1.148,-0.095,0.174,-1.48823183768729,3.46,"n","n","n","n"
"1195",695220,"Summer2018",2018,2018-07-28 10:37:00,9,8.251,64.83765,1.136,-0.096,0.158,-1.48648959426869,3.46,"n","n","n","n"
"1196",695220,"Summer2018",2018,2018-07-28 11:07:00,9,8.523,66.90108,1.132,-0.103,0.167,-1.4800567900523,3.46,"n","n","n","n"
"1197",695220,"Summer2018",2018,2018-07-28 11:37:00,9,8.561,42.44643,1.139,-0.106,0.238,-1.47799952159635,3.46,"n","n","n","n"
"1198",695220,"Summer2018",2018,2018-07-28 12:07:00,9,8.692,114.43865,1.126,-0.096,0.175,-1.48574445643188,3.46,"n","n","n","n"
"1199",695220,"Summer2018",2018,2018-07-28 12:37:00,9,9.046,110.00243,1.129,-0.084,0.184,-1.49653103551896,3.46,"n","n","n","n"
"1200",695220,"Summer2018",2018,2018-07-28 13:07:00,9,9.148,113.18658,1.151,-0.072,0.167,-1.50832342766009,3.46,"n","n","n","n"
"1201",695220,"Summer2018",2018,2018-07-28 13:37:00,9,9.628,71.23514,1.128,-0.109,0.191,-1.47446421473645,3.46,"n","n","n","n"
"1202",695220,"Summer2018",2018,2018-07-28 14:07:00,9,8.981,81.62231,1.139,-0.095,0.236,-1.48758243632924,3.46,"n","n","n","n"
"1203",695220,"Summer2018",2018,2018-07-28 14:37:00,9,9.655,25.78435,1.139,-0.072,0.184,-1.50766697909604,3.46,"n","n","n","n"
"1204",695220,"Summer2018",2018,2018-07-28 15:07:00,9,8.888,18.16398,1.16,-0.095,0.224,-1.48908213639227,3.46,"n","n","o","n"
"1205",695220,"Summer2018",2018,2018-07-28 15:37:00,9,9.12,3.41063,1.128,-0.093,0.233,-1.48853557013568,3.46,"n","n","n","n"
"1206",695220,"Summer2018",2018,2018-07-28 16:07:00,9,9.655,31.04944,1.14,-0.089,0.188,-1.4928841851641,3.46,"n","n","n","n"
"1207",695220,"Summer2018",2018,2018-07-28 16:37:00,9,8.925,26.4848,1.119,-0.092,0.164,-1.48876456190686,3.46,"n","n","n","n"
"1208",695220,"Summer2018",2018,2018-07-28 17:07:00,9,9.018,13.79488,1.132,-0.084,0.184,-1.49672713164713,3.46,"n","n","n","n"
"1209",695220,"Summer2018",2018,2018-07-28 17:37:00,9,9.443,3.52446,1.123,-0.082,0.156,-1.4979069853235,3.46,"n","n","n","n"
"1210",695220,"Summer2018",2018,2018-07-28 18:07:00,9,9.296,15.64525,1.132,-0.084,0.184,-1.49672713164713,3.46,"n","n","n","n"
"1211",695220,"Summer2018",2018,2018-07-28 18:37:00,9,9.434,9.32364,1.134,-0.08,0.198,-1.50036627466988,3.46,"n","n","n","n"
"1212",695220,"Summer2018",2018,2018-07-28 19:07:00,9,8.99,5.73673,1.132,-0.088,0.176,-1.49321384397069,3.46,"n","n","n","n"
"1213",695220,"Summer2018",2018,2018-07-28 19:37:00,9,9.462,2.90864,1.136,-0.081,0.183,-1.49961397930642,3.46,"n","n","n","n"
"1214",695220,"Summer2018",2018,2018-07-28 20:07:00,9,9.305,0.71388,1.143,-0.08,0.182,-1.50091903141134,3.46,"n","n","n","n"
"1220",695220,"Summer2018",2018,2018-07-28 23:07:00,9,9.416,0.14476,1.139,-0.097,0.176,-1.48583889639488,3.46,"n","n","n","n"
"1221",695220,"Summer2018",2018,2018-07-28 23:37:00,9,9.407,0.29944,1.147,-0.081,0.176,-1.50029436403503,3.46,"n","n","n","n"
"1223",695220,"Summer2018",2018,2018-07-29 00:37:00,9,9.6,0.70513,1.129,-0.087,0.184,-1.49388897088222,3.46,"n","n","n","n"
"1226",695220,"Summer2018",2018,2018-07-29 02:07:00,9,9.884,0.86856,1.136,-0.084,0.179,-1.49698699082235,3.46,"n","n","n","n"
"1229",695220,"Summer2018",2018,2018-07-29 03:37:00,9,9.388,0.80436,1.12,-0.09,0.192,-1.49061147949358,3.47,"n","n","n","n"
"1230",695220,"Summer2018",2018,2018-07-29 04:07:00,9,9.563,1.6916,1.132,-0.093,0.167,-1.4888249415615,3.47,"n","n","n","n"
"1231",695220,"Summer2018",2018,2018-07-29 04:37:00,9,9.572,0.01051,1.132,-0.104,0.172,-1.47918072150348,3.47,"n","n","n","n"
"1233",695220,"Summer2018",2018,2018-07-29 05:37:00,9,9.976,0.87148,1.132,-0.1,0.184,-1.48268582858979,3.47,"n","n","n","n"
"1235",695220,"Summer2018",2018,2018-07-29 06:37:00,9,9.6,2.39497,1.134,-0.103,0.24,-1.48021594981105,3.47,"n","n","n","n"
"1236",695220,"Summer2018",2018,2018-07-29 07:07:00,9,9.912,4.84073,1.135,-0.109,0.176,-1.47505469836142,3.47,"n","n","n","n"
"1237",695220,"Summer2018",2018,2018-07-29 07:37:00,9,10.176,9.51627,1.127,-0.087,0.184,-1.49375302828521,3.47,"n","n","n","n"
"1238",695220,"Summer2018",2018,2018-07-29 08:07:00,9,10.185,16.62297,1.156,-0.104,0.179,-1.48107247676227,3.47,"n","n","n","n"
"1239",695220,"Summer2018",2018,2018-07-29 08:37:00,9,10.14,22.89205,1.139,-0.113,0.236,-1.47191007873419,3.47,"n","n","n","n"
"1240",695220,"Summer2018",2018,2018-07-29 09:07:00,9,9.903,33.67031,1.127,-0.088,0.176,-1.4928710334991,3.47,"n","n","n","n"
"1241",695220,"Summer2018",2018,2018-07-29 09:37:00,9,9.976,43.28406,1.103,-0.098,0.172,-1.4821804233391,3.47,"n","n","o","n"
"1242",695220,"Summer2018",2018,2018-07-29 10:07:00,9,10.03,53.61577,1.116,-0.097,0.207,-1.48409665488867,3.47,"n","n","n","n"
"1243",695220,"Summer2018",2018,2018-07-29 10:37:00,9,10.012,63.1624,1.137,-0.116,0.22,-1.46912523922985,3.47,"n","n","n","n"
"1244",695220,"Summer2018",2018,2018-07-29 11:07:00,9,10.04,78.89929,1.144,-0.087,0.177,-1.49489347735461,3.47,"n","n","n","n"
"1245",695220,"Summer2018",2018,2018-07-29 11:37:00,9,10.021,87.0596,1.132,-0.089,0.172,-1.49233581842021,3.47,"n","n","n","n"
"1246",695220,"Summer2018",2018,2018-07-29 12:07:00,9,10.14,92.03283,1.134,-0.08,0.182,-1.50036627466988,3.47,"n","n","n","n"
"1247",695220,"Summer2018",2018,2018-07-29 12:37:00,9,10.304,100.14936,1.12,-0.093,0.174,-1.48795066868045,3.47,"n","n","n","n"
"1248",695220,"Summer2018",2018,2018-07-29 13:07:00,9,10.185,94.76461,1.139,-0.082,0.184,-1.49892734472398,3.47,"n","n","n","n"
"1249",695220,"Summer2018",2018,2018-07-29 13:37:00,9,10.267,61.63599,1.137,-0.1,0.175,-1.4830713086167,3.47,"n","n","n","n"
"1250",695220,"Summer2018",2018,2018-07-29 14:07:00,9,10.167,84.64011,1.128,-0.079,0.166,-1.50087503716613,3.47,"n","n","n","n"
"1251",695220,"Summer2018",2018,2018-07-29 14:37:00,9,10.313,77.30284,1.127,-0.103,0.191,-1.47965643963102,3.47,"n","n","n","n"
"1252",695220,"Summer2018",2018,2018-07-29 15:07:00,9,10.231,25.18604,1.144,-0.08,0.183,-1.50097991458255,3.47,"n","n","n","n"
"1253",695220,"Summer2018",2018,2018-07-29 15:37:00,9,10.231,25.24149,1.142,-0.124,0.216,-1.4626386197389,3.47,"n","n","n","n"
"1254",695220,"Summer2018",2018,2018-07-29 16:07:00,9,10.085,13.25495,1.139,-0.109,0.188,-1.47538888861975,3.47,"n","n","n","n"
"1255",695220,"Summer2018",2018,2018-07-29 16:37:00,9,10.231,38.9354,1.123,-0.081,0.179,-1.49879279175564,3.47,"n","n","n","n"
"1256",695220,"Summer2018",2018,2018-07-29 17:07:00,9,10.285,34.13436,1.158,-0.081,0.176,-1.50096188616977,3.47,"n","n","o","n"
"1257",695220,"Summer2018",2018,2018-07-29 17:37:00,9,10.231,30.29061,1.129,-0.089,0.182,-1.49212818966032,3.47,"n","n","n","n"
"1258",695220,"Summer2018",2018,2018-07-29 18:07:00,9,10.258,26.08204,1.159,-0.097,0.198,-1.48729807956996,3.47,"n","n","o","n"
"1259",695220,"Summer2018",2018,2018-07-29 18:37:00,9,10.131,12.98061,1.132,-0.109,0.159,-1.47480251995401,3.47,"n","n","n","n"
"1260",695220,"Summer2018",2018,2018-07-29 19:07:00,9,10.403,7.55791,1.135,-0.097,0.176,-1.48554093315147,3.47,"n","n","n","n"
"1261",695220,"Summer2018",2018,2018-07-29 19:37:00,9,10.185,3.01955,1.136,-0.095,0.175,-1.48736369839689,3.47,"n","n","n","n"
"1262",695220,"Summer2018",2018,2018-07-29 20:07:00,9,10.367,0.0251,1.135,-0.077,0.192,-1.50305870968715,3.47,"n","n","n","n"
"1263",695220,"Summer2018",2018,2018-07-29 20:37:00,9,10.585,0.83062,1.136,-0.08,0.182,-1.50048986267627,3.47,"n","n","n","n"
"1264",695220,"Summer2018",2018,2018-07-29 21:07:00,9,10.458,0.52709,1.132,-0.076,0.19,-1.5037591199015,3.47,"n","n","n","n"
"1268",695220,"Summer2018",2018,2018-07-29 23:07:00,9,10.285,0.43078,1.134,-0.073,0.199,-1.50651113042789,3.47,"n","n","n","n"
"1269",695220,"Summer2018",2018,2018-07-29 23:37:00,9,10.376,0.82187,1.144,-0.077,0.172,-1.50359000101253,3.47,"n","n","n","n"
"1272",695220,"Summer2018",2018,2018-07-30 01:07:00,9,10.548,0.26442,1.131,-0.074,0.192,-1.5054606290891,3.47,"n","n","n","n"
"1273",695220,"Summer2018",2018,2018-07-30 01:37:00,9,10.575,0.09806,1.132,-0.093,0.244,-1.4888249415615,3.47,"n","n","n","n"
"1274",695220,"Summer2018",2018,2018-07-30 02:07:00,9,10.458,0.17103,1.129,-0.08,0.184,-1.50005539852208,3.47,"n","n","n","n"
"1275",695220,"Summer2018",2018,2018-07-30 02:37:00,9,10.431,0.65259,1.139,-0.08,0.179,-1.50067443489729,3.47,"n","n","n","n"
"1277",695220,"Summer2018",2018,2018-07-30 03:37:00,9,10.331,1.81418,1.136,-0.08,0.192,-1.50048986267627,3.47,"n","n","n","n"
"1279",695220,"Summer2018",2018,2018-07-30 04:37:00,9,10.276,0.84813,1.136,-0.089,0.243,-1.49261096133688,3.47,"n","n","n","n"
"1280",695220,"Summer2018",2018,2018-07-30 05:07:00,9,10.358,0.00759,1.136,-0.079,0.199,-1.50136585411178,3.47,"n","n","n","n"
"1281",695220,"Summer2018",2018,2018-07-30 05:37:00,9,10.349,0.90067,1.134,-0.089,0.247,-1.49247363102362,3.47,"n","n","n","n"
"1283",695220,"Summer2018",2018,2018-07-30 06:37:00,9,10.313,2.98452,1.126,-0.08,0.231,-1.49986755424094,3.47,"n","n","n","n"
"1284",695220,"Summer2018",2018,2018-07-30 07:07:00,9,10.249,9.6155,1.132,-0.069,0.188,-1.50991758488447,3.47,"n","n","n","n"
"1285",695220,"Summer2018",2018,2018-07-30 07:37:00,9,10.267,15.26584,1.136,-0.074,0.199,-1.50574738587738,3.47,"n","n","n","n"
"1286",695220,"Summer2018",2018,2018-07-30 08:07:00,9,10.185,21.45612,1.126,-0.076,0.192,-1.50340298343506,3.47,"n","n","n","n"
"1287",695220,"Summer2018",2018,2018-07-30 08:37:00,9,10.14,31.53684,1.136,-0.08,0.191,-1.50048986267627,3.47,"n","n","n","n"
"1288",695220,"Summer2018",2018,2018-07-30 09:07:00,9,10.258,42.54274,1.128,-0.074,0.206,-1.50528735998674,3.47,"n","n","n","n"
"1289",695220,"Summer2018",2018,2018-07-30 09:37:00,9,10.222,53.49319,1.136,-0.069,0.192,-1.51013142018,3.47,"n","n","n","n"
"1290",695220,"Summer2018",2018,2018-07-30 10:07:00,9,10.258,69.63285,1.144,-0.081,0.216,-1.50011009569996,3.47,"n","n","n","n"
"1291",695220,"Summer2018",2018,2018-07-30 10:37:00,9,10.213,84.83565,1.12,-0.08,0.211,-1.49948886200961,3.47,"n","n","n","n"
"1292",695220,"Summer2018",2018,2018-07-30 11:07:00,9,10.249,81.68652,1.127,-0.088,0.216,-1.4928710334991,3.47,"n","n","n","n"
"1293",695220,"Summer2018",2018,2018-07-30 11:37:00,9,10.249,112.59995,1.139,-0.093,0.214,-1.48932648351069,3.47,"n","n","n","n"
"1294",695220,"Summer2018",2018,2018-07-30 12:07:00,9,10.394,126.27051,1.15,-0.098,0.243,-1.48578432431583,3.47,"n","n","n","n"
"1295",695220,"Summer2018",2018,2018-07-30 12:37:00,9,10.44,126.67035,1.135,-0.08,0.188,-1.50042812284799,3.47,"n","n","n","n"
"1296",695220,"Summer2018",2018,2018-07-30 13:07:00,9,10.458,130.17263,1.136,-0.076,0.176,-1.50399446356084,3.47,"n","n","n","n"
"1297",695220,"Summer2018",2018,2018-07-30 13:37:00,9,10.458,53.0379,1.137,-0.087,0.184,-1.49442798675422,3.47,"n","n","n","n"
"1298",695220,"Summer2018",2018,2018-07-30 14:07:00,9,10.449,40.36841,1.136,-0.08,0.184,-1.50048986267627,3.47,"n","n","n","n"
"1299",695220,"Summer2018",2018,2018-07-30 14:37:00,9,10.331,117.1033,1.132,-0.08,0.191,-1.50024225212322,3.47,"n","n","n","n"
"1300",695220,"Summer2018",2018,2018-07-30 15:07:00,9,10.431,90.71072,1.134,-0.073,0.187,-1.50651113042789,3.47,"n","n","n","n"
"1301",695220,"Summer2018",2018,2018-07-30 15:37:00,9,10.458,81.84996,1.132,-0.077,0.176,-1.5028797438328,3.47,"n","n","n","n"
"1302",695220,"Summer2018",2018,2018-07-30 16:07:00,9,10.376,69.6562,1.132,-0.089,0.223,-1.49233581842021,3.47,"n","n","n","n"
"1303",695220,"Summer2018",2018,2018-07-30 16:37:00,9,10.412,45.18112,1.136,-0.084,0.204,-1.49698699082235,3.47,"n","n","n","n"
"1304",695220,"Summer2018",2018,2018-07-30 17:07:00,9,10.367,28.32058,1.137,-0.079,0.188,-1.50142672293323,3.47,"n","n","n","n"
"1305",695220,"Summer2018",2018,2018-07-30 17:37:00,9,10.403,30.74007,1.135,-0.08,0.192,-1.50042812284799,3.47,"n","n","n","n"
"1306",695220,"Summer2018",2018,2018-07-30 18:07:00,9,10.358,18.90237,1.136,-0.077,0.198,-1.50311815588017,3.47,"n","n","n","n"
"1307",695220,"Summer2018",2018,2018-07-30 18:37:00,9,10.376,9.61842,1.136,-0.08,0.192,-1.50048986267627,3.47,"n","n","n","n"
"1308",695220,"Summer2018",2018,2018-07-30 19:07:00,9,10.385,3.4048,1.135,-0.087,0.223,-1.49429394097608,3.47,"n","n","n","n"
"1309",695220,"Summer2018",2018,2018-07-30 19:37:00,9,10.204,3.15964,1.132,-0.079,0.192,-1.50112130860371,3.47,"n","n","n","n"
"1310",695220,"Summer2018",2018,2018-07-30 20:07:00,9,10.222,0.84522,1.139,-0.093,0.239,-1.48932648351069,3.47,"n","n","n","n"
"1311",695220,"Summer2018",2018,2018-07-30 20:37:00,9,10.249,0.49791,1.134,-0.084,0.184,-1.49685728913696,3.47,"n","n","n","n"
"1312",695220,"Summer2018",2018,2018-07-30 21:07:00,9,10.34,0.20605,1.136,-0.08,0.188,-1.50048986267627,3.47,"n","n","n","n"
"1314",695220,"Summer2018",2018,2018-07-30 22:07:00,9,10.376,0.59422,1.126,-0.082,0.195,-1.49810049990784,3.47,"n","n","n","n"
"1315",695220,"Summer2018",2018,2018-07-30 22:37:00,9,10.376,0.31404,1.134,-0.089,0.224,-1.49247363102362,3.47,"n","n","n","n"
"1319",695220,"Summer2018",2018,2018-07-31 00:37:00,9,10.313,0.65259,1.129,-0.077,0.185,-1.50269983126758,3.47,"n","n","n","n"
"1320",695220,"Summer2018",2018,2018-07-31 01:07:00,9,10.331,0.60589,1.15,-0.084,0.22,-1.49788233842878,3.47,"n","n","n","n"
"1322",695220,"Summer2018",2018,2018-07-31 02:07:00,9,10.185,0.65259,1.151,-0.093,0.216,-1.49017216977764,3.47,"n","n","n","n"
"1323",695220,"Summer2018",2018,2018-07-31 02:37:00,9,10.285,1.07286,1.132,-0.08,0.208,-1.50024225212322,3.47,"n","n","n","n"
"1324",695220,"Summer2018",2018,2018-07-31 03:07:00,9,10.231,0.20897,1.145,-0.071,0.195,-1.50886688656032,3.47,"n","n","n","n"
"1327",695220,"Summer2018",2018,2018-07-31 04:37:00,9,10.294,1.35013,1.131,-0.08,0.199,-1.50018007718167,3.47,"n","n","n","n"
"1330",695220,"Summer2018",2018,2018-07-31 06:07:00,9,10.24,0.92985,1.12,-0.089,0.247,-1.49149867121905,3.47,"n","n","n","n"
"1331",695220,"Summer2018",2018,2018-07-31 06:37:00,9,9.939,0.67594,1.132,-0.079,0.201,-1.50112130860371,3.47,"n","n","n","n"
"1332",695220,"Summer2018",2018,2018-07-31 07:07:00,9,10.067,6.70277,1.139,-0.08,0.184,-1.50067443489729,3.47,"n","n","n","n"
"1333",695220,"Summer2018",2018,2018-07-31 07:37:00,9,10.294,12.79382,1.123,-0.08,0.198,-1.49967871139348,3.47,"n","n","n","n"
"1334",695220,"Summer2018",2018,2018-07-31 08:07:00,9,10.167,23.47284,1.128,-0.077,0.201,-1.50263964873481,3.47,"n","n","n","n"
"1335",695220,"Summer2018",2018,2018-07-31 08:37:00,9,9.976,32.26064,1.127,-0.084,0.2,-1.49639972797008,3.47,"n","n","n","n"
"1336",695220,"Summer2018",2018,2018-07-31 09:07:00,9,10.049,43.03306,1.136,-0.093,0.206,-1.48911228877486,3.47,"n","n","n","n"
"1337",695220,"Summer2018",2018,2018-07-31 09:37:00,9,10.021,55.84264,1.132,-0.084,0.192,-1.49672713164713,3.47,"n","n","n","n"
"1338",695220,"Summer2018",2018,2018-07-31 10:07:00,9,10.149,69.09584,1.137,-0.077,0.204,-1.50317749798425,3.47,"n","n","n","n"
"1339",695220,"Summer2018",2018,2018-07-31 10:37:00,9,10.149,83.569,1.134,-0.073,0.199,-1.50651113042789,3.47,"n","n","n","n"
"1340",695220,"Summer2018",2018,2018-07-31 11:07:00,9,10.204,97.13156,1.121,-0.08,0.188,-1.49955225747041,3.47,"n","n","n","n"
"1341",695220,"Summer2018",2018,2018-07-31 11:37:00,9,10.012,109.71349,1.132,-0.072,0.225,-1.50727764922661,3.47,"n","n","n","n"
"1342",695220,"Summer2018",2018,2018-07-31 12:07:00,9,10.122,120.41879,1.129,-0.08,0.198,-1.50005539852208,3.47,"n","n","n","n"
"1343",695220,"Summer2018",2018,2018-07-31 12:37:00,9,10.149,124.27713,1.132,-0.08,0.216,-1.50024225212322,3.47,"n","n","n","n"
"1344",695220,"Summer2018",2018,2018-07-31 13:07:00,9,10.158,120.71648,1.129,-0.084,0.207,-1.49653103551896,3.47,"n","n","n","n"
"1345",695220,"Summer2018",2018,2018-07-31 13:37:00,9,10.231,119.53738,1.136,-0.084,0.236,-1.49698699082235,3.47,"n","n","n","n"
"1346",695220,"Summer2018",2018,2018-07-31 14:07:00,9,10.067,119.43815,1.136,-0.073,0.184,-1.50662399785534,3.47,"n","n","n","n"
