"","Sensor","deployment","year","timestamp","depth","Temperature","PAR","Acceleration.X","Acceleration.Y","Acceleration.Z","tilt","Battery","flag_Y","flag_Z","flag_X","flag_T"
"624",695220,"Summer2018",2018,2018-07-16 13:07:00,9,7.309,122.55226,1.14,-0.137,0.119,-1.45119445622431,3.45,"n","n","n","n"
"625",695220,"Summer2018",2018,2018-07-16 13:37:00,9,7.434,17.48395,1.134,-0.168,0.136,-1.42371797140649,3.46,"o","n","n","o"
"626",695220,"Summer2018",2018,2018-07-16 14:07:00,9,7.328,27.39248,1.129,-0.148,0.14,-1.44045011853027,3.45,"n","n","n","n"
"627",695220,"Summer2018",2018,2018-07-16 14:37:00,9,7.155,64.20141,1.137,-0.144,0.142,-1.44481795705081,3.46,"n","n","n","n"
"628",695220,"Summer2018",2018,2018-07-16 15:07:00,9,7.097,86.30661,1.137,-0.144,0.131,-1.44481795705081,3.45,"n","n","n","n"
"629",695220,"Summer2018",2018,2018-07-16 15:37:00,9,7.213,28.33517,1.139,-0.159,0.198,-1.43209650674639,3.46,"n","n","n","n"
"630",695220,"Summer2018",2018,2018-07-16 16:07:00,9,7.232,25.82812,1.139,-0.152,0.147,-1.43812977925921,3.45,"n","n","n","n"
"631",695220,"Summer2018",2018,2018-07-16 16:37:00,9,7.29,2.68391,1.136,-0.173,0.12,-1.41966876512225,3.45,"o","n","n","o"
"632",695220,"Summer2018",2018,2018-07-16 17:07:00,9,7.443,33.72284,1.136,-0.144,0.147,-1.44470823173031,3.45,"n","n","n","n"
"633",695220,"Summer2018",2018,2018-07-16 17:37:00,9,7.222,9.60383,1.129,-0.137,0.142,-1.45004040057769,3.45,"n","n","n","n"
"634",695220,"Summer2018",2018,2018-07-16 18:07:00,9,7.299,3.92138,1.136,-0.153,0.126,-1.43691884116484,3.45,"n","n","n","n"
"635",695220,"Summer2018",2018,2018-07-16 18:37:00,9,7.338,1.3618,1.134,-0.144,0.143,-1.44448820973166,3.45,"n","n","n","n"
"636",695220,"Summer2018",2018,2018-07-16 19:07:00,9,7.174,0.17978,1.129,-0.124,0.152,-1.46140308161292,3.45,"n","n","n","n"
"637",695220,"Summer2018",2018,2018-07-16 19:37:00,9,7.242,3.03122,1.132,-0.144,0.192,-1.44426742262921,3.45,"n","n","n","n"
"638",695220,"Summer2018",2018,2018-07-16 20:07:00,9,7.395,0.86856,1.132,-0.136,0.151,-1.4512280667939,3.45,"n","n","n","n"
"639",695220,"Summer2018",2018,2018-07-16 20:37:00,9,7.126,0.89483,1.132,-0.127,0.14,-1.45907269788177,3.45,"n","n","n","n"
"643",695220,"Summer2018",2018,2018-07-16 22:37:00,9,7.376,0.44245,1.129,-0.136,0.142,-1.45091337922427,3.45,"n","n","n","n"
"649",695220,"Summer2018",2018,2018-07-17 01:37:00,9,7.184,0.86565,1.135,-0.133,0.152,-1.4541476813725,3.45,"n","n","n","n"
"650",695220,"Summer2018",2018,2018-07-17 02:07:00,9,7.174,1.41142,1.137,-0.138,0.147,-1.45001506622177,3.45,"n","n","n","n"
"652",695220,"Summer2018",2018,2018-07-17 03:07:00,9,7.367,0.52417,1.129,-0.136,0.14,-1.45091337922427,3.45,"n","n","n","n"
"653",695220,"Summer2018",2018,2018-07-17 03:37:00,9,7.319,1.4406,1.123,-0.132,0.163,-1.45379091469989,3.46,"n","n","n","n"
"654",695220,"Summer2018",2018,2018-07-17 04:07:00,9,7.194,0.12433,1.139,-0.121,0.156,-1.46495973931662,3.46,"n","n","n","n"
"655",695220,"Summer2018",2018,2018-07-17 04:37:00,9,7.174,0.39576,1.132,-0.121,0.169,-1.46431019405137,3.46,"n","n","n","n"
"658",695220,"Summer2018",2018,2018-07-17 06:07:00,9,7.28,0.07763,1.136,-0.129,0.148,-1.45772435130747,3.45,"n","n","n","n"
"659",695220,"Summer2018",2018,2018-07-17 06:37:00,9,7.222,2.33952,1.134,-0.129,0.152,-1.45752662970666,3.46,"n","n","n","n"
"660",695220,"Summer2018",2018,2018-07-17 07:07:00,9,7.203,9.87233,1.137,-0.144,0.169,-1.44481795705081,3.46,"n","n","n","n"
"661",695220,"Summer2018",2018,2018-07-17 07:37:00,9,7.116,15.24541,1.134,-0.128,0.143,-1.45839728427434,3.46,"n","n","n","n"
"662",695220,"Summer2018",2018,2018-07-17 08:07:00,9,7.271,20.38792,1.136,-0.132,0.158,-1.45511790409694,3.46,"n","n","n","n"
"663",695220,"Summer2018",2018,2018-07-17 08:37:00,9,7.251,30.31979,1.136,-0.144,0.199,-1.44470823173031,3.45,"n","n","n","n"
"664",695220,"Summer2018",2018,2018-07-17 09:07:00,9,7.203,37.65706,1.136,-0.117,0.144,-1.46816523633753,3.45,"n","n","n","n"
"665",695220,"Summer2018",2018,2018-07-17 09:37:00,9,7.299,49.5794,1.139,-0.111,0.158,-1.4736491888276,3.46,"n","n","n","n"
"666",695220,"Summer2018",2018,2018-07-17 10:07:00,9,7.328,60.9618,1.139,-0.092,0.167,-1.490198694072,3.46,"n","n","n","n"
"667",695220,"Summer2018",2018,2018-07-17 10:37:00,9,7.271,71.81302,1.142,-0.081,0.192,-1.49998671497737,3.45,"n","n","n","n"
"668",695220,"Summer2018",2018,2018-07-17 11:07:00,9,7.107,82.66424,1.137,-0.09,0.188,-1.49180535504415,3.45,"n","n","n","n"
"669",695220,"Summer2018",2018,2018-07-17 11:37:00,9,7.174,94.71499,1.142,-0.097,0.236,-1.48606100887173,3.46,"n","n","n","n"
"670",695220,"Summer2018",2018,2018-07-17 12:07:00,9,7.28,104.97083,1.136,-0.077,0.184,-1.50311815588017,3.45,"n","n","n","n"
"671",695220,"Summer2018",2018,2018-07-17 12:37:00,9,7.491,114.04756,1.136,-0.08,0.192,-1.50048986267627,3.45,"n","n","n","n"
"672",695220,"Summer2018",2018,2018-07-17 13:07:00,9,7.415,126.92427,1.137,-0.08,0.177,-1.50055149443874,3.45,"n","n","n","n"
"673",695220,"Summer2018",2018,2018-07-17 13:37:00,9,7.319,25.24441,1.132,-0.097,0.188,-1.48531608886573,3.45,"n","n","n","n"
"674",695220,"Summer2018",2018,2018-07-17 14:07:00,9,7.309,14.866,1.143,-0.081,0.188,-1.50004845904129,3.45,"n","n","n","n"
"675",695220,"Summer2018",2018,2018-07-17 14:37:00,9,7.222,82.40157,1.144,-0.084,0.182,-1.49750128698713,3.46,"n","n","n","n"
"676",695220,"Summer2018",2018,2018-07-17 15:07:00,9,7.261,22.73737,1.139,-0.076,0.182,-1.50416989135665,3.45,"n","n","n","n"
"677",695220,"Summer2018",2018,2018-07-17 15:37:00,9,7.338,26.59571,1.132,-0.081,0.192,-1.49936330485037,3.46,"n","n","n","n"
"678",695220,"Summer2018",2018,2018-07-17 16:07:00,9,7.405,67.79708,1.134,-0.077,0.19,-1.50299915913151,3.46,"n","n","n","n"
"679",695220,"Summer2018",2018,2018-07-17 16:37:00,9,7.232,15.55478,1.139,-0.071,0.195,-1.50854149602677,3.46,"n","n","n","n"
"680",695220,"Summer2018",2018,2018-07-17 17:07:00,9,7.165,9.76143,1.136,-0.089,0.236,-1.49261096133688,3.46,"n","n","n","n"
"681",695220,"Summer2018",2018,2018-07-17 17:37:00,9,7.328,34.97199,1.137,-0.089,0.232,-1.49267944642357,3.45,"n","n","n","n"
"682",695220,"Summer2018",2018,2018-07-17 18:07:00,9,7.395,17.47228,1.145,-0.097,0.236,-1.48628196575573,3.45,"n","n","n","n"
"683",695220,"Summer2018",2018,2018-07-17 18:37:00,9,7.424,6.77282,1.137,-0.077,0.192,-1.50317749798425,3.45,"n","n","n","n"
"684",695220,"Summer2018",2018,2018-07-17 19:07:00,9,7.395,9.14269,1.126,-0.077,0.195,-1.50251896447129,3.45,"n","n","n","n"
"685",695220,"Summer2018",2018,2018-07-17 19:37:00,9,7.443,2.09436,1.136,-0.089,0.227,-1.49261096133688,3.45,"n","n","n","n"
"689",695220,"Summer2018",2018,2018-07-17 21:37:00,9,7.242,0.7956,1.127,-0.084,0.183,-1.49639972797008,3.45,"n","n","n","n"
"690",695220,"Summer2018",2018,2018-07-17 22:07:00,9,7.443,1.28884,1.127,-0.08,0.215,-1.49993027956197,3.45,"n","n","n","n"
"691",695220,"Summer2018",2018,2018-07-17 22:37:00,9,7.52,0.81895,1.129,-0.077,0.188,-1.50269983126758,3.46,"n","n","n","n"
"692",695220,"Summer2018",2018,2018-07-17 23:07:00,9,7.242,0.57671,1.135,-0.093,0.159,-1.48904064058148,3.45,"n","n","n","n"
"693",695220,"Summer2018",2018,2018-07-17 23:37:00,9,7.261,0.01343,1.151,-0.081,0.193,-1.50053856832365,3.46,"n","n","n","n"
"694",695220,"Summer2018",2018,2018-07-18 00:07:00,9,7.405,0.90359,1.131,-0.089,0.163,-1.4922667304667,3.45,"n","n","n","n"
"695",695220,"Summer2018",2018,2018-07-18 00:37:00,9,7.568,0.44537,1.142,-0.087,0.179,-1.49476105897723,3.46,"n","n","n","n"
"698",695220,"Summer2018",2018,2018-07-18 02:07:00,9,7.203,1.02033,1.151,-0.08,0.176,-1.50140314891423,3.45,"n","n","n","n"
"701",695220,"Summer2018",2018,2018-07-18 03:37:00,9,7.174,0.67302,1.144,-0.084,0.182,-1.49750128698713,3.46,"n","n","n","n"
"703",695220,"Summer2018",2018,2018-07-18 04:37:00,9,7.299,0.90651,1.136,-0.09,0.24,-1.4917361099999,3.46,"n","n","n","n"
"705",695220,"Summer2018",2018,2018-07-18 05:37:00,9,7.338,0.45997,1.128,-0.168,0.048,-1.42294696153614,3.45,"o","o","n","o"
"706",695220,"Summer2018",2018,2018-07-18 06:07:00,9,7.415,3.59742,1.136,-0.105,0.184,-1.4786286238969,3.45,"n","n","n","n"
"707",695220,"Summer2018",2018,2018-07-18 06:37:00,9,7.443,1.56902,1.135,-0.084,0.185,-1.49692219680571,3.46,"n","n","n","n"
"708",695220,"Summer2018",2018,2018-07-18 07:07:00,9,7.29,7.50246,1.144,-0.097,0.161,-1.48620844130443,3.45,"n","n","n","n"
"709",695220,"Summer2018",2018,2018-07-18 07:37:00,9,7.319,11.75773,1.144,-0.109,0.211,-1.47580336973028,3.45,"n","n","n","n"
"710",695220,"Summer2018",2018,2018-07-18 08:07:00,9,7.194,14.96231,1.137,-0.088,0.167,-1.49355365743091,3.45,"n","n","n","n"
"711",695220,"Summer2018",2018,2018-07-18 08:37:00,9,7.251,18.47334,1.137,-0.088,0.163,-1.49355365743091,3.46,"n","n","n","n"
"712",695220,"Summer2018",2018,2018-07-18 09:07:00,9,7.319,26.96928,1.134,-0.097,0.152,-1.48546611627941,3.45,"n","n","n","n"
"713",695220,"Summer2018",2018,2018-07-18 09:37:00,9,7.424,35.40685,1.155,-0.084,0.163,-1.4981968730644,3.45,"n","n","n","n"
"714",695220,"Summer2018",2018,2018-07-18 10:07:00,9,7.482,31.88415,1.132,-0.084,0.175,-1.49672713164713,3.46,"n","n","n","n"
"715",695220,"Summer2018",2018,2018-07-18 10:37:00,9,7.357,44.863,1.148,-0.082,0.176,-1.49948886200961,3.45,"n","n","n","n"
"716",695220,"Summer2018",2018,2018-07-18 11:07:00,9,7.222,85.81629,1.107,-0.095,0.176,-1.48518854784931,3.46,"n","n","o","n"
"717",695220,"Summer2018",2018,2018-07-18 11:37:00,9,7.376,92.66616,1.136,-0.101,0.174,-1.48212103649644,3.45,"n","n","n","n"
"718",695220,"Summer2018",2018,2018-07-18 12:07:00,9,7.28,101.65534,1.127,-0.106,0.214,-1.47701719833091,3.45,"n","n","n","n"
"719",695220,"Summer2018",2018,2018-07-18 12:37:00,9,7.347,108.68616,1.135,-0.095,0.163,-1.487290530577,3.45,"n","n","n","n"
"720",695220,"Summer2018",2018,2018-07-18 13:07:00,9,7.28,111.59889,1.144,-0.097,0.224,-1.48620844130443,3.46,"n","n","n","n"
"721",695220,"Summer2018",2018,2018-07-18 13:37:00,9,7.568,120.81571,1.14,-0.082,0.184,-1.49899017111465,3.46,"n","n","n","n"
"722",695220,"Summer2018",2018,2018-07-18 14:07:00,9,7.405,114.02129,1.118,-0.087,0.223,-1.49313530368911,3.46,"n","n","n","n"
"723",695220,"Summer2018",2018,2018-07-18 14:37:00,9,7.174,100.61341,1.118,-0.093,0.169,-1.48780314435389,3.46,"n","n","n","n"
"724",695220,"Summer2018",2018,2018-07-18 15:07:00,9,7.367,89.58416,1.14,-0.095,0.177,-1.48765509490646,3.46,"n","n","n","n"
"725",695220,"Summer2018",2018,2018-07-18 15:37:00,9,7.453,86.44962,1.139,-0.072,0.19,-1.50766697909604,3.46,"n","n","n","n"
"726",695220,"Summer2018",2018,2018-07-18 16:07:00,9,7.376,19.09792,1.123,-0.093,0.22,-1.48817097665006,3.46,"n","n","n","n"
"727",695220,"Summer2018",2018,2018-07-18 16:37:00,9,7.501,53.18966,1.151,-0.104,0.236,-1.4806848140006,3.45,"n","n","n","n"
"728",695220,"Summer2018",2018,2018-07-18 17:07:00,9,7.376,45.14026,1.137,-0.087,0.169,-1.49442798675422,3.45,"n","n","n","n"
"729",695220,"Summer2018",2018,2018-07-18 17:37:00,9,7.386,8.845,1.136,-0.087,0.158,-1.49436102252015,3.45,"n","n","n","n"
"730",695220,"Summer2018",2018,2018-07-18 18:07:00,9,7.453,23.08759,1.129,-0.08,0.176,-1.50005539852208,3.45,"n","n","n","n"
"731",695220,"Summer2018",2018,2018-07-18 18:37:00,9,7.424,5.21139,1.129,-0.088,0.183,-1.49300851985701,3.45,"n","n","n","n"
"732",695220,"Summer2018",2018,2018-07-18 19:07:00,9,7.434,4.34166,1.156,-0.08,0.168,-1.50170233601393,3.46,"n","n","n","n"
"733",695220,"Summer2018",2018,2018-07-18 19:37:00,9,7.319,0.90067,1.132,-0.081,0.185,-1.49936330485037,3.45,"n","n","n","n"
"734",695220,"Summer2018",2018,2018-07-18 20:07:00,9,7.299,1.52816,1.137,-0.085,0.184,-1.49617699509567,3.45,"n","n","n","n"
"735",695220,"Summer2018",2018,2018-07-18 20:37:00,9,7.261,0.69345,1.107,-0.095,0.167,-1.48518854784931,3.45,"n","n","o","n"
"738",695220,"Summer2018",2018,2018-07-18 22:07:00,9,7.338,0.39868,1.135,-0.072,0.184,-1.50744509056631,3.46,"n","n","n","n"
"739",695220,"Summer2018",2018,2018-07-18 22:37:00,9,7.222,0.78393,1.136,-0.077,0.19,-1.50311815588017,3.45,"n","n","n","n"
"740",695220,"Summer2018",2018,2018-07-18 23:07:00,9,7.347,0.01343,1.142,-0.089,0.241,-1.49302008366999,3.46,"n","n","n","n"
"745",695220,"Summer2018",2018,2018-07-19 01:37:00,9,7.367,0.28777,1.12,-0.08,0.182,-1.49948886200961,3.45,"n","n","n","n"
"746",695220,"Summer2018",2018,2018-07-19 02:07:00,9,7.539,1.54859,1.123,-0.072,0.192,-1.506769979381,3.46,"n","n","n","n"
"747",695220,"Summer2018",2018,2018-07-19 02:37:00,9,7.29,0.27026,1.136,-0.08,0.182,-1.50048986267627,3.45,"n","n","n","n"
"749",695220,"Summer2018",2018,2018-07-19 03:37:00,9,7.472,0.64092,1.144,-0.089,0.241,-1.49315550986987,3.45,"n","n","n","n"
"752",695220,"Summer2018",2018,2018-07-19 05:07:00,9,7.376,1.7237,1.116,-0.18,0.111,-1.41088320363668,3.46,"o","n","n","o"
"753",695220,"Summer2018",2018,2018-07-19 05:37:00,9,7.319,1.26257,1.136,-0.072,0.176,-1.50750070860627,3.45,"n","n","n","n"
"754",695220,"Summer2018",2018,2018-07-19 06:07:00,9,7.443,1.4873,1.137,-0.08,0.185,-1.50055149443874,3.45,"n","n","n","n"
"755",695220,"Summer2018",2018,2018-07-19 06:37:00,9,7.434,2.60803,1.144,-0.082,0.188,-1.49924038394291,3.45,"n","n","n","n"
"756",695220,"Summer2018",2018,2018-07-19 07:07:00,9,7.328,8.34301,1.142,-0.097,0.231,-1.48606100887173,3.45,"n","n","n","n"
"757",695220,"Summer2018",2018,2018-07-19 07:37:00,9,7.261,13.12653,1.135,-0.081,0.183,-1.49955147549647,3.45,"n","n","n","n"
"758",695220,"Summer2018",2018,2018-07-19 08:07:00,9,7.577,17.75538,1.139,-0.089,0.185,-1.49281605802519,3.45,"n","n","n","n"
"759",695220,"Summer2018",2018,2018-07-19 08:37:00,9,7.338,27.56175,1.139,-0.08,0.19,-1.50067443489729,3.46,"n","n","n","n"
"760",695220,"Summer2018",2018,2018-07-19 09:07:00,9,7.347,35.75708,1.136,-0.088,0.185,-1.4934859326154,3.45,"n","n","n","n"
"761",695220,"Summer2018",2018,2018-07-19 09:37:00,9,7.367,36.45462,1.136,-0.08,0.191,-1.50048986267627,3.46,"n","n","n","n"
"762",695220,"Summer2018",2018,2018-07-19 10:07:00,9,7.462,59.69514,1.148,-0.09,0.224,-1.49255913751962,3.46,"n","n","n","n"
"763",695220,"Summer2018",2018,2018-07-19 10:37:00,9,7.424,67.99846,1.136,-0.084,0.167,-1.49698699082235,3.45,"n","n","n","n"
"764",695220,"Summer2018",2018,2018-07-19 11:07:00,9,7.491,79.89452,1.145,-0.08,0.184,-1.50104069192468,3.45,"n","n","n","n"
"765",695220,"Summer2018",2018,2018-07-19 11:37:00,9,7.376,91.25066,1.148,-0.095,0.172,-1.48823183768729,3.45,"n","n","n","n"
"766",695220,"Summer2018",2018,2018-07-19 12:07:00,9,7.357,104.76945,1.134,-0.08,0.177,-1.50036627466988,3.46,"n","n","n","n"
"767",695220,"Summer2018",2018,2018-07-19 12:37:00,9,7.415,111.72438,1.135,-0.08,0.176,-1.50042812284799,3.46,"n","n","n","n"
"768",695220,"Summer2018",2018,2018-07-19 13:07:00,9,7.376,130.90227,1.136,-0.08,0.167,-1.50048986267627,3.46,"n","n","n","n"
"769",695220,"Summer2018",2018,2018-07-19 13:37:00,9,7.395,28.89845,1.139,-0.077,0.168,-1.50329587101555,3.45,"n","n","n","n"
"770",695220,"Summer2018",2018,2018-07-19 14:07:00,9,7.453,106.37466,1.112,-0.097,0.172,-1.48378635444302,3.45,"n","n","n","n"
"771",695220,"Summer2018",2018,2018-07-19 14:37:00,9,7.644,98.4741,1.136,-0.081,0.185,-1.49961397930642,3.46,"n","n","n","n"
"772",695220,"Summer2018",2018,2018-07-19 15:07:00,9,7.577,91.27692,1.12,-0.08,0.185,-1.49948886200961,3.46,"n","n","n","n"
"773",695220,"Summer2018",2018,2018-07-19 15:37:00,9,7.376,80.64751,1.132,-0.08,0.179,-1.50024225212322,3.46,"n","n","n","n"
"774",695220,"Summer2018",2018,2018-07-19 16:07:00,9,7.424,72.08737,1.144,-0.08,0.182,-1.50097991458255,3.46,"n","n","n","n"
"775",695220,"Summer2018",2018,2018-07-19 16:37:00,9,7.549,53.89012,1.137,-0.097,0.167,-1.48569017494053,3.45,"n","n","n","n"
"776",695220,"Summer2018",2018,2018-07-19 17:07:00,9,7.434,9.05806,1.139,-0.09,0.182,-1.49194348263173,3.46,"n","n","n","n"
"777",695220,"Summer2018",2018,2018-07-19 17:37:00,9,7.328,34.05556,1.127,-0.088,0.192,-1.4928710334991,3.46,"n","n","n","n"
"778",695220,"Summer2018",2018,2018-07-19 18:07:00,9,7.482,24.21124,1.127,-0.077,0.187,-1.50257935989654,3.46,"n","n","n","n"
"779",695220,"Summer2018",2018,2018-07-19 18:37:00,9,7.386,4.75609,1.136,-0.079,0.176,-1.50136585411178,3.45,"n","n","n","n"
"780",695220,"Summer2018",2018,2018-07-19 19:07:00,9,7.405,3.99435,1.136,-0.088,0.199,-1.4934859326154,3.46,"n","n","n","n"
"781",695220,"Summer2018",2018,2018-07-19 19:37:00,9,7.673,3.58283,1.136,-0.089,0.241,-1.49261096133688,3.46,"n","n","n","n"
"782",695220,"Summer2018",2018,2018-07-19 20:07:00,9,7.539,0.53585,1.136,-0.08,0.185,-1.50048986267627,3.46,"n","n","n","n"
"783",695220,"Summer2018",2018,2018-07-19 20:37:00,9,7.424,0.08639,1.143,-0.077,0.191,-1.50353137994754,3.46,"n","n","n","n"
"785",695220,"Summer2018",2018,2018-07-19 21:37:00,9,7.347,0.12725,1.119,-0.08,0.201,-1.49942535381713,3.45,"n","n","n","n"
"788",695220,"Summer2018",2018,2018-07-19 23:07:00,9,7.539,0.19146,1.134,-0.082,0.243,-1.49861155931452,3.46,"n","n","n","n"
"790",695220,"Summer2018",2018,2018-07-20 00:07:00,9,7.357,0.03969,1.139,-0.08,0.196,-1.50067443489729,3.46,"n","n","n","n"
"791",695220,"Summer2018",2018,2018-07-20 00:37:00,9,7.386,0.15644,1.136,-0.08,0.193,-1.50048986267627,3.46,"n","n","n","n"
"792",695220,"Summer2018",2018,2018-07-20 01:07:00,9,7.415,0.61173,1.132,-0.079,0.182,-1.50112130860371,3.45,"n","n","n","n"
"795",695220,"Summer2018",2018,2018-07-20 02:37:00,9,7.29,0.08347,1.136,-0.084,0.195,-1.49698699082235,3.46,"n","n","n","n"
"797",695220,"Summer2018",2018,2018-07-20 03:37:00,9,7.539,0.52709,1.136,-0.064,0.183,-1.51451779050613,3.46,"n","n","n","n"
"798",695220,"Summer2018",2018,2018-07-20 04:07:00,9,7.558,0.02802,1.15,-0.066,0.191,-1.51346790930876,3.46,"n","n","n","n"
"799",695220,"Summer2018",2018,2018-07-20 04:37:00,9,7.472,1.07578,1.129,-0.066,0.191,-1.51240397049445,3.45,"n","n","n","n"
"800",695220,"Summer2018",2018,2018-07-20 05:07:00,9,7.424,0.41911,1.148,-0.072,0.184,-1.50816059706265,3.45,"n","n","n","n"
"801",695220,"Summer2018",2018,2018-07-20 05:37:00,9,7.405,0.71972,1.135,-0.072,0.192,-1.50744509056631,3.46,"n","n","n","n"
"802",695220,"Summer2018",2018,2018-07-20 06:07:00,9,7.424,0.76641,1.143,-0.066,0.199,-1.51311759244555,3.46,"n","n","n","n"
"803",695220,"Summer2018",2018,2018-07-20 06:37:00,9,7.424,1.42309,1.132,-0.08,0.193,-1.50024225212322,3.45,"n","n","n","n"
"804",695220,"Summer2018",2018,2018-07-20 07:07:00,9,7.29,3.18882,1.132,-0.073,0.195,-1.50639786582441,3.46,"n","n","n","n"
"805",695220,"Summer2018",2018,2018-07-20 07:37:00,9,7.51,8.25837,1.144,-0.097,0.246,-1.48620844130443,3.46,"n","n","n","n"
"806",695220,"Summer2018",2018,2018-07-20 08:07:00,9,7.405,8.63486,1.151,-0.072,0.198,-1.50832342766009,3.46,"n","n","n","n"
"807",695220,"Summer2018",2018,2018-07-20 08:37:00,9,7.261,12.77631,1.145,-0.077,0.183,-1.50364852014404,3.46,"n","n","n","n"
"808",695220,"Summer2018",2018,2018-07-20 09:07:00,9,7.376,19.15045,1.134,-0.068,0.187,-1.51090331858778,3.46,"n","n","n","n"
"809",695220,"Summer2018",2018,2018-07-20 09:37:00,9,7.51,27.40999,1.126,-0.071,0.195,-1.50782463356894,3.46,"n","n","n","n"
"810",695220,"Summer2018",2018,2018-07-20 10:07:00,9,7.558,33.57983,1.136,-0.073,0.184,-1.50662399785534,3.46,"n","n","n","n"
"811",695220,"Summer2018",2018,2018-07-20 10:37:00,9,7.194,35.13834,1.139,-0.09,0.247,-1.49194348263173,3.46,"n","n","n","n"
"812",695220,"Summer2018",2018,2018-07-20 11:07:00,9,7.51,35.85923,1.142,-0.089,0.231,-1.49302008366999,3.46,"n","n","n","n"
"813",695220,"Summer2018",2018,2018-07-20 11:37:00,9,7.501,76.71329,1.142,-0.089,0.232,-1.49302008366999,3.46,"n","n","n","n"
"814",695220,"Summer2018",2018,2018-07-20 12:07:00,9,7.338,63.02231,1.143,-0.082,0.184,-1.49917799407632,3.46,"n","n","n","n"
"815",695220,"Summer2018",2018,2018-07-20 12:37:00,9,7.644,68.02764,1.136,-0.08,0.185,-1.50048986267627,3.46,"n","n","n","n"
"816",695220,"Summer2018",2018,2018-07-20 13:07:00,9,7.92,63.57391,1.142,-0.084,0.192,-1.49737338482689,3.46,"n","n","n","n"
"817",695220,"Summer2018",2018,2018-07-20 13:37:00,9,7.739,81.94627,1.135,-0.084,0.243,-1.49692219680571,3.46,"n","n","n","n"
"818",695220,"Summer2018",2018,2018-07-20 14:07:00,9,7.52,71.14759,1.135,-0.076,0.185,-1.50393578246486,3.46,"n","n","n","n"
"819",695220,"Summer2018",2018,2018-07-20 14:37:00,9,7.529,85.36975,1.137,-0.074,0.174,-1.50580443586853,3.46,"n","n","n","n"
"820",695220,"Summer2018",2018,2018-07-20 15:07:00,9,7.347,82.13014,1.135,-0.077,0.183,-1.50305870968715,3.46,"n","n","n","n"
"821",695220,"Summer2018",2018,2018-07-20 15:37:00,9,7.501,31.61856,1.143,-0.092,0.232,-1.49047953699023,3.46,"n","n","n","n"
"822",695220,"Summer2018",2018,2018-07-20 16:07:00,9,7.462,20.13984,1.135,-0.079,0.227,-1.50130487854916,3.46,"n","n","n","n"
"823",695220,"Summer2018",2018,2018-07-20 16:37:00,9,7.606,23.22768,1.123,-0.077,0.195,-1.50233713584402,3.46,"n","n","n","n"
"824",695220,"Summer2018",2018,2018-07-20 17:07:00,9,7.472,20.77901,1.136,-0.077,0.208,-1.50311815588017,3.46,"n","n","n","n"
"825",695220,"Summer2018",2018,2018-07-20 17:37:00,9,7.51,15.89625,1.144,-0.077,0.188,-1.50359000101253,3.46,"n","n","n","n"
"826",695220,"Summer2018",2018,2018-07-20 18:07:00,9,7.606,11.64974,1.137,-0.077,0.193,-1.50317749798425,3.46,"n","n","n","n"
"827",695220,"Summer2018",2018,2018-07-20 18:37:00,9,7.472,5.71046,1.142,-0.082,0.2,-1.49911549550549,3.46,"n","n","n","n"
"828",695220,"Summer2018",2018,2018-07-20 19:07:00,9,7.29,4.79987,1.132,-0.073,0.184,-1.50639786582441,3.45,"n","n","n","n"
"829",695220,"Summer2018",2018,2018-07-20 19:37:00,9,7.415,3.80172,1.129,-0.077,0.196,-1.50269983126758,3.46,"n","n","n","n"
"830",695220,"Summer2018",2018,2018-07-20 20:07:00,9,7.596,0.38992,1.137,-0.089,0.241,-1.49267944642357,3.46,"n","n","n","n"
"834",695220,"Summer2018",2018,2018-07-20 22:07:00,9,7.558,0.00467,1.136,-0.076,0.193,-1.50399446356084,3.46,"n","n","n","n"
"835",695220,"Summer2018",2018,2018-07-20 22:37:00,9,7.376,0.638,1.137,-0.077,0.19,-1.50317749798425,3.46,"n","n","n","n"
"837",695220,"Summer2018",2018,2018-07-20 23:37:00,9,7.424,1.05535,1.134,-0.073,0.192,-1.50651113042789,3.46,"n","n","n","n"
"841",695220,"Summer2018",2018,2018-07-21 01:37:00,9,7.453,0.31404,1.135,-0.074,0.185,-1.50569023578275,3.46,"n","n","n","n"
"843",695220,"Summer2018",2018,2018-07-21 02:37:00,9,7.453,0.08931,1.136,-0.081,0.243,-1.49961397930642,3.46,"n","n","n","n"
"846",695220,"Summer2018",2018,2018-07-21 04:07:00,9,7.501,0.44537,1.119,-0.071,0.185,-1.5074317590837,3.46,"n","n","n","n"
"847",695220,"Summer2018",2018,2018-07-21 04:37:00,9,7.472,0.08055,1.132,-0.08,0.216,-1.50024225212322,3.46,"n","n","n","n"
"849",695220,"Summer2018",2018,2018-07-21 05:37:00,9,7.453,0.5125,1.144,-0.074,0.169,-1.50620100483696,3.46,"n","n","n","n"
"850",695220,"Summer2018",2018,2018-07-21 06:07:00,9,7.453,1.8638,1.127,-0.066,0.192,-1.51230058209672,3.46,"n","n","n","n"
"851",695220,"Summer2018",2018,2018-07-21 06:37:00,9,7.549,4.04396,1.166,-0.057,0.183,-1.52195013491773,3.45,"n","n","o","n"
"852",695220,"Summer2018",2018,2018-07-21 07:07:00,9,7.415,5.46822,1.135,-0.064,0.174,-1.51446831066303,3.46,"n","n","n","n"
"853",695220,"Summer2018",2018,2018-07-21 07:37:00,9,7.424,11.60304,1.144,-0.064,0.175,-1.5149105248993,3.46,"n","n","n","n"
